# created from Y50mm_Mean.dat file and invalid data removed,,,
# coordinates converted to meters,,,
# coordinate system and position updated to match global coordinate system,,,
# all data is taken on the Y = 50 mm plane and provided as a mean,,,
# link to original paper: https://doi.org/10.1016/j.jweia.2022.105049,,,
# 2,2,,
# Streamwise Location, Location from wheel centre of rotation, Streamwise velocity, Vertical velocity
# m, m, m/s, m/s
# x, z, Vx, Vz
0.222643,0.219133,33.4569,-2.44002
0.221132,0.219133,33.6139,-2.47176
0.219622,0.219133,33.6608,-2.37332
0.218112,0.219133,33.7008,-2.31008
0.216601,0.219133,33.7397,-2.27222
0.215091,0.219133,33.6973,-2.30711
0.213581,0.219133,33.6403,-2.39733
0.21207,0.219133,33.684,-2.406
0.21056,0.219133,33.7402,-2.35904
0.20905,0.219133,33.8285,-2.33845
0.207539,0.219133,33.8788,-2.32775
0.206029,0.219133,33.9179,-2.33574
0.204519,0.219133,33.9124,-2.32058
0.203008,0.219133,34.0098,-2.41518
0.201498,0.219133,34.1207,-2.51778
0.199988,0.219133,34.1884,-2.52534
0.198477,0.219133,34.174,-2.57497
0.196967,0.219133,34.1708,-2.59989
0.195457,0.219133,34.1259,-2.64699
0.193946,0.219133,34.121,-2.68914
0.192436,0.219133,34.2198,-2.69651
0.190926,0.219133,34.2196,-2.69017
0.189415,0.219133,34.2246,-2.69551
0.187905,0.219133,34.1994,-2.78202
0.186395,0.219133,34.0871,-2.8456
0.184884,0.219133,33.8178,-2.79288
0.183374,0.219133,33.4775,-2.60302
0.181864,0.219133,33.1949,-2.47113
0.180353,0.219133,32.6266,-2.19195
0.178843,0.219133,31.6872,-1.8614
0.177333,0.219133,30.6427,-1.54732
0.175822,0.219133,29.7111,-1.28589
0.556425,0.217622,30.8252,0.0791672
0.554915,0.217622,31.038,-0.0215695
0.553405,0.217622,31.3885,-0.0709075
0.551894,0.217622,31.8072,-0.0975011
0.550384,0.217622,32.0799,-0.216201
0.548874,0.217622,32.2646,-0.217632
0.547363,0.217622,32.356,-0.203582
0.545853,0.217622,32.4572,-0.315316
0.544343,0.217622,32.5447,-0.495711
0.542832,0.217622,32.5068,-0.568393
0.541322,0.217622,32.4271,-0.556186
0.539812,0.217622,32.3548,-0.665509
0.538301,0.217622,32.3419,-0.724695
0.536791,0.217622,32.4149,-0.502386
0.535281,0.217622,32.4345,-0.345387
0.53377,0.217622,32.3859,-0.275059
0.53226,0.217622,32.2749,-0.156053
0.53075,0.217622,32.255,-0.131445
0.529239,0.217622,32.3318,-0.192902
0.527729,0.217622,32.388,-0.304456
0.526219,0.217622,32.4617,-0.320899
0.524708,0.217622,32.5247,-0.345076
0.523198,0.217622,32.581,-0.361675
0.521688,0.217622,32.6253,-0.41079
0.520177,0.217622,32.5841,-0.390308
0.518667,0.217622,32.4993,-0.368688
0.517157,0.217622,32.4169,-0.371534
0.515646,0.217622,32.3938,-0.315866
0.514136,0.217622,32.5012,-0.336465
0.512626,0.217622,32.6577,-0.3375
0.511115,0.217622,32.7167,-0.360714
0.509605,0.217622,32.7724,-0.346682
0.508095,0.217622,32.7746,-0.359367
0.506584,0.217622,32.8141,-0.324861
0.505074,0.217622,32.8482,-0.367818
0.503564,0.217622,32.8319,-0.379753
0.502053,0.217622,32.7437,-0.366079
0.500543,0.217622,32.6697,-0.309987
0.499033,0.217622,32.6689,-0.317055
0.497522,0.217622,32.644,-0.321712
0.496012,0.217622,32.6372,-0.28747
0.494502,0.217622,32.6368,-0.207671
0.492991,0.217622,32.7307,-0.218489
0.491481,0.217622,32.7813,-0.311443
0.489971,0.217622,32.8218,-0.356535
0.48846,0.217622,32.8431,-0.343386
0.48695,0.217622,32.8278,-0.356216
0.48544,0.217622,32.7667,-0.417672
0.483929,0.217622,32.7723,-0.493392
0.482419,0.217622,32.8242,-0.507138
0.480909,0.217622,32.8701,-0.448712
0.479398,0.217622,32.8629,-0.436966
0.477888,0.217622,32.8464,-0.435273
0.476378,0.217622,32.8425,-0.477759
0.474867,0.217622,32.7876,-0.507686
0.473357,0.217622,32.7342,-0.488297
0.471847,0.217622,32.7661,-0.444873
0.470336,0.217622,32.8239,-0.47085
0.468826,0.217622,32.8399,-0.568317
0.467316,0.217622,32.8394,-0.585817
0.465805,0.217622,32.8632,-0.531847
0.464295,0.217622,32.9447,-0.496575
0.462785,0.217622,33.0306,-0.563834
0.461275,0.217622,33.0848,-0.597094
0.459764,0.217622,33.0986,-0.581629
0.458254,0.217622,33.0273,-0.488168
0.456744,0.217622,32.9405,-0.440673
0.455233,0.217622,32.845,-0.427437
0.453723,0.217622,32.7286,-0.459149
0.452213,0.217622,32.6524,-0.518864
0.450702,0.217622,32.6753,-0.595548
0.449192,0.217622,32.7201,-0.567156
0.447682,0.217622,32.7524,-0.525921
0.446171,0.217622,32.7615,-0.463145
0.444661,0.217622,32.7718,-0.418053
0.443151,0.217622,32.8006,-0.383466
0.44164,0.217622,32.8363,-0.401135
0.44013,0.217622,32.8283,-0.502488
0.43862,0.217622,32.8351,-0.578854
0.437109,0.217622,32.8727,-0.630734
0.435599,0.217622,32.9342,-0.607113
0.434089,0.217622,32.9665,-0.562381
0.432578,0.217622,32.9887,-0.480246
0.431068,0.217622,32.9837,-0.451133
0.429558,0.217622,32.9718,-0.480639
0.428047,0.217622,32.97,-0.546557
0.426537,0.217622,32.9862,-0.576512
0.425027,0.217622,33.0024,-0.554965
0.423516,0.217622,32.9922,-0.533106
0.422006,0.217622,32.9512,-0.553942
0.420496,0.217622,32.9193,-0.595908
0.418985,0.217622,32.9055,-0.612342
0.417475,0.217622,32.9039,-0.601529
0.415965,0.217622,32.9403,-0.599139
0.414454,0.217622,32.9851,-0.604174
0.412944,0.217622,32.9933,-0.627776
0.411434,0.217622,32.9832,-0.685197
0.409923,0.217622,32.9833,-0.74717
0.408413,0.217622,32.9809,-0.854783
0.406903,0.217622,32.9541,-0.945746
0.405392,0.217622,32.9278,-0.971577
0.403882,0.217622,32.9041,-0.90173
0.402372,0.217622,32.9276,-0.848869
0.400861,0.217622,32.9514,-0.867749
0.399351,0.217622,32.9342,-0.874377
0.397841,0.217622,32.924,-0.824825
0.39633,0.217622,32.9307,-0.7781
0.39482,0.217622,32.8917,-0.749459
0.39331,0.217622,32.8244,-0.750061
0.391799,0.217622,32.8041,-0.778999
0.390289,0.217622,32.8063,-0.798537
0.388779,0.217622,32.8008,-0.815213
0.387268,0.217622,32.7992,-0.860937
0.385758,0.217622,32.7903,-0.93519
0.384248,0.217622,32.7449,-1.00438
0.382737,0.217622,32.7294,-0.989069
0.381227,0.217622,32.7481,-0.926447
0.379717,0.217622,32.7568,-0.89044
0.378206,0.217622,32.7202,-0.904523
0.376696,0.217622,32.6824,-0.984206
0.375186,0.217622,32.6516,-1.11267
0.373675,0.217622,32.6522,-1.18014
0.372165,0.217622,32.6978,-1.15375
0.370655,0.217622,32.7429,-1.09948
0.369144,0.217622,32.7524,-1.05495
0.367634,0.217622,32.7251,-1.01416
0.366124,0.217622,32.6779,-0.950592
0.364614,0.217622,32.6828,-0.87724
0.363103,0.217622,32.7366,-0.876487
0.361593,0.217622,32.7621,-0.956118
0.360083,0.217622,32.7526,-1.01402
0.358572,0.217622,32.7324,-1.03147
0.357062,0.217622,32.7102,-1.07638
0.355552,0.217622,32.7009,-1.15437
0.354041,0.217622,32.7049,-1.16003
0.352531,0.217622,32.7092,-1.06827
0.351021,0.217622,32.7004,-0.95141
0.34951,0.217622,32.6554,-0.854919
0.348,0.217622,32.6177,-0.839116
0.34649,0.217622,32.6146,-0.916009
0.344979,0.217622,32.6214,-1.03132
0.343469,0.217622,32.618,-1.09471
0.341959,0.217622,32.6026,-1.07107
0.340448,0.217622,32.6056,-1.00206
0.338938,0.217622,32.6205,-0.939777
0.337428,0.217622,32.6322,-0.948643
0.335917,0.217622,32.6262,-1.03004
0.334407,0.217622,32.5822,-1.09306
0.332897,0.217622,32.5451,-1.07015
0.331386,0.217622,32.5567,-1.02287
0.329876,0.217622,32.5893,-0.989177
0.328366,0.217622,32.5851,-0.93076
0.326855,0.217622,32.5687,-0.877539
0.325345,0.217622,32.5515,-0.884395
0.323835,0.217622,32.5185,-0.903915
0.322324,0.217622,32.5029,-0.951399
0.320814,0.217622,32.5034,-1.05604
0.319304,0.217622,32.499,-1.18215
0.317793,0.217622,32.5096,-1.28116
0.316283,0.217622,32.5394,-1.35107
0.314773,0.217622,32.5708,-1.38695
0.313262,0.217622,32.5799,-1.36052
0.311752,0.217622,32.5879,-1.26747
0.310242,0.217622,32.5944,-1.16601
0.308731,0.217622,32.5855,-1.12494
0.307221,0.217622,32.5514,-1.2117
0.305711,0.217622,32.4924,-1.35143
0.3042,0.217622,32.4154,-1.40644
0.30269,0.217622,32.3765,-1.30201
0.30118,0.217622,32.41,-1.15899
0.299669,0.217622,32.4796,-1.10875
0.298159,0.217622,32.4862,-1.16088
0.296649,0.217622,32.4529,-1.24772
0.295138,0.217622,32.4179,-1.28365
0.293628,0.217622,32.4269,-1.27756
0.292118,0.217622,32.4395,-1.27919
0.290607,0.217622,32.4763,-1.35194
0.289097,0.217622,32.5338,-1.41942
0.287587,0.217622,32.5807,-1.44982
0.286076,0.217622,32.9233,-1.56449
0.284566,0.217622,32.9614,-1.56048
0.283056,0.217622,32.9957,-1.55821
0.281545,0.217622,33.0107,-1.57781
0.280035,0.217622,33.0408,-1.60376
0.278525,0.217622,33.0944,-1.64371
0.277014,0.217622,33.138,-1.6635
0.275504,0.217622,33.1809,-1.70017
0.273994,0.217622,33.2168,-1.75652
0.272483,0.217622,33.2196,-1.80038
0.270973,0.217622,33.227,-1.8176
0.269463,0.217622,33.2548,-1.83919
0.267953,0.217622,33.2782,-1.85189
0.266442,0.217622,33.2917,-1.86882
0.264932,0.217622,33.3057,-1.87913
0.263422,0.217622,33.3014,-1.88359
0.261911,0.217622,33.3285,-1.89794
0.260401,0.217622,33.3555,-1.9248
0.258891,0.217622,33.3854,-1.95939
0.25738,0.217622,33.4093,-2.01595
0.25587,0.217622,33.4189,-2.06625
0.25436,0.217622,33.4069,-2.06081
0.252849,0.217622,33.4025,-2.01944
0.251339,0.217622,33.4361,-2.02773
0.249829,0.217622,33.4867,-2.03098
0.248318,0.217622,33.524,-2.02621
0.246808,0.217622,33.5441,-2.01176
0.245298,0.217622,33.5531,-2.00806
0.243787,0.217622,33.5591,-2.04551
0.242277,0.217622,33.5734,-2.12361
0.240767,0.217622,33.6317,-2.16088
0.239256,0.217622,33.6605,-2.15049
0.237746,0.217622,33.676,-2.15746
0.236236,0.217622,33.7087,-2.20471
0.234725,0.217622,33.7494,-2.24071
0.233215,0.217622,33.7741,-2.27439
0.231705,0.217622,33.8062,-2.30364
0.230194,0.217622,33.8485,-2.27904
0.228684,0.217622,33.8848,-2.24674
0.227174,0.217622,33.8937,-2.23403
0.225663,0.217622,33.9026,-2.25286
0.224153,0.217622,33.9267,-2.31727
0.222643,0.217622,34.0017,-2.39326
0.221132,0.217622,34.0872,-2.38933
0.219622,0.217622,34.1646,-2.32547
0.218112,0.217622,34.2002,-2.32275
0.216601,0.217622,34.2066,-2.31066
0.215091,0.217622,34.1995,-2.3524
0.213581,0.217622,34.1966,-2.42358
0.21207,0.217622,34.2319,-2.46512
0.21056,0.217622,34.2711,-2.42039
0.20905,0.217622,34.3057,-2.42989
0.207539,0.217622,34.349,-2.44708
0.206029,0.217622,34.3841,-2.45284
0.204519,0.217622,34.4113,-2.44873
0.203008,0.217622,34.4687,-2.50897
0.201498,0.217622,34.5709,-2.56727
0.199988,0.217622,34.6116,-2.58327
0.198477,0.217622,34.6162,-2.55931
0.196967,0.217622,34.6273,-2.55463
0.195457,0.217622,34.6103,-2.54665
0.193946,0.217622,34.6143,-2.57197
0.192436,0.217622,34.6812,-2.57689
0.190926,0.217622,34.7262,-2.58356
0.189415,0.217622,34.7595,-2.59013
0.187905,0.217622,34.8103,-2.63374
0.186395,0.217622,34.8128,-2.64456
0.184884,0.217622,34.7811,-2.63325
0.183374,0.217622,34.7954,-2.56679
0.181864,0.217622,34.8253,-2.52055
0.180353,0.217622,34.709,-2.41675
0.178843,0.217622,34.3823,-2.27083
0.177333,0.217622,33.911,-2.1021
0.175822,0.217622,33.429,-1.95731
0.174312,0.217622,32.8402,-1.80371
0.172802,0.217622,35.7953,-2.24525
0.171292,0.217622,35.8535,-2.24168
0.169781,0.217622,35.9084,-2.23943
0.168271,0.217622,35.9311,-2.24178
0.166761,0.217622,35.9283,-2.22755
0.16525,0.217622,35.9483,-2.20209
0.16374,0.217622,35.9803,-2.19584
0.16223,0.217622,36.0243,-2.20133
0.160719,0.217622,36.0676,-2.17411
0.159209,0.217622,36.0988,-2.12636
0.157699,0.217622,36.1335,-2.08012
0.156188,0.217622,36.1753,-2.03882
0.154678,0.217622,36.2189,-1.99526
0.153168,0.217622,36.2639,-1.95127
0.151657,0.217622,36.3061,-1.90662
0.150147,0.217622,36.3321,-1.86332
0.148637,0.217622,36.3648,-1.84971
0.147126,0.217622,36.4154,-1.83908
0.145616,0.217622,36.4567,-1.82375
0.144106,0.217622,36.4856,-1.7914
0.142595,0.217622,36.5187,-1.76179
0.141085,0.217622,36.5563,-1.72512
0.139575,0.217622,36.5864,-1.67739
0.138064,0.217622,36.613,-1.63926
0.136554,0.217622,36.6441,-1.59268
0.135044,0.217622,36.6806,-1.54916
0.133533,0.217622,36.7274,-1.49544
0.132023,0.217622,36.756,-1.45365
0.130513,0.217622,36.792,-1.4085
0.129002,0.217622,36.8323,-1.35964
0.127492,0.217622,36.8815,-1.29782
0.125982,0.217622,36.9197,-1.23268
0.124471,0.217622,36.9418,-1.17669
0.122961,0.217622,36.9526,-1.14954
0.121451,0.217622,36.9681,-1.12003
0.11994,0.217622,36.995,-1.06916
0.11843,0.217622,37.0185,-0.989087
0.11692,0.217622,37.0458,-0.910916
0.115409,0.217622,37.0731,-0.849196
0.113899,0.217622,37.1022,-0.788159
0.112389,0.217622,37.1179,-0.728983
0.110878,0.217622,37.1417,-0.665959
0.109368,0.217622,37.1744,-0.610957
0.107858,0.217622,37.1972,-0.5468
0.106347,0.217622,37.2047,-0.468629
0.104837,0.217622,37.22,-0.399706
0.103327,0.217622,37.2422,-0.33368
0.101816,0.217622,37.2613,-0.258249
0.100306,0.217622,37.2768,-0.176715
0.0987958,0.217622,37.2952,-0.10468
0.0972854,0.217622,37.312,-0.0388006
0.0957751,0.217622,37.3342,0.0285197
0.0942648,0.217622,37.3662,0.0906204
0.0927545,0.217622,37.3764,0.157241
0.0912441,0.217622,37.3854,0.220802
0.0897338,0.217622,37.3872,0.272451
0.0882235,0.217622,37.3924,0.324492
0.0867131,0.217622,37.3893,0.391087
0.0852028,0.217622,37.4064,0.465899
0.0836925,0.217622,37.4364,0.55076
0.0821822,0.217622,37.4581,0.635721
0.0806718,0.217622,37.4619,0.704289
0.0791615,0.217622,37.4604,0.769828
0.0776512,0.217622,37.4635,0.842286
0.0761408,0.217622,37.4693,0.903642
0.0746305,0.217622,37.479,0.971338
0.0731202,0.217622,37.4741,1.02322
0.0716099,0.217622,37.4915,1.08906
0.0700995,0.217622,37.4994,1.16985
0.0685892,0.217622,37.4928,1.24701
0.0670789,0.217622,37.4778,1.32378
0.0655686,0.217622,37.4867,1.39796
0.0640582,0.217622,37.4944,1.45162
0.0625479,0.217622,37.5138,1.49045
0.0610376,0.217622,37.5193,1.53601
0.0595272,0.217622,37.5251,1.60437
0.0580169,0.217622,37.5171,1.6643
0.0565066,0.217622,37.5281,1.7282
0.0549963,0.217622,37.5151,1.79332
0.0534859,0.217622,37.4943,1.86245
0.0519756,0.217622,37.4751,1.90914
0.0504653,0.217622,37.4542,1.97789
0.0489549,0.217622,37.4633,2.04321
0.0474446,0.217622,37.4592,2.09575
0.0459343,0.217622,37.4465,2.13255
0.044424,0.217622,37.421,2.18926
0.0429136,0.217622,37.4038,2.26784
0.0414033,0.217622,37.3714,2.32925
0.039893,0.217622,37.3441,2.37652
0.0383826,0.217622,37.3373,2.40149
0.0368723,0.217622,37.3322,2.44396
0.035362,0.217622,37.3205,2.50864
0.0338517,0.217622,37.3213,2.57193
0.0323413,0.217622,37.318,2.65387
0.030831,0.217622,37.3113,2.75611
0.0293207,0.217622,37.3206,2.82193
0.0278103,0.217622,37.3221,2.88391
0.0263,0.217622,37.3073,2.96408
0.0247897,0.217622,37.285,3.08705
0.0232794,0.217622,37.2797,3.19266
0.021769,0.217622,37.242,3.26232
0.0202587,0.217622,37.2058,3.33404
0.0187484,0.217622,37.1418,3.36733
0.0172381,0.217622,37.1169,3.40846
0.0157277,0.217622,37.1109,3.47677
0.0142174,0.217622,37.1284,3.55021
0.0127071,0.217622,37.1353,3.60472
0.0111967,0.217622,37.1235,3.69539
0.00968641,0.217622,37.0981,3.78637
0.00817608,0.217622,37.0799,3.88151
0.00666576,0.217622,37.0664,3.93947
0.00515543,0.217622,37.0015,4.00545
0.0036451,0.217622,36.8889,4.10308
0.00213477,0.217622,36.8311,4.18758
0.000624445,0.217622,36.8145,4.2824
-0.000885883,0.217622,36.7422,4.34757
-0.00239621,0.217622,36.6801,4.37604
-0.00390654,0.217622,36.6444,4.38618
-0.00541687,0.217622,36.6325,4.42792
-0.0069272,0.217622,36.572,4.44962
-0.00843752,0.217622,36.5301,4.49137
-0.00994785,0.217622,36.4332,4.55958
-0.0114582,0.217622,36.3219,4.66741
-0.0129685,0.217622,36.2755,4.73304
-0.0144788,0.217622,36.2423,4.79879
-0.0159892,0.217622,36.2356,4.86368
-0.0174995,0.217622,36.2167,4.94414
-0.0190098,0.217622,36.1941,5.02761
-0.0205201,0.217622,36.1314,5.0997
-0.0220305,0.217622,36.0274,5.08234
-0.0235408,0.217622,35.885,5.08702
-0.0250511,0.217622,35.766,5.16175
-0.0265615,0.217622,35.6013,5.25842
-0.0280718,0.217622,35.4763,5.33619
-0.0295821,0.217622,35.3244,5.39987
-0.0310924,0.217622,35.1882,5.43682
-0.0326028,0.217622,35.0845,5.53014
-0.0341131,0.217622,34.9652,5.55507
-0.0356234,0.217622,34.83,5.57365
-0.0371338,0.217622,34.6961,5.55857
-0.0386441,0.217622,34.5608,5.64024
-0.0401544,0.217622,34.3729,5.68303
