# created from X330mm_Mean.dat file and invalid data removed,,,,
# coordinates converted to meters,,,,
# coordinate system updated to match global coordinate system,,,,
# all data is taken on the X = 330 mm plane,,,,
# link to original paper: https://doi.org/10.1016/j.jweia.2022.105049,,,,
# 2,3,,,
# Location across the tread, Location from wheel centre of rotation, Streamwise velocity, Cross-tread velocity, Vertical velocity
# m, m, m/s, m/s, m/s
# y, z, Vx, Vy, Vz
-0.10718,-0.10696,-1.8606,0.84584,1.4755
-0.10718,-0.10969,-2.1863,0.751,1.4554
-0.10718,-0.11241,-2.4907,0.66649,1.4156
-0.10718,-0.11514,-2.7966,0.54378,1.3781
-0.10718,-0.11786,-3.1173,0.37203,1.3628
-0.10718,-0.12058,-3.3567,0.19063,1.3631
-0.10718,-0.12331,-3.5634,0.030364,1.3221
-0.10718,-0.12603,-3.8026,-0.11816,1.2535
-0.10718,-0.12875,-4.1356,-0.26562,1.1952
-0.10718,-0.13148,-4.4909,-0.39744,1.1541
-0.10718,-0.1342,-4.8612,-0.54372,1.1049
-0.10718,-0.13692,-5.1517,-0.68791,1.0466
-0.10718,-0.13965,-5.3176,-0.81598,1.0077
-0.10718,-0.14237,-5.1533,-0.83167,0.96897
-0.10718,-0.1451,-4.6332,-0.65681,0.89361
-0.10718,-0.14782,-4.1818,-0.47701,0.74955
-0.10718,-0.15054,-3.9513,-0.42503,0.57403
-0.10718,-0.15327,-3.6303,-0.43482,0.50529
-0.10718,-0.15599,-3.624,-0.58528,0.45722
-0.10524,0.0019813,24.178,1.8143,2.3733
-0.10524,-0.00074236,23.843,1.8944,2.2602
-0.10524,-0.003466,23.241,1.867,2.0784
-0.10524,-0.0061897,22.606,1.8261,1.9539
-0.10524,-0.0089133,22.045,1.8512,1.871
-0.10524,-0.011637,21.53,1.8911,1.8187
-0.10524,-0.014361,21.012,1.9129,1.7526
-0.10524,-0.017084,20.27,1.8862,1.724
-0.10524,-0.019808,19.377,1.8297,1.7276
-0.10524,-0.022532,18.404,1.7563,1.6938
-0.10524,-0.025255,17.47,1.6368,1.6219
-0.10524,-0.027979,16.56,1.5385,1.5672
-0.10524,-0.030703,15.712,1.4956,1.5485
-0.10524,-0.033426,14.863,1.4439,1.5367
-0.10524,-0.03615,13.991,1.3637,1.5311
-0.10524,-0.038873,13.127,1.3209,1.5073
-0.10524,-0.041597,12.278,1.3022,1.4675
-0.10524,-0.044321,11.38,1.302,1.4128
-0.10524,-0.047044,10.431,1.3619,1.3612
-0.10524,-0.049768,9.6075,1.476,1.344
-0.10524,-0.052492,8.7509,1.581,1.3361
-0.10524,-0.055215,8.0068,1.676,1.3126
-0.10524,-0.057939,7.2833,1.7498,1.2742
-0.10524,-0.060663,6.5753,1.7837,1.2349
-0.10524,-0.063386,5.865,1.7877,1.2379
-0.10524,-0.06611,5.1598,1.7623,1.2895
-0.10524,-0.068834,4.4718,1.779,1.3393
-0.10524,-0.071557,3.7702,1.7851,1.3672
-0.10524,-0.074281,3.1173,1.7808,1.3653
-0.10524,-0.077005,2.38,1.7867,1.3101
-0.10524,-0.079728,1.6007,1.7737,1.173
-0.10524,-0.082452,1.1106,1.695,1.0672
-0.10524,-0.085175,0.7893,1.5824,1.0688
-0.10524,-0.087899,0.28717,1.5155,1.1368
-0.10524,-0.090623,-0.22282,1.4572,1.2685
-0.10524,-0.093346,-0.5569,1.3436,1.3885
-0.10524,-0.09607,-0.80421,1.2095,1.433
-0.10524,-0.098794,-1.1007,1.1056,1.4457
-0.10524,-0.10152,-1.419,1.0223,1.5061
-0.10524,-0.10424,-1.7434,0.91862,1.5259
-0.10524,-0.10696,-2.0747,0.82134,1.5029
-0.10524,-0.10969,-2.3534,0.72972,1.4667
-0.10524,-0.11241,-2.6253,0.6255,1.4308
-0.10524,-0.11514,-2.9046,0.49182,1.3941
-0.10524,-0.11786,-3.195,0.309,1.3683
-0.10524,-0.12058,-3.4443,0.11844,1.3572
-0.10524,-0.12331,-3.6476,-0.050783,1.3268
-0.10524,-0.12603,-3.9028,-0.21479,1.2696
-0.10524,-0.12875,-4.2304,-0.38498,1.2118
-0.10524,-0.13148,-4.5647,-0.53753,1.1627
-0.10524,-0.1342,-4.8856,-0.67932,1.1167
-0.10524,-0.13692,-5.0372,-0.80682,1.0715
-0.10524,-0.13965,-4.9559,-0.95977,1.0587
-0.10524,-0.14237,-4.6574,-1.1029,1.0276
-0.10524,-0.1451,-4.3117,-1.1155,0.92445
-0.10524,-0.14782,-4.0565,-1.0426,0.75552
-0.10524,-0.15054,-3.9319,-1.0295,0.56812
-0.10524,-0.15327,-3.9686,-1.1859,0.46813
-0.10524,-0.15599,-4.2681,-1.4669,0.39412
-0.10329,0.0019813,22.904,1.4737,2.3382
-0.10329,-0.00074236,22.83,1.7052,2.2517
-0.10329,-0.003466,22.398,1.74,2.0656
-0.10329,-0.0061897,21.887,1.7505,1.8987
-0.10329,-0.0089133,21.36,1.8064,1.8202
-0.10329,-0.011637,20.902,1.8783,1.7501
-0.10329,-0.014361,20.38,1.9429,1.6949
-0.10329,-0.017084,19.696,1.9244,1.6608
-0.10329,-0.019808,18.875,1.8681,1.6494
-0.10329,-0.022532,17.952,1.8111,1.6096
-0.10329,-0.025255,17.041,1.7377,1.5591
-0.10329,-0.027979,16.132,1.6504,1.5392
-0.10329,-0.030703,15.353,1.5982,1.5333
-0.10329,-0.033426,14.613,1.5549,1.536
-0.10329,-0.03615,13.713,1.4443,1.5405
-0.10329,-0.038873,12.798,1.3627,1.5438
-0.10329,-0.041597,11.963,1.3245,1.5312
-0.10329,-0.044321,11.064,1.3125,1.49
-0.10329,-0.047044,10.156,1.357,1.4549
-0.10329,-0.049768,9.3146,1.4514,1.4542
-0.10329,-0.052492,8.5113,1.5771,1.458
-0.10329,-0.055215,7.7374,1.6872,1.4317
-0.10329,-0.057939,6.9939,1.7612,1.3844
-0.10329,-0.060663,6.2838,1.8038,1.3306
-0.10329,-0.063386,5.5706,1.8252,1.3012
-0.10329,-0.06611,4.8899,1.8181,1.3245
-0.10329,-0.068834,4.2245,1.8245,1.3699
-0.10329,-0.071557,3.495,1.8284,1.3877
-0.10329,-0.074281,2.7964,1.8058,1.3716
-0.10329,-0.077005,2.0592,1.7737,1.3013
-0.10329,-0.079728,1.3314,1.7148,1.145
-0.10329,-0.082452,0.93649,1.6036,1.0374
-0.10329,-0.085175,0.66966,1.4839,1.0431
-0.10329,-0.087899,0.16255,1.4455,1.1264
-0.10329,-0.090623,-0.43559,1.407,1.2683
-0.10329,-0.093346,-0.81008,1.2937,1.4057
-0.10329,-0.09607,-1.0665,1.1525,1.4587
-0.10329,-0.098794,-1.3651,1.0579,1.4857
-0.10329,-0.10152,-1.6728,0.98166,1.5383
-0.10329,-0.10424,-1.9918,0.8824,1.5538
-0.10329,-0.10696,-2.2963,0.77879,1.5133
-0.10329,-0.10969,-2.5518,0.67535,1.4622
-0.10329,-0.11241,-2.7849,0.55436,1.4235
-0.10329,-0.11514,-3.0394,0.41277,1.3805
-0.10329,-0.11786,-3.324,0.23239,1.3432
-0.10329,-0.12058,-3.5725,0.041275,1.3224
-0.10329,-0.12331,-3.7878,-0.14052,1.2868
-0.10329,-0.12603,-4.0617,-0.31679,1.2444
-0.10329,-0.12875,-4.4155,-0.50202,1.191
-0.10329,-0.13148,-4.7233,-0.65989,1.1433
-0.10329,-0.1342,-4.9767,-0.80983,1.0986
-0.10329,-0.13692,-4.9983,-0.93906,1.064
-0.10329,-0.13965,-4.691,-1.145,1.0739
-0.10329,-0.14237,-4.3395,-1.4389,1.0453
-0.10329,-0.1451,-4.2711,-1.6883,0.90611
-0.10329,-0.14782,-4.3593,-1.807,0.69487
-0.10329,-0.15054,-4.3528,-1.849,0.49124
-0.10329,-0.15327,-4.6786,-2.1258,0.37579
-0.10329,-0.15599,-5.1167,-2.4561,0.30382
-0.10135,0.0019813,21.038,0.98737,2.2511
-0.10135,-0.00074236,21.589,1.4902,2.2273
-0.10135,-0.003466,21.589,1.668,2.0671
-0.10135,-0.0061897,21.226,1.7385,1.9047
-0.10135,-0.0089133,20.81,1.838,1.7961
-0.10135,-0.011637,20.332,1.9325,1.7289
-0.10135,-0.014361,19.797,1.9979,1.6761
-0.10135,-0.017084,19.195,1.9727,1.6276
-0.10135,-0.019808,18.403,1.9133,1.5846
-0.10135,-0.022532,17.547,1.8545,1.5399
-0.10135,-0.025255,16.634,1.7961,1.5095
-0.10135,-0.027979,15.768,1.7464,1.5049
-0.10135,-0.030703,14.992,1.7111,1.5066
-0.10135,-0.033426,14.232,1.636,1.5097
-0.10135,-0.03615,13.393,1.521,1.521
-0.10135,-0.038873,12.504,1.4332,1.5442
-0.10135,-0.041597,11.609,1.405,1.5593
-0.10135,-0.044321,10.696,1.3812,1.54
-0.10135,-0.047044,9.8044,1.3967,1.5202
-0.10135,-0.049768,8.9933,1.4707,1.5427
-0.10135,-0.052492,8.2397,1.585,1.5643
-0.10135,-0.055215,7.4783,1.6921,1.5529
-0.10135,-0.057939,6.6993,1.7668,1.4934
-0.10135,-0.060663,5.9538,1.8209,1.425
-0.10135,-0.063386,5.2073,1.8459,1.3713
-0.10135,-0.06611,4.5528,1.8449,1.3622
-0.10135,-0.068834,3.8555,1.8499,1.3682
-0.10135,-0.071557,3.1852,1.8333,1.3839
-0.10135,-0.074281,2.4752,1.805,1.3728
-0.10135,-0.077005,1.7251,1.7579,1.2861
-0.10135,-0.079728,1.036,1.6928,1.1077
-0.10135,-0.082452,0.61812,1.5746,0.99458
-0.10135,-0.085175,0.35187,1.4658,1.0033
-0.10135,-0.087899,-0.15947,1.4379,1.1057
-0.10135,-0.090623,-0.7449,1.3967,1.2699
-0.10135,-0.093346,-1.1129,1.2666,1.4248
-0.10135,-0.09607,-1.333,1.109,1.4962
-0.10135,-0.098794,-1.6369,1.0133,1.5275
-0.10135,-0.10152,-1.9255,0.93828,1.5805
-0.10135,-0.10424,-2.2224,0.83612,1.5735
-0.10135,-0.10696,-2.5166,0.72042,1.506
-0.10135,-0.10969,-2.7546,0.59145,1.4376
-0.10135,-0.11241,-2.9649,0.4679,1.3911
-0.10135,-0.11514,-3.2155,0.32967,1.3324
-0.10135,-0.11786,-3.5096,0.1621,1.2848
-0.10135,-0.12058,-3.7526,-0.031342,1.256
-0.10135,-0.12331,-3.9898,-0.21525,1.2191
-0.10135,-0.12603,-4.2698,-0.40042,1.1711
-0.10135,-0.12875,-4.595,-0.58502,1.1201
-0.10135,-0.13148,-4.8742,-0.7505,1.0709
-0.10135,-0.1342,-5.0642,-0.91449,1.025
-0.10135,-0.13692,-5.0155,-1.0769,1.005
-0.10135,-0.13965,-4.7091,-1.3765,1.0297
-0.10135,-0.14237,-4.6397,-1.8691,0.98377
-0.10135,-0.1451,-5.1369,-2.4174,0.78725
-0.10135,-0.14782,-5.8331,-2.8423,0.51128
-0.10135,-0.15054,-6.2203,-3.0658,0.26364
-0.10135,-0.15327,-6.6541,-3.3727,0.14691
-0.10135,-0.15599,-6.8894,-3.5999,0.11559
-0.0994,0.0019813,19.309,0.55618,2.255
-0.0994,-0.00074236,20.421,1.3068,2.2379
-0.0994,-0.003466,20.823,1.6479,2.0608
-0.0994,-0.0061897,20.633,1.7928,1.891
-0.0994,-0.0089133,20.284,1.9288,1.801
-0.0994,-0.011637,19.806,2.034,1.7372
-0.0994,-0.014361,19.357,2.0959,1.6799
-0.0994,-0.017084,18.846,2.0679,1.6456
-0.0994,-0.019808,18.049,1.9728,1.5867
-0.0994,-0.022532,17.157,1.903,1.5344
-0.0994,-0.025255,16.284,1.8366,1.5068
-0.0994,-0.027979,15.394,1.7877,1.509
-0.0994,-0.030703,14.619,1.7503,1.5129
-0.0994,-0.033426,13.789,1.6658,1.4987
-0.0994,-0.03615,12.947,1.5542,1.5037
-0.0994,-0.038873,12.047,1.4869,1.5323
-0.0994,-0.041597,11.162,1.4698,1.563
-0.0994,-0.044321,10.252,1.4517,1.5603
-0.0994,-0.047044,9.3419,1.4382,1.5589
-0.0994,-0.049768,8.5532,1.4824,1.5932
-0.0994,-0.052492,7.887,1.5817,1.6432
-0.0994,-0.055215,7.1651,1.6737,1.6333
-0.0994,-0.057939,6.386,1.7473,1.5757
-0.0994,-0.060663,5.6035,1.8038,1.4931
-0.0994,-0.063386,4.8839,1.8362,1.4228
-0.0994,-0.06611,4.1996,1.835,1.3846
-0.0994,-0.068834,3.5033,1.8193,1.3706
-0.0994,-0.071557,2.8522,1.7937,1.3708
-0.0994,-0.074281,2.1687,1.774,1.366
-0.0994,-0.077005,1.4393,1.7459,1.2764
-0.0994,-0.079728,0.72012,1.7011,1.0916
-0.0994,-0.082452,0.21546,1.599,0.962
-0.0994,-0.085175,-0.12277,1.509,0.9693
-0.0994,-0.087899,-0.59478,1.474,1.0817
-0.0994,-0.090623,-1.092,1.4126,1.2745
-0.0994,-0.093346,-1.4486,1.257,1.4356
-0.0994,-0.09607,-1.6551,1.0877,1.5162
-0.0994,-0.098794,-1.8951,0.9824,1.5568
-0.0994,-0.10152,-2.1685,0.8988,1.5957
-0.0994,-0.10424,-2.4421,0.79303,1.5808
-0.0994,-0.10696,-2.741,0.65888,1.4947
-0.0994,-0.10969,-2.9621,0.52901,1.4071
-0.0994,-0.11241,-3.1834,0.40355,1.3388
-0.0994,-0.11514,-3.4537,0.27546,1.2781
-0.0994,-0.11786,-3.7363,0.12005,1.2288
-0.0994,-0.12058,-3.9771,-0.071047,1.1993
-0.0994,-0.12331,-4.2064,-0.2632,1.1657
-0.0994,-0.12603,-4.4599,-0.45059,1.1117
-0.0994,-0.12875,-4.7134,-0.63445,1.059
-0.0994,-0.13148,-4.9791,-0.79887,1.0057
-0.0994,-0.1342,-5.2307,-0.96584,0.95554
-0.0994,-0.13692,-5.3844,-1.1314,0.92994
-0.0994,-0.13965,-5.5857,-1.4322,0.93525
-0.0994,-0.14237,-6.2206,-1.9425,0.83297
-0.0994,-0.1451,-7.4468,-2.5862,0.55337
-0.0994,-0.14782,-8.8056,-3.1807,0.19515
-0.0994,-0.15054,-9.7266,-3.572,-0.11461
-0.0994,-0.15327,-9.8579,-3.6976,-0.18094
-0.0994,-0.15599,-9.8571,-3.7888,-0.16474
-0.097455,0.0019813,18.133,0.32807,2.3167
-0.097455,-0.00074236,19.629,1.2299,2.2618
-0.097455,-0.003466,20.209,1.6811,2.0457
-0.097455,-0.0061897,20.163,1.8769,1.8832
-0.097455,-0.0089133,19.818,2.0074,1.7782
-0.097455,-0.011637,19.361,2.1156,1.7195
-0.097455,-0.014361,18.963,2.1688,1.7057
-0.097455,-0.017084,18.468,2.1256,1.6913
-0.097455,-0.019808,17.706,2.0186,1.6516
-0.097455,-0.022532,16.835,1.9348,1.5967
-0.097455,-0.025255,15.965,1.8607,1.5571
-0.097455,-0.027979,15.071,1.8192,1.5543
-0.097455,-0.030703,14.192,1.757,1.5482
-0.097455,-0.033426,13.321,1.6649,1.5271
-0.097455,-0.03615,12.395,1.5575,1.5021
-0.097455,-0.038873,11.486,1.5112,1.5067
-0.097455,-0.041597,10.617,1.5143,1.5374
-0.097455,-0.044321,9.7006,1.5108,1.5391
-0.097455,-0.047044,8.8127,1.4844,1.5554
-0.097455,-0.049768,8.0617,1.5048,1.6201
-0.097455,-0.052492,7.4122,1.5687,1.6873
-0.097455,-0.055215,6.7492,1.6511,1.6769
-0.097455,-0.057939,6.0246,1.7126,1.6153
-0.097455,-0.060663,5.2646,1.761,1.5289
-0.097455,-0.063386,4.5301,1.8065,1.4574
-0.097455,-0.06611,3.8227,1.7954,1.4081
-0.097455,-0.068834,3.1807,1.7674,1.376
-0.097455,-0.071557,2.5515,1.7392,1.3687
-0.097455,-0.074281,1.9034,1.7247,1.3665
-0.097455,-0.077005,1.1882,1.723,1.27
-0.097455,-0.079728,0.44588,1.7067,1.071
-0.097455,-0.082452,-0.14243,1.6383,0.91904
-0.097455,-0.085175,-0.55582,1.56,0.91929
-0.097455,-0.087899,-0.99587,1.5216,1.0508
-0.097455,-0.090623,-1.4408,1.4396,1.2602
-0.097455,-0.093346,-1.7422,1.2712,1.4418
-0.097455,-0.09607,-1.9549,1.0911,1.5273
-0.097455,-0.098794,-2.1674,0.96535,1.5573
-0.097455,-0.10152,-2.3954,0.86188,1.5831
-0.097455,-0.10424,-2.6622,0.74523,1.5579
-0.097455,-0.10696,-2.9657,0.599,1.4783
-0.097455,-0.10969,-3.1989,0.47633,1.3843
-0.097455,-0.11241,-3.432,0.34918,1.3032
-0.097455,-0.11514,-3.7155,0.23843,1.2321
-0.097455,-0.11786,-3.9941,0.090034,1.1853
-0.097455,-0.12058,-4.2083,-0.10177,1.1772
-0.097455,-0.12331,-4.3946,-0.30546,1.1558
-0.097455,-0.12603,-4.5944,-0.49207,1.111
-0.097455,-0.12875,-4.7892,-0.68168,1.0726
-0.097455,-0.13148,-5.0419,-0.86084,1.0248
-0.097455,-0.1342,-5.369,-1.0301,0.9753
-0.097455,-0.13692,-5.7135,-1.1714,0.95002
-0.097455,-0.13965,-6.1896,-1.3068,0.95034
-0.097455,-0.14237,-6.8919,-1.4745,0.83074
-0.097455,-0.1451,-7.7846,-1.7103,0.55946
-0.097455,-0.14782,-8.6773,-1.9545,0.22858
-0.097455,-0.15054,-9.3263,-2.1452,-0.060134
-0.097455,-0.15327,-9.2852,-2.14,-0.091611
-0.097455,-0.15599,-9.1673,-2.1242,-0.031238
-0.095509,0.0019813,17.772,0.43645,2.3641
-0.095509,-0.00074236,19.37,1.3373,2.2436
-0.095509,-0.003466,20.06,1.8255,2.0371
-0.095509,-0.0061897,19.946,2.028,1.8704
-0.095509,-0.0089133,19.464,2.1226,1.7469
-0.095509,-0.011637,18.962,2.1918,1.68
-0.095509,-0.014361,18.578,2.2447,1.6924
-0.095509,-0.017084,18.067,2.1863,1.7138
-0.095509,-0.019808,17.305,2.0672,1.6844
-0.095509,-0.022532,16.506,1.9906,1.6226
-0.095509,-0.025255,15.605,1.9162,1.588
-0.095509,-0.027979,14.694,1.8633,1.5857
-0.095509,-0.030703,13.784,1.8046,1.583
-0.095509,-0.033426,12.842,1.7158,1.5706
-0.095509,-0.03615,11.889,1.6271,1.5214
-0.095509,-0.038873,10.935,1.5861,1.4861
-0.095509,-0.041597,10.115,1.608,1.5017
-0.095509,-0.044321,9.2275,1.5947,1.5245
-0.095509,-0.047044,8.3509,1.5596,1.57
-0.095509,-0.049768,7.6027,1.5405,1.6507
-0.095509,-0.052492,6.9515,1.58,1.7203
-0.095509,-0.055215,6.3072,1.6434,1.726
-0.095509,-0.057939,5.623,1.7036,1.6678
-0.095509,-0.060663,4.902,1.7577,1.5869
-0.095509,-0.063386,4.1682,1.7854,1.5166
-0.095509,-0.06611,3.4821,1.7543,1.4621
-0.095509,-0.068834,2.8253,1.7105,1.4254
-0.095509,-0.071557,2.2231,1.6839,1.4021
-0.095509,-0.074281,1.6325,1.6769,1.3715
-0.095509,-0.077005,0.98229,1.6828,1.2695
-0.095509,-0.079728,0.27299,1.6636,1.0684
-0.095509,-0.082452,-0.3279,1.6114,0.90672
-0.095509,-0.085175,-0.78559,1.5605,0.89831
-0.095509,-0.087899,-1.2486,1.5213,1.0326
-0.095509,-0.090623,-1.6636,1.4324,1.2537
-0.095509,-0.093346,-1.9954,1.2733,1.428
-0.095509,-0.09607,-2.2379,1.0978,1.4977
-0.095509,-0.098794,-2.4691,0.95834,1.5135
-0.095509,-0.10152,-2.6539,0.8286,1.5493
-0.095509,-0.10424,-2.897,0.68708,1.5339
-0.095509,-0.10696,-3.1785,0.5425,1.4613
-0.095509,-0.10969,-3.4069,0.41112,1.3846
-0.095509,-0.11241,-3.6766,0.29473,1.2867
-0.095509,-0.11514,-3.9485,0.18091,1.2174
-0.095509,-0.11786,-4.2062,0.042778,1.1825
-0.095509,-0.12058,-4.3828,-0.158,1.1881
-0.095509,-0.12331,-4.5358,-0.36571,1.1776
-0.095509,-0.12603,-4.6654,-0.55836,1.1498
-0.095509,-0.12875,-4.7978,-0.76225,1.1181
-0.095509,-0.13148,-4.9928,-0.96882,1.083
-0.095509,-0.1342,-5.2581,-1.177,1.0491
-0.095509,-0.13692,-5.5101,-1.3288,1.038
-0.095509,-0.13965,-5.6214,-1.3368,1.0679
-0.095509,-0.14237,-5.3026,-1.1011,1.0339
-0.095509,-0.1451,-4.5115,-0.65104,0.91819
-0.095509,-0.14782,-3.8017,-0.22752,0.74489
-0.095509,-0.15054,-3.4266,0.026515,0.56183
-0.095509,-0.15327,-3.2781,0.11777,0.55222
-0.095509,-0.15599,-3.0363,0.23084,0.63645
-0.093564,0.0019813,18.422,0.94169,2.3482
-0.093564,-0.00074236,19.686,1.6793,2.2204
-0.093564,-0.003466,20.134,2.091,2.0439
-0.093564,-0.0061897,19.926,2.25,1.8988
-0.093564,-0.0089133,19.317,2.2962,1.7702
-0.093564,-0.011637,18.752,2.3271,1.707
-0.093564,-0.014361,18.307,2.349,1.6806
-0.093564,-0.017084,17.778,2.2792,1.6852
-0.093564,-0.019808,16.992,2.1793,1.6533
-0.093564,-0.022532,16.202,2.0736,1.5983
-0.093564,-0.025255,15.31,1.9974,1.5843
-0.093564,-0.027979,14.352,1.9436,1.5873
-0.093564,-0.030703,13.353,1.9005,1.5941
-0.093564,-0.033426,12.371,1.8348,1.5666
-0.093564,-0.03615,11.447,1.7581,1.5247
-0.093564,-0.038873,10.549,1.7173,1.4857
-0.093564,-0.041597,9.7045,1.7369,1.4949
-0.093564,-0.044321,8.8505,1.7155,1.539
-0.093564,-0.047044,8.0044,1.6569,1.5952
-0.093564,-0.049768,7.2566,1.6051,1.6922
-0.093564,-0.052492,6.6079,1.6154,1.7684
-0.093564,-0.055215,5.9354,1.6698,1.7735
-0.093564,-0.057939,5.2373,1.7275,1.7185
-0.093564,-0.060663,4.5816,1.7893,1.6449
-0.093564,-0.063386,3.8889,1.7917,1.5757
-0.093564,-0.06611,3.222,1.735,1.5358
-0.093564,-0.068834,2.5568,1.6897,1.5006
-0.093564,-0.071557,1.9498,1.6595,1.4668
-0.093564,-0.074281,1.3714,1.6513,1.414
-0.093564,-0.077005,0.79356,1.6444,1.3143
-0.093564,-0.079728,0.16606,1.6099,1.1314
-0.093564,-0.082452,-0.38775,1.544,0.97698
-0.093564,-0.085175,-0.82863,1.4982,0.9639
-0.093564,-0.087899,-1.2982,1.4622,1.0762
-0.093564,-0.090623,-1.7449,1.3779,1.266
-0.093564,-0.093346,-2.1441,1.2381,1.3987
-0.093564,-0.09607,-2.494,1.0856,1.4327
-0.093564,-0.098794,-2.7572,0.93524,1.4282
-0.093564,-0.10152,-2.9358,0.78039,1.4776
-0.093564,-0.10424,-3.118,0.61106,1.4931
-0.093564,-0.10696,-3.3655,0.46285,1.4433
-0.093564,-0.10969,-3.5876,0.32545,1.3693
-0.093564,-0.11241,-3.8374,0.21287,1.2849
-0.093564,-0.11514,-4.1047,0.09771,1.2235
-0.093564,-0.11786,-4.3215,-0.043664,1.2019
-0.093564,-0.12058,-4.4948,-0.24875,1.212
-0.093564,-0.12331,-4.6444,-0.46495,1.2024
-0.093564,-0.12603,-4.7533,-0.65973,1.1649
-0.093564,-0.12875,-4.8672,-0.86505,1.1239
-0.093564,-0.13148,-5.0492,-1.0875,1.0824
-0.093564,-0.1342,-5.2561,-1.3432,1.0533
-0.093564,-0.13692,-5.3612,-1.5503,1.0457
-0.093564,-0.13965,-5.0987,-1.5805,1.082
-0.093564,-0.14237,-4.076,-1.2471,1.1127
-0.093564,-0.1451,-2.33,-0.56067,1.113
-0.093564,-0.14782,-0.85996,0.07144,1.0414
-0.093564,-0.15054,-0.043258,0.4632,0.92113
-0.093564,-0.15327,0.24042,0.59233,0.91695
-0.093564,-0.15599,0.32682,0.63326,0.95987
-0.091618,0.0019813,19.504,1.5777,2.255
-0.091618,-0.00074236,20.199,2.1004,2.1467
-0.091618,-0.003466,20.299,2.377,2.0332
-0.091618,-0.0061897,19.921,2.4434,1.9246
-0.091618,-0.0089133,19.264,2.4526,1.8154
-0.091618,-0.011637,18.659,2.4558,1.735
-0.091618,-0.014361,18.172,2.4719,1.696
-0.091618,-0.017084,17.517,2.424,1.6714
-0.091618,-0.019808,16.696,2.2875,1.6084
-0.091618,-0.022532,15.875,2.1826,1.5744
-0.091618,-0.025255,14.981,2.0902,1.5525
-0.091618,-0.027979,13.994,2.02,1.5608
-0.091618,-0.030703,12.959,1.9769,1.5583
-0.091618,-0.033426,12.006,1.9426,1.5435
-0.091618,-0.03615,11.066,1.8779,1.5015
-0.091618,-0.038873,10.169,1.8375,1.4706
-0.091618,-0.041597,9.3531,1.8388,1.5024
-0.091618,-0.044321,8.5328,1.8131,1.5523
-0.091618,-0.047044,7.7062,1.7448,1.6259
-0.091618,-0.049768,6.9871,1.673,1.7016
-0.091618,-0.052492,6.314,1.6588,1.759
-0.091618,-0.055215,5.6076,1.695,1.7582
-0.091618,-0.057939,4.95,1.7618,1.7182
-0.091618,-0.060663,4.3124,1.8144,1.6474
-0.091618,-0.063386,3.6439,1.8088,1.591
-0.091618,-0.06611,2.9673,1.7399,1.5631
-0.091618,-0.068834,2.2942,1.6882,1.5384
-0.091618,-0.071557,1.6739,1.6628,1.5031
-0.091618,-0.074281,1.1141,1.6542,1.4638
-0.091618,-0.077005,0.55336,1.6238,1.3905
-0.091618,-0.079728,-0.006349,1.5686,1.2377
-0.091618,-0.082452,-0.50028,1.4948,1.0976
-0.091618,-0.085175,-0.90215,1.4415,1.0733
-0.091618,-0.087899,-1.3529,1.3978,1.1512
-0.091618,-0.090623,-1.798,1.3188,1.2911
-0.091618,-0.093346,-2.258,1.1993,1.3697
-0.091618,-0.09607,-2.6357,1.0505,1.3464
-0.091618,-0.098794,-2.9195,0.89008,1.3403
-0.091618,-0.10152,-3.1063,0.70681,1.4016
-0.091618,-0.10424,-3.2855,0.52738,1.4318
-0.091618,-0.10696,-3.5106,0.36096,1.4058
-0.091618,-0.10969,-3.7485,0.22414,1.3542
-0.091618,-0.11241,-3.9752,0.10458,1.2885
-0.091618,-0.11514,-4.1677,-0.0081572,1.2521
-0.091618,-0.11786,-4.3494,-0.15738,1.2487
-0.091618,-0.12058,-4.5607,-0.35824,1.2497
-0.091618,-0.12331,-4.7429,-0.58204,1.22
-0.091618,-0.12603,-4.8972,-0.77961,1.1573
-0.091618,-0.12875,-5.0598,-0.97224,1.0878
-0.091618,-0.13148,-5.2672,-1.185,1.0309
-0.091618,-0.1342,-5.4977,-1.4428,0.99194
-0.091618,-0.13692,-5.6989,-1.6992,0.9628
-0.091618,-0.13965,-5.6576,-1.8484,0.9568
-0.091618,-0.14237,-4.9836,-1.7057,0.96079
-0.091618,-0.1451,-3.6458,-1.2362,0.94969
-0.091618,-0.14782,-2.4585,-0.76873,0.88328
-0.091618,-0.15054,-1.9131,-0.53128,0.75138
-0.091618,-0.15327,-1.3865,-0.32704,0.74832
-0.091618,-0.15599,-1.2,-0.26615,0.7626
-0.089673,0.0019813,20.12,2.0173,2.1456
-0.089673,-0.00074236,20.313,2.3315,2.0619
-0.089673,-0.003466,20.144,2.4935,1.992
-0.089673,-0.0061897,19.693,2.5469,1.9282
-0.089673,-0.0089133,18.989,2.5422,1.8519
-0.089673,-0.011637,18.354,2.5402,1.7763
-0.089673,-0.014361,17.863,2.5385,1.7277
-0.089673,-0.017084,17.189,2.4751,1.6624
-0.089673,-0.019808,16.304,2.3584,1.5838
-0.089673,-0.022532,15.51,2.2772,1.5538
-0.089673,-0.025255,14.597,2.1917,1.5346
-0.089673,-0.027979,13.595,2.128,1.5182
-0.089673,-0.030703,12.627,2.0796,1.5247
-0.089673,-0.033426,11.686,2.0311,1.5016
-0.089673,-0.03615,10.769,1.9634,1.4703
-0.089673,-0.038873,9.8724,1.9218,1.4596
