# created from X330mm_Mean.dat file and invalid data removed,,,,
# coordinates converted to meters,,,,
# coordinate system updated to match global coordinate system,,,,
# all data is taken on the X = 330 mm plane,,,,
# link to original paper: https://doi.org/10.1016/j.jweia.2022.105049,,,,
# 2,3,,,
# Location across the tread, Location from wheel centre of rotation, Streamwise velocity, Cross-tread velocity, Vertical velocity
# m, m, m/s, m/s, m/s
# y, z, Vx, Vy, Vz
-0.25115,-0.014361,28.379,-1.147,4.7171
-0.25115,-0.017084,28.381,-1.1269,4.6913
-0.25115,-0.019808,28.449,-1.0708,4.6469
-0.25115,-0.022532,28.558,-1.043,4.626
-0.25115,-0.025255,28.634,-1.017,4.5791
-0.25115,-0.027979,28.657,-0.89265,4.5139
-0.25115,-0.030703,28.722,-0.72583,4.4868
-0.25115,-0.033426,28.737,-0.6006,4.4473
-0.25115,-0.03615,28.608,-0.43067,4.3978
-0.25115,-0.038873,28.446,-0.25197,4.3493
-0.25115,-0.041597,28.191,-0.079185,4.3231
-0.25115,-0.044321,27.974,0.083618,4.2147
-0.25115,-0.047044,27.77,0.27773,4.1094
-0.25115,-0.049768,27.569,0.42461,4.0609
-0.25115,-0.052492,27.44,0.55199,4.0438
-0.25115,-0.055215,27.394,0.67724,4.0135
-0.25115,-0.057939,27.57,0.741,4.0057
-0.25115,-0.060663,27.13,0.92265,3.9404
-0.25115,-0.063386,26.224,1.179,3.8091
-0.25115,-0.06611,25.629,1.3413,3.694
-0.25115,-0.068834,25.205,1.4477,3.5291
-0.25115,-0.071557,24.075,1.6607,3.1504
-0.25115,-0.074281,21.144,2.2262,2.673
-0.25115,-0.077005,16.728,3.1598,2.3204
-0.25115,-0.079728,12.628,4.0695,2.0335
-0.25115,-0.082452,10.76,4.4262,1.8919
-0.25115,-0.085175,10.629,4.2891,1.9338
-0.25115,-0.087899,11.677,3.8969,2.1142
-0.25115,-0.090623,14.013,3.2093,2.4609
-0.25115,-0.093346,16.962,2.3558,2.7485
-0.25115,-0.09607,19.411,1.5721,2.8393
-0.25115,-0.098794,20.819,0.9749,2.8448
-0.25115,-0.10152,21.773,0.46305,2.8422
-0.25115,-0.10424,22.367,0.038933,2.7602
-0.25115,-0.10696,22.819,-0.3894,2.6242
-0.25115,-0.10969,23.245,-0.83271,2.4999
-0.25115,-0.11241,23.841,-1.2876,2.4077
-0.25115,-0.11514,23.871,-1.6078,2.2559
-0.25115,-0.11786,23.385,-1.8096,2.0425
-0.25115,-0.12058,22.914,-2.0336,1.7254
-0.25115,-0.12331,22.379,-2.2496,1.3143
-0.25115,-0.12603,21.901,-2.4558,0.98993
-0.25115,-0.12875,21.573,-2.6554,0.85791
-0.25115,-0.13148,21.479,-2.8601,0.78905
-0.25115,-0.1342,21.594,-3.1386,0.57847
-0.25115,-0.13692,20.883,-3.2373,0.3454
-0.25115,-0.13965,19.273,-3.1927,0.43606
-0.25115,-0.14237,17.51,-3.1861,0.68754
-0.25115,-0.1451,15.837,-3.1731,0.77311
-0.25115,-0.14782,13.866,-3.0356,0.70678
-0.25115,-0.15054,11.425,-2.7567,0.55056
-0.25115,-0.15327,8.9093,-2.369,0.48319
-0.25115,-0.15599,6.9818,-1.713,0.61147
-0.25115,-0.15871,5.8251,-1.0615,0.70838
-0.2492,0.0019813,26.624,-0.95956,4.355
-0.2492,-0.00074236,26.919,-1.0382,4.4302
-0.2492,-0.003466,27.245,-1.1486,4.4671
-0.2492,-0.0061897,27.632,-1.1674,4.4973
-0.2492,-0.0089133,28.062,-1.1362,4.5062
-0.2492,-0.011637,28.421,-1.0736,4.5317
-0.2492,-0.014361,28.536,-1.0602,4.4964
-0.2492,-0.017084,28.623,-1.0303,4.476
-0.2492,-0.019808,28.723,-0.95837,4.4328
-0.2492,-0.022532,28.879,-0.91896,4.4506
-0.2492,-0.025255,28.99,-0.91451,4.4156
-0.2492,-0.027979,28.917,-0.83896,4.3635
-0.2492,-0.030703,28.907,-0.69623,4.3471
-0.2492,-0.033426,28.843,-0.55902,4.3298
-0.2492,-0.03615,28.758,-0.43079,4.2776
-0.2492,-0.038873,28.612,-0.24216,4.2258
-0.2492,-0.041597,28.417,-0.027224,4.1526
-0.2492,-0.044321,28.216,0.17415,4.0608
-0.2492,-0.047044,27.904,0.37417,3.9705
-0.2492,-0.049768,27.663,0.51921,3.9149
-0.2492,-0.052492,27.521,0.64351,3.8935
-0.2492,-0.055215,27.602,0.76024,3.895
-0.2492,-0.057939,27.811,0.83091,3.8965
-0.2492,-0.060663,27.369,0.99676,3.8175
-0.2492,-0.063386,26.466,1.2359,3.6677
-0.2492,-0.06611,25.795,1.3653,3.5606
-0.2492,-0.068834,25.334,1.4581,3.4004
-0.2492,-0.071557,24.268,1.6637,3.0404
-0.2492,-0.074281,21.287,2.2574,2.5932
-0.2492,-0.077005,16.833,3.207,2.2875
-0.2492,-0.079728,12.717,4.1303,2.0275
-0.2492,-0.082452,10.797,4.461,1.9107
-0.2492,-0.085175,10.643,4.3171,1.9523
-0.2492,-0.087899,11.674,3.9078,2.1227
-0.2492,-0.090623,14.047,3.2017,2.4412
-0.2492,-0.093346,16.923,2.3255,2.6806
-0.2492,-0.09607,19.239,1.553,2.7212
-0.2492,-0.098794,20.612,0.97441,2.7051
-0.2492,-0.10152,21.587,0.45976,2.7003
-0.2492,-0.10424,22.267,-0.0016664,2.6118
-0.2492,-0.10696,22.646,-0.45611,2.4449
-0.2492,-0.10969,23.117,-0.90233,2.3143
-0.2492,-0.11241,23.737,-1.374,2.2167
-0.2492,-0.11514,23.871,-1.6839,2.0537
-0.2492,-0.11786,23.446,-1.884,1.8353
-0.2492,-0.12058,23.018,-2.1153,1.5227
-0.2492,-0.12331,22.406,-2.3355,1.0861
-0.2492,-0.12603,21.843,-2.5645,0.76083
-0.2492,-0.12875,21.453,-2.7827,0.62195
-0.2492,-0.13148,21.258,-2.9861,0.54531
-0.2492,-0.1342,21.303,-3.2319,0.33011
-0.2492,-0.13692,20.493,-3.2867,0.13311
-0.2492,-0.13965,18.711,-3.2007,0.25877
-0.2492,-0.14237,16.656,-3.2569,0.45036
-0.2492,-0.1451,14.606,-3.3733,0.43797
-0.2492,-0.14782,12.437,-3.2997,0.32436
-0.2492,-0.15054,9.9779,-3.018,0.1495
-0.2492,-0.15327,7.3616,-2.6848,0.083105
-0.2492,-0.15599,5.0241,-2.2431,0.18771
-0.2492,-0.15871,3.7645,-1.6321,0.28779
-0.24726,0.0019813,26.729,-0.89848,4.1894
-0.24726,-0.00074236,27.015,-0.97661,4.2686
-0.24726,-0.003466,27.44,-1.0467,4.3563
-0.24726,-0.0061897,27.83,-1.089,4.4022
-0.24726,-0.0089133,28.203,-1.0708,4.4016
-0.24726,-0.011637,28.462,-1.0703,4.3896
-0.24726,-0.014361,28.626,-1.0419,4.3346
-0.24726,-0.017084,28.767,-0.98616,4.2528
-0.24726,-0.019808,28.924,-0.89086,4.2331
-0.24726,-0.022532,29.16,-0.83903,4.2438
-0.24726,-0.025255,29.329,-0.81661,4.2137
-0.24726,-0.027979,29.213,-0.7571,4.1713
-0.24726,-0.030703,29.068,-0.64882,4.1533
-0.24726,-0.033426,29.008,-0.52996,4.1495
-0.24726,-0.03615,28.989,-0.38357,4.0988
-0.24726,-0.038873,28.83,-0.19758,4.0425
-0.24726,-0.041597,28.646,0.031868,3.9699
-0.24726,-0.044321,28.381,0.23751,3.8792
-0.24726,-0.047044,28.02,0.42849,3.7883
-0.24726,-0.049768,27.691,0.57673,3.745
-0.24726,-0.052492,27.617,0.71158,3.7428
-0.24726,-0.055215,27.708,0.813,3.7327
-0.24726,-0.057939,27.954,0.8899,3.7298
-0.24726,-0.060663,27.537,1.0478,3.6387
-0.24726,-0.063386,26.601,1.2625,3.4807
-0.24726,-0.06611,25.927,1.3721,3.3697
-0.24726,-0.068834,25.537,1.478,3.2388
-0.24726,-0.071557,24.601,1.6822,2.9476
-0.24726,-0.074281,21.744,2.2677,2.5582
-0.24726,-0.077005,17.302,3.2226,2.2916
-0.24726,-0.079728,13.019,4.1566,2.0421
-0.24726,-0.082452,10.964,4.4963,1.9194
-0.24726,-0.085175,10.748,4.3403,1.9557
-0.24726,-0.087899,11.808,3.8893,2.1148
-0.24726,-0.090623,14.16,3.1496,2.3761
-0.24726,-0.093346,16.942,2.2753,2.5393
-0.24726,-0.09607,19.115,1.4965,2.5312
-0.24726,-0.098794,20.402,0.90529,2.5048
-0.24726,-0.10152,21.438,0.37821,2.4961
-0.24726,-0.10424,22.128,-0.096927,2.4032
-0.24726,-0.10696,22.536,-0.55369,2.2431
-0.24726,-0.10969,23.016,-0.98985,2.0935
-0.24726,-0.11241,23.655,-1.4572,2.0007
-0.24726,-0.11514,23.859,-1.7677,1.8514
-0.24726,-0.11786,23.524,-1.9667,1.6551
-0.24726,-0.12058,23.061,-2.1891,1.3431
-0.24726,-0.12331,22.42,-2.4215,0.95922
-0.24726,-0.12603,21.826,-2.6532,0.65559
-0.24726,-0.12875,21.314,-2.8776,0.5336
-0.24726,-0.13148,20.927,-3.0588,0.449
-0.24726,-0.1342,20.806,-3.2765,0.22801
-0.24726,-0.13692,19.845,-3.2871,0.046556
-0.24726,-0.13965,17.744,-3.1322,0.20953
-0.24726,-0.14237,15.34,-3.1555,0.33438
-0.24726,-0.1451,12.977,-3.3087,0.22727
-0.24726,-0.14782,10.595,-3.281,0.05923
-0.24726,-0.15054,8.0143,-3.0449,-0.14748
-0.24726,-0.15327,5.3957,-2.76,-0.22804
-0.24726,-0.15599,3.0276,-2.3432,-0.092388
-0.24726,-0.15871,1.6576,-1.7775,0.025956
-0.24531,0.0019813,26.622,-0.86442,3.9541
-0.24531,-0.00074236,27.003,-0.94824,4.0689
-0.24531,-0.003466,27.465,-1.0106,4.1959
-0.24531,-0.0061897,27.844,-1.0589,4.2696
-0.24531,-0.0089133,28.207,-1.0821,4.3127
-0.24531,-0.011637,28.479,-1.1142,4.2879
-0.24531,-0.014361,28.705,-1.0837,4.2486
-0.24531,-0.017084,28.865,-1.0283,4.1602
-0.24531,-0.019808,29.11,-0.95293,4.077
-0.24531,-0.022532,29.365,-0.84539,4.0185
-0.24531,-0.025255,29.591,-0.79955,4.0446
-0.24531,-0.027979,29.493,-0.70292,4.0048
-0.24531,-0.030703,29.318,-0.60238,3.9749
-0.24531,-0.033426,29.254,-0.47598,3.9611
-0.24531,-0.03615,29.177,-0.32706,3.9244
-0.24531,-0.038873,29.125,-0.13545,3.8455
-0.24531,-0.041597,28.918,0.078888,3.7763
-0.24531,-0.044321,28.594,0.27625,3.6829
-0.24531,-0.047044,28.173,0.45277,3.6331
-0.24531,-0.049768,27.876,0.623,3.5857
-0.24531,-0.052492,27.771,0.76267,3.5914
-0.24531,-0.055215,27.838,0.88306,3.5791
-0.24531,-0.057939,28.053,0.9406,3.5609
-0.24531,-0.060663,27.586,1.0653,3.442
-0.24531,-0.063386,26.608,1.269,3.2631
-0.24531,-0.06611,26.034,1.4093,3.1373
-0.24531,-0.068834,25.747,1.5255,3.033
-0.24531,-0.071557,24.911,1.7324,2.7593
-0.24531,-0.074281,22.302,2.2798,2.4212
-0.24531,-0.077005,18.014,3.2019,2.1635
-0.24531,-0.079728,13.61,4.1273,1.915
-0.24531,-0.082452,11.363,4.4794,1.7723
-0.24531,-0.085175,11.117,4.3157,1.8012
-0.24531,-0.087899,12.264,3.8423,1.955
-0.24531,-0.090623,14.543,3.0971,2.1827
-0.24531,-0.093346,17.165,2.2109,2.3028
-0.24531,-0.09607,19.246,1.4018,2.2726
-0.24531,-0.098794,20.429,0.78985,2.2559
-0.24531,-0.10152,21.394,0.26245,2.2487
-0.24531,-0.10424,22.091,-0.21041,2.1634
-0.24531,-0.10696,22.459,-0.62312,2.0131
-0.24531,-0.10969,22.951,-1.0704,1.8653
-0.24531,-0.11241,23.616,-1.546,1.7842
-0.24531,-0.11514,23.783,-1.8839,1.6609
-0.24531,-0.11786,23.451,-2.0785,1.4535
-0.24531,-0.12058,22.998,-2.3257,1.15
-0.24531,-0.12331,22.376,-2.5423,0.83473
-0.24531,-0.12603,21.747,-2.7626,0.57985
-0.24531,-0.12875,21.164,-2.9615,0.48979
-0.24531,-0.13148,20.675,-3.1139,0.4108
-0.24531,-0.1342,20.434,-3.301,0.17531
-0.24531,-0.13692,19.448,-3.2735,0.011519
-0.24531,-0.13965,17.274,-2.9861,0.22479
-0.24531,-0.14237,14.837,-2.84,0.3355
-0.24531,-0.1451,12.612,-2.8338,0.22013
-0.24531,-0.14782,10.344,-2.7082,0.055388
-0.24531,-0.15054,7.8601,-2.4165,-0.1406
-0.24531,-0.15327,5.3079,-2.1338,-0.22384
-0.24531,-0.15599,2.9805,-1.7287,-0.059686
-0.24531,-0.15871,1.5203,-1.1823,0.082458
-0.24336,0.0019813,26.533,-0.82924,3.6991
-0.24336,-0.00074236,27.004,-0.89295,3.8565
-0.24336,-0.003466,27.453,-0.9644,4.0267
-0.24336,-0.0061897,27.836,-1.0393,4.1236
-0.24336,-0.0089133,28.243,-1.0854,4.1589
-0.24336,-0.011637,28.503,-1.1243,4.1325
-0.24336,-0.014361,28.832,-1.0857,4.133
-0.24336,-0.017084,29.031,-1.0604,4.0326
-0.24336,-0.019808,29.177,-0.96791,3.9411
-0.24336,-0.022532,29.465,-0.85848,3.8805
-0.24336,-0.025255,29.781,-0.76194,3.8806
-0.24336,-0.027979,29.761,-0.68293,3.8326
-0.24336,-0.030703,29.591,-0.58336,3.8136
-0.24336,-0.033426,29.46,-0.41393,3.7931
-0.24336,-0.03615,29.417,-0.26136,3.7701
-0.24336,-0.038873,29.37,-0.073886,3.6967
-0.24336,-0.041597,29.226,0.12762,3.6075
-0.24336,-0.044321,28.927,0.28807,3.5202
-0.24336,-0.047044,28.432,0.43619,3.4654
-0.24336,-0.049768,28.18,0.61495,3.4282
-0.24336,-0.052492,28.059,0.79094,3.4091
-0.24336,-0.055215,27.994,0.91538,3.3948
-0.24336,-0.057939,28.053,0.94206,3.3504
-0.24336,-0.060663,27.556,1.03,3.2004
-0.24336,-0.063386,26.725,1.2405,3.0165
-0.24336,-0.06611,26.223,1.4214,2.8865
-0.24336,-0.068834,26.014,1.5454,2.7866
-0.24336,-0.071557,25.263,1.7221,2.5266
-0.24336,-0.074281,22.957,2.2279,2.1977
-0.24336,-0.077005,18.877,3.091,1.9357
-0.24336,-0.079728,14.487,3.9927,1.6883
-0.24336,-0.082452,12.139,4.365,1.5452
-0.24336,-0.085175,11.941,4.1991,1.5723
-0.24336,-0.087899,13.199,3.7156,1.7254
-0.24336,-0.090623,15.425,2.9841,1.9489
-0.24336,-0.093346,17.845,2.1239,2.0487
-0.24336,-0.09607,19.693,1.3338,2.0149
-0.24336,-0.098794,20.764,0.72335,1.9938
-0.24336,-0.10152,21.657,0.18344,2.0115
-0.24336,-0.10424,22.213,-0.28298,1.9274
-0.24336,-0.10696,22.551,-0.69951,1.7923
-0.24336,-0.10969,22.964,-1.1455,1.6538
-0.24336,-0.11241,23.589,-1.6602,1.5578
-0.24336,-0.11514,23.672,-2.0116,1.4282
-0.24336,-0.11786,23.226,-2.2287,1.206
-0.24336,-0.12058,22.845,-2.4696,0.96233
-0.24336,-0.12331,22.268,-2.6812,0.66693
-0.24336,-0.12603,21.672,-2.8709,0.46052
-0.24336,-0.12875,21.128,-3.0362,0.3891
-0.24336,-0.13148,20.595,-3.1647,0.31393
-0.24336,-0.1342,20.362,-3.3582,0.084002
-0.24336,-0.13692,19.453,-3.2937,-0.049047
-0.24336,-0.13965,17.397,-2.9283,0.21424
-0.24336,-0.14237,15.222,-2.6193,0.40058
-0.24336,-0.1451,13.312,-2.4643,0.35165
-0.24336,-0.14782,11.3,-2.2136,0.2538
-0.24336,-0.15054,8.979,-1.8396,0.10138
-0.24336,-0.15327,6.5526,-1.5079,0.055807
-0.24336,-0.15599,4.2657,-1.0805,0.23873
-0.24336,-0.15871,2.7144,-0.57201,0.38317
-0.24142,0.0019813,26.539,-0.72242,3.5648
-0.24142,-0.00074236,27.006,-0.82135,3.6851
-0.24142,-0.003466,27.451,-0.88828,3.8233
-0.24142,-0.0061897,27.928,-0.94893,3.911
-0.24142,-0.0089133,28.281,-1.0304,3.9477
-0.24142,-0.011637,28.632,-1.0834,3.9372
-0.24142,-0.014361,28.963,-1.0704,3.942
-0.24142,-0.017084,29.144,-1.0401,3.8688
-0.24142,-0.019808,29.233,-0.93188,3.7644
-0.24142,-0.022532,29.549,-0.81955,3.7041
-0.24142,-0.025255,29.939,-0.71431,3.6912
-0.24142,-0.027979,30.047,-0.63601,3.6659
-0.24142,-0.030703,29.898,-0.52983,3.6203
-0.24142,-0.033426,29.766,-0.38799,3.62
-0.24142,-0.03615,29.695,-0.24981,3.6138
-0.24142,-0.038873,29.661,-0.07921,3.5761
-0.24142,-0.041597,29.403,0.11102,3.4656
-0.24142,-0.044321,29.173,0.25616,3.3827
-0.24142,-0.047044,28.794,0.41119,3.3053
-0.24142,-0.049768,28.553,0.57895,3.2576
-0.24142,-0.052492,28.356,0.75241,3.2117
-0.24142,-0.055215,28.238,0.86926,3.1877
-0.24142,-0.057939,28.178,0.88036,3.1224
-0.24142,-0.060663,27.727,0.97717,2.9545
-0.24142,-0.063386,26.956,1.2098,2.7621
-0.24142,-0.06611,26.539,1.4053,2.6381
-0.24142,-0.068834,26.306,1.5333,2.544
-0.24142,-0.071557,25.652,1.6872,2.3112
-0.24142,-0.074281,23.61,2.0948,2.0194
-0.24142,-0.077005,19.839,2.9078,1.7946
-0.24142,-0.079728,15.55,3.8126,1.5766
-0.24142,-0.082452,13.107,4.2075,1.446
-0.24142,-0.085175,12.971,4.0295,1.4816
-0.24142,-0.087899,14.328,3.5195,1.6314
-0.24142,-0.090623,16.425,2.8254,1.8163
-0.24142,-0.093346,18.514,2.0431,1.8725
-0.24142,-0.09607,20.184,1.3185,1.8351
-0.24142,-0.098794,21.17,0.72841,1.7969
-0.24142,-0.10152,21.954,0.18126,1.7835
-0.24142,-0.10424,22.5,-0.29773,1.7219
-0.24142,-0.10696,22.755,-0.71694,1.5757
-0.24142,-0.10969,23.074,-1.1743,1.408
-0.24142,-0.11241,23.551,-1.7073,1.28
-0.24142,-0.11514,23.566,-2.0989,1.1521
-0.24142,-0.11786,23.078,-2.3287,0.97151
-0.24142,-0.12058,22.676,-2.5804,0.71646
-0.24142,-0.12331,22.162,-2.78,0.4441
-0.24142,-0.12603,21.656,-2.9493,0.26767
-0.24142,-0.12875,21.233,-3.0842,0.22459
-0.24142,-0.13148,20.791,-3.2152,0.18211
-0.24142,-0.1342,20.626,-3.4068,-0.018467
-0.24142,-0.13692,19.843,-3.3468,-0.11528
-0.24142,-0.13965,18.038,-2.9572,0.18204
-0.24142,-0.14237,16.23,-2.5524,0.48095
-0.24142,-0.1451,14.725,-2.252,0.5495
-0.24142,-0.14782,12.966,-1.8962,0.53307
-0.24142,-0.15054,10.75,-1.4788,0.42524
-0.24142,-0.15327,8.4437,-1.0722,0.42312
-0.24142,-0.15599,6.3145,-0.56024,0.62679
-0.24142,-0.15871,4.6761,-0.10485,0.74807
-0.23947,0.0019813,26.535,-0.64141,3.3539
-0.23947,-0.00074236,26.995,-0.72095,3.4638
-0.23947,-0.003466,27.451,-0.7929,3.5628
-0.23947,-0.0061897,27.998,-0.86194,3.669
-0.23947,-0.0089133,28.375,-0.95611,3.688
-0.23947,-0.011637,28.782,-1.0112,3.716
-0.23947,-0.014361,29.123,-1.0234,3.693
-0.23947,-0.017084,29.233,-0.99332,3.6547
-0.23947,-0.019808,29.401,-0.90272,3.5688
-0.23947,-0.022532,29.7,-0.75832,3.5346
-0.23947,-0.025255,30.125,-0.65463,3.5276
-0.23947,-0.027979,30.224,-0.57421,3.4731
-0.23947,-0.030703,30.055,-0.48638,3.3963
-0.23947,-0.033426,29.938,-0.36723,3.4082
-0.23947,-0.03615,29.869,-0.24136,3.392
-0.23947,-0.038873,29.856,-0.094506,3.4006
-0.23947,-0.041597,29.634,0.095408,3.3382
-0.23947,-0.044321,29.393,0.25146,3.2496
-0.23947,-0.047044,29.072,0.38458,3.1698
-0.23947,-0.049768,28.818,0.54441,3.0927
-0.23947,-0.052492,28.7,0.70864,3.0431
-0.23947,-0.055215,28.575,0.84269,2.9935
-0.23947,-0.057939,28.475,0.85445,2.8928
-0.23947,-0.060663,27.978,0.94973,2.7217
-0.23947,-0.063386,27.185,1.2143,2.5159
-0.23947,-0.06611,26.723,1.434,2.3928
-0.23947,-0.068834,26.516,1.5844,2.333
-0.23947,-0.071557,25.908,1.7121,2.1532
-0.23947,-0.074281,24.114,2.0762,1.9196
-0.23947,-0.077005,20.632,2.8079,1.7601
-0.23947,-0.079728,16.4,3.6888,1.5773
-0.23947,-0.082452,13.887,4.1035,1.4755
-0.23947,-0.085175,13.719,3.9066,1.516
-0.23947,-0.087899,15.011,3.3851,1.6377
-0.23947,-0.090623,16.821,2.733,1.765
-0.23947,-0.093346,18.528,2.061,1.7511
-0.23947,-0.09607,19.925,1.4197,1.6502
-0.23947,-0.098794,21.008,0.8277,1.5828
-0.23947,-0.10152,21.957,0.26253,1.5523
-0.23947,-0.10424,22.541,-0.2321,1.4738
-0.23947,-0.10696,22.81,-0.68762,1.3067
-0.23947,-0.10969,23.057,-1.15,1.1118
-0.23947,-0.11241,23.451,-1.6771,0.9662
-0.23947,-0.11514,23.419,-2.0983,0.80067
-0.23947,-0.11786,22.961,-2.3589,0.65158
-0.23947,-0.12058,22.609,-2.6389,0.43135
-0.23947,-0.12331,22.098,-2.8307,0.1738
-0.23947,-0.12603,21.715,-2.9772,0.01835
-0.23947,-0.12875,21.412,-3.1085,0.021749
-0.23947,-0.13148,21.084,-3.2319,0.020546
-0.23947,-0.1342,21.017,-3.4389,-0.14222
-0.23947,-0.13692,20.333,-3.397,-0.22553
-0.23947,-0.13965,18.785,-2.993,0.093455
-0.23947,-0.14237,17.275,-2.5416,0.48146
-0.23947,-0.1451,16.06,-2.1527,0.65661
-0.23947,-0.14782,14.477,-1.7415,0.70171
-0.23947,-0.15054,12.384,-1.2744,0.63406
-0.23947,-0.15327,10.124,-0.83004,0.65398
-0.23947,-0.15599,8.0536,-0.28886,0.86629
-0.23947,-0.15871,6.3318,0.1116,0.96967
-0.23753,0.0019813,26.61,-0.61437,3.1625
-0.23753,-0.00074236,27.052,-0.70276,3.249
-0.23753,-0.003466,27.551,-0.74941,3.3302
-0.23753,-0.0061897,28.05,-0.80544,3.3822
-0.23753,-0.0089133,28.559,-0.87714,3.4552
-0.23753,-0.011637,28.974,-0.94032,3.4814
-0.23753,-0.014361,29.247,-0.96015,3.5018
-0.23753,-0.017084,29.342,-0.94444,3.4595
-0.23753,-0.019808,29.473,-0.82616,3.3765
-0.23753,-0.022532,29.819,-0.6573,3.3291
-0.23753,-0.025255,30.242,-0.56267,3.3509
-0.23753,-0.027979,30.342,-0.48184,3.3055
-0.23753,-0.030703,30.261,-0.40103,3.1909
-0.23753,-0.033426,30.194,-0.30511,3.1505
-0.23753,-0.03615,30.107,-0.19059,3.1488
-0.23753,-0.038873,30.037,-0.057554,3.1617
-0.23753,-0.041597,29.81,0.10075,3.1302
-0.23753,-0.044321,29.477,0.26394,3.0659
-0.23753,-0.047044,29.2,0.41216,3.0351
-0.23753,-0.049768,29.051,0.54826,2.9643
-0.23753,-0.052492,29.014,0.67641,2.9083
-0.23753,-0.055215,28.944,0.79897,2.8176
-0.23753,-0.057939,28.83,0.85303,2.7005
-0.23753,-0.060663,28.303,1.0253,2.5024
-0.23753,-0.063386,27.403,1.2936,2.3102
-0.23753,-0.06611,26.883,1.5232,2.1945
-0.23753,-0.068834,26.589,1.6561,2.1332
-0.23753,-0.071557,25.914,1.8207,1.9535
-0.23753,-0.074281,24.098,2.2042,1.7409
-0.23753,-0.077005,20.753,2.9038,1.6065
