"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
634.9,-843.67,29.742,-2.1178,-2.1799,0.0066702,0.00024004,27.12,0.85743,-1.1575,0.68476,-4.0934,0,0.33,0.32266,0.084022
137.45,-236.72,30.311,-1.574,-0.98986,0.0055414,5.3858e-05,2.321,-9.8173,-4.5112,0.88887,-7.0332,0,0.33,0.38978,0.084204
139.01,-243.11,30.298,-1.6106,-0.96359,0.0055458,5.3212e-05,2.4496,-9.4634,-4.6616,0.66322,-6.9715,0,0.33,0.38979,0.081017
137.75,-240.41,30.235,-1.637,-1.0224,0.0055554,5.3705e-05,2.7258,-9.0533,-3.9096,1.2198,-6.9864,0,0.33,0.38369,0.084209
137.4,-246.57,30.219,-1.6729,-0.99744,0.0055608,5.3055e-05,2.8875,-8.6596,-4.0796,0.79636,-7.1681,0,0.33,0.38369,0.081038
138.1,-228.57,30.253,-1.6054,-1.0474,0.00555,5.5127e-05,2.5506,-9.4452,-2.3968,2.5063,-6.82,0,0.33,0.3837,0.087342
165.15,-261.65,30.185,-1.6666,-1.0954,0.0055686,5.2452e-05,3.1365,-8.6647,1.6116,2.6728,-4.999,0,0.33,0.37761,0.087249
171.64,-278.8,30.163,-1.6978,-1.072,0.0055756,5.1059e-05,3.3658,-8.2298,0.67358,1.5383,-5.1602,0,0.33,0.3776,0.084106
174.66,-288.58,30.145,-1.7324,-1.0486,0.0055828,5.0312e-05,3.5887,-7.793,0.41815,1.1058,-5.4595,0,0.33,0.37758,0.080969
241.86,-357,30.061,-1.8246,-1.112,0.0056206,4.6586e-05,4.8107,-6.3916,5.3831,1.6645,-3.3736,0,0.33,0.37142,0.077812
175.46,-295.31,30.126,-1.7667,-1.0247,0.0055901,4.986e-05,3.8027,-7.3611,0.82407,1.3738,-5.7518,0,0.33,0.37758,0.077811
307.67,-411.73,30.009,-1.8823,-1.2252,0.005661,4.7343e-05,6.0918,-5.3721,7.3314,1.9887,-1.0155,0,0.33,0.36533,0.077823
295.05,-394.48,30.034,-1.845,-1.2486,0.0056454,4.6384e-05,5.6304,-5.8939,7.2185,1.7135,-0.76656,0,0.33,0.36533,0.080911
235.83,-345.01,30.083,-1.7899,-1.1354,0.0056101,4.6831e-05,4.4947,-6.8664,5.322,1.3957,-3.053,0,0.33,0.37144,0.080924
207.88,-302.55,30.128,-1.7233,-1.1781,0.0055908,4.9065e-05,3.8672,-7.827,5.9509,2.3368,-2.6756,0,0.33,0.37148,0.087148
224.52,-327.28,30.105,-1.7554,-1.1573,0.0056002,4.7612e-05,4.1783,-7.3475,5.5359,1.655,-2.7698,0,0.33,0.37146,0.084034
277.34,-372.14,30.059,-1.8078,-1.2693,0.0056312,4.6264e-05,5.1867,-6.4206,7.2194,1.7773,-0.56687,0,0.33,0.36534,0.084004
288.23,-372.22,30.165,-1.6429,-1.4378,0.0056045,4.5092e-05,4.4184,-8.3472,5.6973,2.0589,1.5661,0,0.33,0.35923,0.099786
278.49,-366.13,30.137,-1.6884,-1.4344,0.0056145,4.5849e-05,4.7061,-7.7708,5.9702,1.9215,1.2205,0,0.33,0.35925,0.096507
379.28,-457.97,30.149,-1.665,-1.5715,0.0056349,4.1857e-05,5.4578,-7.6187,9.3612,2.6502,1.6992,0,0.33,0.35316,0.099754
372.04,-456.25,30.117,-1.7121,-1.5641,0.0056489,4.3476e-05,5.871,-6.9889,8.6848,2.5272,1.5217,0,0.33,0.35318,0.09648
199.51,-292.68,30.163,-1.6665,-1.323,0.0055878,5.0308e-05,3.7878,-8.535,4.9586,1.6585,-0.99347,0,0.33,0.36532,0.096575
211.48,-299.93,30.137,-1.7031,-1.3149,0.0055967,4.9567e-05,4.0633,-8.001,6.3548,1.9261,-0.81759,0,0.33,0.36533,0.093334
278.39,-366.24,30.109,-1.7317,-1.428,0.0056258,4.6392e-05,5.0451,-7.186,6.4073,2.0083,0.96927,0,0.33,0.35925,0.093304
367.09,-455.04,30.085,-1.7586,-1.5553,0.0056646,4.5658e-05,6.3364,-6.352,8.1596,2.4539,1.3403,0,0.33,0.35318,0.093321
446.25,-545.34,30.025,-1.8398,-1.6914,0.0057379,5.4607e-05,8.5075,-4.8208,8.4643,2.4071,0.7765,0,0.33,0.34709,0.0903
440.72,-532.52,30.058,-1.7922,-1.7054,0.0057108,4.9292e-05,7.7485,-5.502,9.3844,2.4876,0.81849,0,0.33,0.34711,0.093319
456.59,-562.96,29.992,-1.8888,-1.6758,0.005771,6.1734e-05,9.3874,-4.1436,7.3839,2.149,0.76616,0,0.33,0.34707,0.087294
376.53,-475.76,30.023,-1.8489,-1.5326,0.0057044,5.1429e-05,7.4808,-5.1074,7.0381,2.1913,1.1499,0,0.33,0.35314,0.087278
367.65,-461.33,30.054,-1.8036,-1.5451,0.0056828,4.82e-05,6.8675,-5.7275,7.6423,2.3558,1.1992,0,0.33,0.35316,0.090294
231.7,-318.65,30.111,-1.7374,-1.3028,0.0056069,4.8292e-05,4.3916,-7.471,7.0917,2.1138,-0.6223,0,0.33,0.36534,0.090195
287.53,-377.04,30.08,-1.7726,-1.4185,0.0056388,4.669e-05,5.4457,-6.6096,6.6895,2.1063,0.85595,0,0.33,0.35925,0.09021
304.3,-396.83,30.052,-1.8132,-1.406,0.0056539,4.7134e-05,5.9133,-6.0383,6.7144,2.0824,0.83464,0,0.33,0.35924,0.08714
359.64,-460.36,29.968,-1.9386,-1.3474,0.0057152,5.4198e-05,7.6952,-4.3144,6.9365,2.3603,0.68332,0,0.33,0.35929,0.077895
422.13,-528.74,29.932,-1.9923,-1.4747,0.0057994,7.0749e-05,9.9108,-3.2168,6.0942,2.4762,1.4205,0,0.33,0.35317,0.077966
342.67,-440.8,29.997,-1.8967,-1.3706,0.0056917,5.0625e-05,7.0404,-4.8889,6.7286,2.0496,0.76357,0,0.33,0.35926,0.080976
405.93,-511.43,29.963,-1.9438,-1.4977,0.0057616,6.2273e-05,8.9934,-3.852,6.1637,2.1258,1.2886,0,0.33,0.35315,0.081111
468.89,-581.31,29.96,-1.9399,-1.6575,0.005812,7.1439e-05,10.405,-3.4601,6.393,1.8798,0.8388,0,0.33,0.34706,0.084249
481.55,-597.59,29.928,-1.9931,-1.6359,0.0058628,8.4366e-05,11.574,-2.7665,5.6671,1.8344,1.0181,0,0.33,0.34706,0.081161
390.49,-493.74,29.993,-1.8957,-1.5169,0.0057303,5.5967e-05,8.186,-4.4826,6.484,2.0581,1.1918,0,0.33,0.35314,0.084213
323.8,-419.41,30.024,-1.8546,-1.39,0.0056713,4.832e-05,6.4452,-5.4646,6.6632,1.9967,0.81916,0,0.33,0.35924,0.084057
1815.6,-2177.5,29.439,-1.1819,-3.8927,0.0093097,0.00016982,54.901,-2.9074,3.5867,8.9935,-6.2712,0,0.33,0.26156,0.099785
1809.6,-2188.8,29.392,-1.0223,-4.0912,0.0097488,0.00016974,57.501,-3.8721,3.2501,8.9093,-8.6652,0,0.33,0.25547,0.09979
1714.5,-2047.6,29.532,-1.0935,-3.8196,0.0084356,0.00017723,47.696,-4.4498,3.5366,8.8871,-5.8506,0,0.33,0.26158,0.10284
1672.5,-2020.7,29.486,-0.93794,-4.0136,0.0087014,0.00017612,49.508,-5.4497,3.3637,8.5916,-8.3692,0,0.33,0.25547,0.10291
1641.2,-1863.2,29.531,-1.2363,-3.6295,0.0080207,0.00018296,44.022,-3.7229,3.7059,7.4979,0.30524,0,0.33,0.26766,0.10284
1570,-1767.6,29.614,-1.1507,-3.5648,0.0075418,0.00019619,38.636,-5.1746,2.5141,7.6973,1.5442,0,0.33,0.26767,0.10592
1616.8,-1932.1,29.621,-1.0083,-3.7466,0.0078513,0.00018799,41.866,-5.9363,3.6575,8.8154,-5.6384,0,0.33,0.26161,0.1059
1547,-1879.1,29.575,-0.85785,-3.9374,0.0080238,0.00018635,43.161,-6.9589,3.4002,8.4054,-8.1469,0,0.33,0.25548,0.106
1456.1,-1842.7,29.67,-0.44246,-4.0666,0.0081852,0.00018315,44.893,-11.192,-10.083,10.389,-6.8582,0,0.33,0.24325,0.10903
1400.9,-1717.4,29.66,-0.62559,-4.0065,0.0077603,0.0001942,40.096,-9.6783,-7.1163,9.0021,-4.3844,0,0.33,0.24936,0.10915
1597.9,-2018.9,29.574,-0.51389,-4.1684,0.0087459,0.00017293,50.782,-9.7373,-9.3057,10.949,-7.3836,0,0.33,0.24325,0.10589
