"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
-2942.7,3543.4,31.544,0.38192,-0.8428,1.3398,0.0016925,783.31,-91.164,4.3028,257.43,7.8851,0,0.33,0.021101,-0.19827
-1960.1,2645.4,31.855,0.34515,-0.84637,0.81406,0.0012816,628.12,-90.547,13.477,196.69,2.6068,0,0.33,0.01807,-0.1998
-2343.7,2622,31.871,0.37023,-0.85823,0.88339,0.0013799,632.9,-90.411,7.6436,197.11,7.6894,0,0.33,0.021099,-0.19982
-607.1,1564.2,32.171,0.38508,-0.84034,0.53415,0.0011008,468.78,-89.211,-1.7805,131.6,9.0523,0,0.33,0.024121,-0.2014
-1686.5,1849.8,32.103,0.35372,-0.87087,0.5825,0.0011251,505.35,-89.676,9.5531,147.22,6.8162,0,0.33,0.021096,-0.20137
-1249.4,2539.3,31.9,0.39448,-0.83734,0.91856,0.0014421,629.39,-90.158,-2.0157,193.29,12.605,0,0.33,0.024124,-0.19984
-1410.6,1711,32.138,0.3221,-0.85149,0.48403,0.00098426,476.62,-89.618,16.153,136.03,3.825,0,0.33,0.018066,-0.20135
389.21,-473.64,32.445,1.4335,-0.031493,0.013332,0.0001886,70.637,-81.988,-1.8012,8.3042,6.9705,0,0.33,0.078587,-0.20037
629.05,-734.1,32.444,1.3639,-0.084351,0.015096,0.00019408,77.647,-82.561,-12.427,7.9286,6.9784,0,0.33,0.075562,-0.20034
424.59,-445.43,32.45,1.4464,-0.052123,0.014755,0.00019535,75.372,-82.658,-8.5279,9.4665,6.7293,0,0.33,0.078586,-0.19882
666.21,-692.27,32.451,1.3805,-0.11014,0.017517,0.00020831,83.732,-83.266,-12.658,8.7797,6.615,0,0.33,0.075561,-0.1988
570.09,-620.77,32.433,1.2813,-0.15569,0.01489,0.00019103,77.8,-82.389,-14.925,6.3702,6.4373,0,0.33,0.072537,-0.20187
599.07,-680.2,32.445,1.2978,-0.17795,0.017453,0.00020417,85.199,-83.204,-17.924,7.0893,6.2846,0,0.33,0.072537,-0.20032
605.52,-710.42,32.436,1.3459,-0.058165,0.013728,0.00018833,72.834,-81.894,-10.515,7.1984,7.0669,0,0.33,0.075562,-0.20189
438.98,-506.8,32.435,1.4011,-0.014497,0.012358,0.00018715,66.055,-81.196,1.0916,7.0507,6.5866,0,0.33,0.078587,-0.20191
265.1,-286.26,32.153,1.7038,0.60978,0.0087387,0.00023888,36.601,-73.673,-3.1734,10.768,3.3092,0,0.33,0.11504,-0.19894
332.65,-406.64,32.141,1.7031,0.66223,0.0084845,0.00022325,34.572,-72.871,-6.7537,11.498,6.03,0,0.33,0.11807,-0.19895
211.83,-282.06,32.156,1.6809,0.60925,0.0085994,0.00024202,35.551,-73.172,3.2494,12.183,4.1162,0,0.33,0.11504,-0.20048
319.2,-452.76,32.146,1.6765,0.65057,0.0083551,0.00021113,33.595,-72.394,-1.9368,12.39,6.6118,0,0.33,0.11807,-0.2005
477.44,-547.77,32.15,1.6296,0.73137,0.0079656,0.00017437,30.425,-70.947,-10.132,12.418,7.7996,0,0.33,0.12111,-0.20208
329.14,-441.8,32.152,1.6469,0.63741,0.0082395,0.00021024,32.694,-71.968,-0.3767,12.648,6.6988,0,0.33,0.11807,-0.20204
531.54,-634.56,32.142,1.6605,0.73587,0.0080916,0.00016944,31.512,-71.5,-12.105,12.734,8.398,0,0.33,0.1211,-0.20052
256.01,-317.94,32.163,1.6421,0.6052,0.0084431,0.00023596,34.359,-72.595,3.2023,12.489,4.5344,0,0.33,0.11504,-0.20203
329.75,-382.1,31.855,1.2551,1.6368,0.0059604,5.5746e-05,9.3216,-56.672,11.437,3.4598,0.89961,0,0.33,0.17596,-0.20085
412.33,-494.18,31.878,1.2838,1.6135,0.0060084,5.5161e-05,10.142,-57.388,1.3139,4.0345,1.0268,0,0.33,0.17292,-0.20084
382.25,-422.81,31.854,1.2816,1.6626,0.0059792,5.6558e-05,9.7694,-56.848,10.959,3.3507,1.1476,0,0.33,0.17597,-0.19939
476.44,-538.58,31.877,1.3127,1.6347,0.0060313,5.681e-05,10.644,-57.611,4.2345,4.1601,1.4502,0,0.33,0.17293,-0.19934
504.59,-559.95,31.904,1.2946,1.5123,0.0060443,5.3819e-05,10.543,-57.948,-5.7921,4.4697,0.553,0,0.33,0.16988,-0.20237
599.54,-743.09,31.902,1.3154,1.5421,0.0060668,4.9782e-05,11.074,-58.218,-5.3044,4.535,0.87063,0,0.33,0.16988,-0.20082
408.3,-449.36,31.88,1.2627,1.5941,0.0059909,5.5511e-05,9.7406,-57.163,-0.74246,4.0875,0.65095,0,0.33,0.17292,-0.20238
352.49,-370.43,31.857,1.2305,1.6031,0.0059443,5.6175e-05,8.9244,-56.412,6.2519,3.9122,0.35233,0,0.33,0.17595,-0.20239
280.36,-345.14,31.613,0.74233,1.9231,0.0056602,4.5879e-05,4.0187,-48.046,6.8525,4.1211,4.2097,0,0.33,0.21262,-0.19958
