"U:0","U:1","U:2","k","nut","omega","p","yPlus","Points:0","Points:1","Points:2"
30.418,0.53339,0.34862,0.0073119,0.00017256,6.3518,-10.324,0,0.495,0.096911,-0.2971
30.4,0.57529,0.81418,0.0062099,0.00014943,4.5404,-9.6896,0,0.495,0.14549,-0.27231
30.389,0.33416,0.89536,0.0058554,0.00016569,2.8752,-8.3983,0,0.495,0.19414,-0.27239
30.423,0.53206,0.73255,0.0060745,0.00016592,4.0196,-9.9343,0,0.495,0.1455,-0.29707
30.42,0.31002,0.77545,0.0057602,0.00018699,2.3999,-8.9478,0,0.495,0.19415,-0.29716
30.381,0.1291,0.94943,0.005578,0.0001929,1.3167,-7.2481,0,0.495,0.24272,-0.27248
30.382,-0.028264,0.85895,0.0055317,0.00020679,0.9302,-6.5408,0,0.495,0.2913,-0.2725
30.401,0.13099,0.87339,0.0055617,0.00020552,1.1671,-7.798,0,0.495,0.24273,-0.29723
30.404,-0.012121,0.76952,0.0055189,0.00023165,0.80056,-7.3451,0,0.495,0.29132,-0.29726
30.383,-0.18672,0.77474,0.0054915,0.0002486,0.58007,-6.2192,0,0.495,0.33989,-0.27251
30.393,-0.24179,0.63482,0.0054834,0.00029346,0.4912,-6.1619,0,0.495,0.38846,-0.27252
30.396,-0.16327,0.72745,0.0054887,0.00026441,0.54204,-6.7828,0,0.495,0.33989,-0.29728
30.404,-0.2085,0.58806,0.0054807,0.00031779,0.45447,-6.8221,0,0.495,0.38845,-0.29729
30.402,-0.31353,0.51503,0.0054755,0.00037103,0.40537,-6.4142,0,0.495,0.4371,-0.27239
30.402,-0.31346,0.50888,0.0054753,0.00037923,0.40329,-6.4128,0,0.495,0.44184,-0.27239
30.407,-0.28606,0.4946,0.0054746,0.00037482,0.39198,-6.7309,0,0.495,0.43706,-0.29721
30.406,-0.28356,0.48459,0.0054743,0.00038075,0.38842,-6.7399,0,0.495,0.44184,-0.29721
12.666,-7.7176,-2.152,6.1023,0.0033526,603.35,40.256,0,0.495,0,0
13.829,-9.7912,-0.93577,6.2554,0.0071435,625.35,10.8,0,0.495,0.048333,0
11.694,-6.2094,4.0913,6.8582,0.0038187,644.12,28.967,0,0.495,0,0.024722
12.686,-7.4308,1.7028,8.0501,0.0097672,628.77,3.325,0,0.495,0.048342,0.024722
16.007,-7.9033,-0.72172,8.3265,0.011512,721.67,-3.6547,0,0.495,0.096944,0.024721
16.535,-10.957,0.2788,5.8942,0.0083335,711.35,-0.018416,0,0.495,0.096934,0
9.9261,-4.3301,6.3435,7.7036,0.0043637,680.41,5.3219,0,0.495,0,0.049467
10.783,-4.6339,2.3672,9.9308,0.012885,612.13,-11.083,0,0.495,0.04836,0.049466
15.905,-4.3751,-1.6381,10.308,0.014907,691.17,-10.077,0,0.495,0.096944,0.049461
19.533,-10.044,0.66594,4.6733,0.006515,720.85,8.4214,0,0.495,0.14549,0
19.403,-6.9689,-1.3634,6.9413,0.0092487,743.81,5.5836,0,0.495,0.14549,0.024721
22.82,-8.2705,0.84841,2.6785,0.0038897,686.13,17.221,0,0.495,0.19411,0
22.57,-5.9796,-1.5662,4.1639,0.0058954,690.49,13.944,0,0.495,0.1941,0.024722
21.553,-3.3681,-2.4089,7.0037,0.0099264,704.03,1.8735,0,0.495,0.14549,0.049463
24.065,-2.8762,-2.3959,4.6013,0.0069293,636.83,9.1993,0,0.495,0.19409,0.049468
26.117,-4.4839,-1.5577,1.2508,0.0021049,563.73,18.468,0,0.495,0.24273,0.024722
25.975,-5.6248,0.8498,0.98579,0.0016298,582.7,20.818,0,0.495,0.24273,0
28.308,-2.9225,-0.99003,0.25004,0.00065077,352.51,14.038,0,0.495,0.29132,0.024724
28.087,-3.2296,0.5191,0.25722,0.00064245,368.5,15.129,0,0.495,0.29132,0
27.021,-2.7237,-2.2513,1.1982,0.0023605,454.25,14.162,0,0.495,0.24271,0.049459
28.763,-2.2912,-1.4945,0.17186,0.00058829,260.82,11.549,0,0.495,0.29132,0.049475
29.25,-1.8943,-0.48009,0.045153,0.00037268,114.66,7.9961,0,0.495,0.33993,0.024724
29.144,-1.9494,0.2268,0.049721,0.00037792,123.12,8.4127,0,0.495,0.33993,0
29.736,-1.3336,-0.23464,0.0074378,0.00026107,13.537,3.1402,0,0.495,0.38847,0.024725
29.699,-1.352,0.11695,0.0078912,0.00026862,15.42,3.3794,0,0.495,0.38847,0
29.46,-1.7294,-0.82975,0.030135,0.00039013,80.225,6.8587,0,0.495,0.33994,0.049452
29.831,-1.2848,-0.4411,0.0064838,0.0002509,8.943,2.4986,0,0.495,0.38848,0.049454
8.1781,-3.1194,7.3294,8.1935,0.0045522,700.56,-14.705,0,0.495,0,0.074236
9.0191,-2.7812,2.2149,11.268,0.014553,623.49,-24.308,0,0.495,0.048386,0.074242
16.151,-2.2403,-2.6443,11.599,0.016651,688.96,-16.878,0,0.495,0.096947,0.074241
6.5311,-2.1815,7.3758,8.2293,0.0044564,702.18,-24.822,0,0.495,0,0.098973
7.9771,-1.1049,1.5069,11.528,0.013886,658.88,-32.201,0,0.495,0.048392,0.098979
17.339,-0.53573,-3.4637,11.29,0.015576,706.08,-22.204,0,0.495,0.09695,0.098984
24.299,-1.6848,-3.0823,5.1161,0.0085072,570.17,-2.1623,0,0.495,0.14548,0.074245
26.951,-1.3225,-2.7387,2.3189,0.0045848,452.29,5.1425,0,0.495,0.19408,0.074255
26.095,-0.6806,-3.3409,3.7104,0.0073894,426.33,-6.095,0,0.495,0.14549,0.098979
28.716,-0.67196,-2.7068,0.49089,0.0019817,198.43,1.4567,0,0.495,0.19408,0.098989
28.314,-1.6111,-2.3574,0.53467,0.0015463,259.1,9.5463,0,0.495,0.24271,0.074253
29.182,-1.7364,-1.6512,0.05985,0.00040755,124.85,8.4707,0,0.495,0.29132,0.074271
29.14,-1.0438,-2.2178,0.087978,0.00058939,95.039,5.3256,0,0.495,0.24273,0.098999
29.488,-1.3104,-1.6492,0.013494,0.00031406,42.385,5.4005,0,0.495,0.29132,0.09902
29.638,-1.4999,-1.0304,0.013402,0.00033888,35.181,5.1851,0,0.495,0.33994,0.074186
29.93,-1.1984,-0.60401,0.0058108,0.00019333,4.7294,1.5331,0,0.495,0.38849,0.074199
29.785,-1.2535,-1.1223,0.0068097,0.000232,12.18,3.2726,0,0.495,0.33994,0.098935
30.014,-1.0828,-0.71517,0.0056108,0.00012396,2.6807,0.35572,0,0.495,0.3885,0.098928
8.1128,0.55457,0.55309,10.723,0.011566,706.34,-32.55,0,0.495,0.048393,0.12371
5.0626,-1.2081,6.5541,7.8878,0.0042495,687.94,-23.553,0,0.495,0,0.12371
19.722,0.82561,-3.7536,9.1519,0.012633,691.4,-24.189,0,0.495,0.096951,0.12372
4.2914,0.09173,4.8541,7.4686,0.0041144,669.68,-15.913,0,0.495,0,0.14845
10.141,1.9772,-0.3363,9.031,0.0082712,769.29,-25.847,0,0.495,0.048394,0.14845
22.962,1.7149,-3.3423,5.8388,0.0088368,596.02,-21.125,0,0.495,0.096953,0.14846
27.498,0.032031,-3.2266,2.3936,0.00607,309.45,-8.4512,0,0.495,0.1455,0.12369
29.335,-0.30468,-2.5012,0.16614,0.0014154,82.372,-1.5657,0,0.495,0.19408,0.12373
28.694,0.54403,-2.7791,1.1332,0.0041198,193.84,-9.1286,0,0.495,0.14553,0.14846
29.69,-0.032495,-2.2129,0.072193,0.00098672,42.023,-3.6278,0,0.495,0.19409,0.14848
29.541,-0.70257,-2.0299,0.011495,0.0003477,29.911,1.9306,0,0.495,0.2427,0.12371
29.732,-0.97505,-1.5819,0.0067951,0.00025897,14.341,2.6367,0,0.495,0.29132,0.12377
29.799,-0.44427,-1.826,0.0073894,0.00023777,13.054,-0.67481,0,0.495,0.2427,0.14855
29.92,-0.70956,-1.4854,0.0058712,0.0001355,6.046,0.24884,0,0.495,0.29133,0.14852
29.923,-1.0063,-1.1403,0.0057933,0.00014562,5.1683,1.3635,0,0.495,0.33994,0.12369
30.088,-0.94584,-0.78293,0.005555,0.00012573,1.7441,-0.91349,0,0.495,0.38851,0.12368
30.038,-0.78061,-1.1057,0.0056092,0.00010266,2.6408,-0.40022,0,0.495,0.33991,0.14852
30.159,-0.80241,-0.80394,0.005527,0.0001415,1.234,-2.1348,0,0.495,0.38852,0.14852
7.3662,1.6423,2.7764,6.1782,0.0033304,612.97,-8.77,0,0.495,0,0.17319
16.056,2.8277,-0.61213,5.883,0.0047821,715.38,-16.377,0,0.495,0.048393,0.1732
26.474,2.0251,-2.3541,2.4001,0.0044051,379.43,-15.263,0,0.495,0.096959,0.17321
20.107,2.4127,1.3207,2.5327,0.0015785,328.29,-5.2185,0,0.495,0,0.19795
24.681,2.4414,0.03074,1.6973,0.0016238,299.06,-9.3525,0,0.495,0.048389,0.19796
28.989,1.6737,-1.3142,0.51888,0.0011968,144.69,-11.996,0,0.495,0.096951,0.19798
29.525,0.81191,-2.1561,0.3559,0.0018468,95.716,-9.0427,0,0.495,0.14554,0.17322
29.913,0.13244,-1.8668,0.025595,0.00041563,21.555,-5.0499,0,0.495,0.19409,0.17325
29.953,0.78548,-1.5687,0.068273,0.0005051,37.234,-9.417,0,0.495,0.14554,0.19798
30.042,0.2064,-1.5261,0.0098164,0.00016679,10.756,-6.5271,0,0.495,0.1941,0.19803
29.956,-0.25056,-1.6055,0.0062677,0.00012282,7.0273,-2.6661,0,0.495,0.24271,0.17339
30.012,-0.51852,-1.3618,0.0056709,0.00011403,3.2347,-1.7505,0,0.495,0.29133,0.17327
30.058,-0.10913,-1.4086,0.0058489,0.00010664,3.9034,-4.5652,0,0.495,0.24271,0.19819
30.065,-0.35,-1.2256,0.0055954,0.00011878,2.0068,-3.6462,0,0.495,0.29132,0.19807
30.104,-0.6061,-1.0453,0.00555,0.0001182,1.5649,-1.9577,0,0.495,0.33989,0.17329
30.205,-0.64324,-0.80125,0.0055107,0.00015494,0.94093,-3.2429,0,0.495,0.38854,0.1733
30.161,-0.47027,-1.0008,0.0055217,0.0001357,1.055,-3.5797,0,0.495,0.33989,0.19808
11.694,-6.2094,-4.0913,6.8582,0.0038187,644.12,28.967,0,0.495,0,-0.024722
12.686,-7.4308,-1.7028,8.0501,0.0097672,628.77,3.325,0,0.495,0.048342,-0.024722
16.007,-7.9033,0.72172,8.3265,0.011512,721.67,-3.6547,0,0.495,0.096944,-0.024721
9.9261,-4.3301,-6.3435,7.7036,0.0043637,680.41,5.3219,0,0.495,0,-0.049467
10.783,-4.6339,-2.3672,9.9308,0.012885,612.13,-11.083,0,0.495,0.04836,-0.049466
15.905,-4.3751,1.6381,10.308,0.014907,691.17,-10.077,0,0.495,0.096944,-0.049461
19.403,-6.9689,1.3634,6.9413,0.0092487,743.81,5.5836,0,0.495,0.14549,-0.024721
22.57,-5.9796,1.5662,4.1639,0.0058954,690.49,13.944,0,0.495,0.1941,-0.024722
21.553,-3.3681,2.4089,7.0037,0.0099264,704.03,1.8735,0,0.495,0.14549,-0.049463
24.065,-2.8762,2.3959,4.6013,0.0069293,636.83,9.1993,0,0.495,0.19409,-0.049468
26.117,-4.4839,1.5577,1.2508,0.0021049,563.73,18.468,0,0.495,0.24273,-0.024722
28.308,-2.9225,0.99003,0.25004,0.00065077,352.51,14.038,0,0.495,0.29132,-0.024724
27.021,-2.7237,2.2513,1.1982,0.0023605,454.25,14.162,0,0.495,0.24271,-0.049459
28.763,-2.2912,1.4945,0.17186,0.00058829,260.82,11.549,0,0.495,0.29132,-0.049475
29.25,-1.8943,0.48009,0.045153,0.00037268,114.66,7.9961,0,0.495,0.33993,-0.024724
29.736,-1.3336,0.23464,0.0074378,0.00026107,13.537,3.1402,0,0.495,0.38847,-0.024725
29.46,-1.7294,0.82975,0.030135,0.00039013,80.225,6.8587,0,0.495,0.33994,-0.049452
29.831,-1.2848,0.4411,0.0064838,0.0002509,8.943,2.4986,0,0.495,0.38848,-0.049454
9.0191,-2.7812,-2.2149,11.268,0.014553,623.49,-24.308,0,0.495,0.048386,-0.074242
8.1781,-3.1194,-7.3294,8.1935,0.0045522,700.56,-14.705,0,0.495,0,-0.074236
16.151,-2.2403,2.6443,11.599,0.016651,688.96,-16.878,0,0.495,0.096947,-0.074241
6.5311,-2.1815,-7.3758,8.2293,0.0044564,702.18,-24.822,0,0.495,0,-0.098973
7.9771,-1.1049,-1.5069,11.528,0.013886,658.88,-32.201,0,0.495,0.048392,-0.098979
17.339,-0.53573,3.4637,11.29,0.015576,706.08,-22.204,0,0.495,0.09695,-0.098984
24.299,-1.6848,3.0823,5.1161,0.0085072,570.17,-2.1623,0,0.495,0.14548,-0.074245
26.951,-1.3225,2.7387,2.3189,0.0045848,452.29,5.1425,0,0.495,0.19408,-0.074255
26.095,-0.6806,3.3409,3.7104,0.0073894,426.33,-6.095,0,0.495,0.14549,-0.098979
28.716,-0.67196,2.7068,0.49089,0.0019817,198.43,1.4567,0,0.495,0.19408,-0.098989
28.314,-1.6111,2.3574,0.53467,0.0015463,259.1,9.5463,0,0.495,0.24271,-0.074253
29.182,-1.7364,1.6512,0.05985,0.00040755,124.85,8.4707,0,0.495,0.29132,-0.074271
29.14,-1.0438,2.2178,0.087978,0.00058939,95.039,5.3256,0,0.495,0.24273,-0.098999
29.488,-1.3104,1.6492,0.013494,0.00031406,42.385,5.4005,0,0.495,0.29132,-0.09902
29.638,-1.4999,1.0304,0.013402,0.00033888,35.181,5.1851,0,0.495,0.33994,-0.074186
29.93,-1.1984,0.60401,0.0058108,0.00019333,4.7294,1.5331,0,0.495,0.38849,-0.074199
29.785,-1.2535,1.1223,0.0068097,0.000232,12.18,3.2726,0,0.495,0.33994,-0.098935
30.014,-1.0828,0.71517,0.0056108,0.00012396,2.6807,0.35572,0,0.495,0.3885,-0.098928
5.0626,-1.2081,-6.5541,7.8878,0.0042495,687.94,-23.553,0,0.495,0,-0.12371
8.1128,0.55457,-0.55309,10.723,0.011566,706.34,-32.55,0,0.495,0.048393,-0.12371
19.722,0.82561,3.7536,9.1519,0.012633,691.4,-24.189,0,0.495,0.096951,-0.12372
4.2914,0.09173,-4.8541,7.4686,0.0041144,669.68,-15.913,0,0.495,0,-0.14845
10.141,1.9772,0.3363,9.031,0.0082712,769.29,-25.847,0,0.495,0.048394,-0.14845
22.962,1.7149,3.3423,5.8388,0.0088368,596.02,-21.125,0,0.495,0.096953,-0.14846
27.498,0.032031,3.2266,2.3936,0.00607,309.45,-8.4512,0,0.495,0.1455,-0.12369
29.335,-0.30468,2.5012,0.16614,0.0014154,82.372,-1.5657,0,0.495,0.19408,-0.12373
28.694,0.54403,2.7791,1.1332,0.0041198,193.84,-9.1286,0,0.495,0.14553,-0.14846
29.69,-0.032495,2.2129,0.072193,0.00098672,42.023,-3.6278,0,0.495,0.19409,-0.14848
29.541,-0.70257,2.0299,0.011495,0.0003477,29.911,1.9306,0,0.495,0.2427,-0.12371
29.732,-0.97505,1.5819,0.0067951,0.00025897,14.341,2.6367,0,0.495,0.29132,-0.12377
29.799,-0.44427,1.826,0.0073894,0.00023777,13.054,-0.67481,0,0.495,0.2427,-0.14855
29.92,-0.70956,1.4854,0.0058712,0.0001355,6.046,0.24884,0,0.495,0.29133,-0.14852
29.923,-1.0063,1.1403,0.0057933,0.00014562,5.1683,1.3635,0,0.495,0.33994,-0.12369
30.088,-0.94584,0.78293,0.005555,0.00012573,1.7441,-0.91349,0,0.495,0.38851,-0.12368
30.038,-0.78061,1.1057,0.0056092,0.00010266,2.6408,-0.40022,0,0.495,0.33991,-0.14852
30.159,-0.80241,0.80394,0.005527,0.0001415,1.234,-2.1348,0,0.495,0.38852,-0.14852
7.3662,1.6423,-2.7764,6.1782,0.0033304,612.97,-8.77,0,0.495,0,-0.17319
16.056,2.8277,0.61213,5.883,0.0047821,715.38,-16.377,0,0.495,0.048393,-0.1732
26.474,2.0251,2.3541,2.4001,0.0044051,379.43,-15.263,0,0.495,0.096959,-0.17321
20.107,2.4127,-1.3207,2.5327,0.0015785,328.29,-5.2185,0,0.495,0,-0.19795
24.681,2.4414,-0.03074,1.6973,0.0016238,299.06,-9.3525,0,0.495,0.048389,-0.19796
28.989,1.6737,1.3142,0.51888,0.0011968,144.69,-11.996,0,0.495,0.096951,-0.19798
29.525,0.81191,2.1561,0.3559,0.0018468,95.716,-9.0427,0,0.495,0.14554,-0.17322
