"U:0","U:1","U:2","k","nut","omega","p","yPlus","Points:0","Points:1","Points:2"
30.586,-0.60989,0.77893,0.0054728,0.00014328,0.51559,-15.049,0,0.33,0.43752,-0.19893
30.402,-1.1412,0.69658,0.0054969,0.00010326,1.0557,-11.563,0,0.33,0.44184,-0.099288
30.395,-1.1726,0.72399,0.0054988,9.701e-05,1.1001,-11.442,0,0.33,0.43775,-0.099293
30.258,-1.3336,0.41815,0.0055255,8.8757e-05,1.7377,-9.1391,0,0.33,0.44184,-0.049556
30.246,-1.367,0.43269,0.005529,8.46e-05,1.8261,-8.9174,0,0.33,0.43784,-0.049558
30.693,0.96568,-0.22918,0.12687,0.00051498,59.654,-38.373,0,0.33,0.048414,-0.24788
30.997,0.55986,-0.094758,0.021447,0.00024112,23.442,-32.552,0,0.33,0.04839,-0.29753
30.341,0.81653,-0.6708,0.20793,0.00067534,75.674,-38.028,0,0.33,0,-0.24775
30.947,0.44359,-0.20093,0.026303,0.0002802,23.516,-31.34,0,0.33,0,-0.29746
30.994,0.6149,0.29972,0.0076347,0.00015123,10.623,-30.345,0,0.33,0.096945,-0.29766
31.076,1.1126,0.52619,0.028856,0.00026166,30.544,-37.502,0,0.33,0.096951,-0.24808
30.974,0.68182,0.62761,0.0060013,0.00012992,5.1161,-29.539,0,0.33,0.14553,-0.29781
31.044,0.95095,0.98634,0.0091248,0.00013048,11.947,-33.939,0,0.33,0.14553,-0.24827
30.877,0.4661,0.74275,0.0056032,0.00014814,1.8972,-25.826,0,0.33,0.19415,-0.29792
30.935,0.63318,1.2514,0.0060122,9.1322e-05,4.3193,-29.093,0,0.33,0.19415,-0.24837
30.814,0.32029,0.87921,0.0055075,0.00014143,0.8962,-23.432,0,0.33,0.24281,-0.298
30.825,0.31542,1.3039,0.005565,9.2307e-05,1.6294,-24.503,0,0.33,0.24284,-0.24847
-0.43741,0.82192,3.0052,6.7768,0.0017394,957.4,-54.856,0,0.33,0,0.14848
30.647,-0.3657,0.64695,0.0054674,0.00017295,0.41834,-15.506,0,0.33,0.44184,-0.24852
30.649,-0.36888,0.66689,0.0054676,0.00016773,0.4224,-15.606,0,0.33,0.43745,-0.24852
30.656,-0.14899,0.5453,0.0054652,0.00023575,0.37269,-15.328,0,0.33,0.43739,-0.29805
30.652,-0.14968,0.52869,0.005465,0.00024406,0.36905,-15.176,0,0.33,0.44184,-0.29806
30.647,-0.36241,-0.64791,0.0054674,0.00017312,0.4183,-15.506,0,0.33,0.44184,0.24848
30.649,-0.3655,-0.66762,0.0054677,0.00016796,0.42232,-15.605,0,0.33,0.43749,0.24848
30.656,-0.14606,-0.54538,0.0054652,0.00023612,0.37263,-15.321,0,0.33,0.43741,0.29804
30.652,-0.1468,-0.52886,0.005465,0.0002444,0.36901,-15.169,0,0.33,0.44184,0.29804
24.819,1.4037,-1.1911,1.2036,0.00099771,309.85,-40.412,0,0.33,0,-0.20172
30.892,0.77012,1.8686,0.0065187,8.6846e-05,8.8381,-30.577,0,0.33,0.19417,-0.1987
24.871,1.3932,1.183,1.1964,0.00099842,308.93,-40.705,0,0.33,0,0.20169
30.947,1.764,-0.98875,0.17379,0.0010648,101.74,-45.28,0,0.33,0.096945,0.19848
30.894,0.77106,-1.8561,0.0065094,8.7133e-05,8.7951,-30.644,0,0.33,0.19419,0.19868
30.958,0.53349,0.2596,0.0071839,0.00016535,9.0865,-28.634,0,0.33,0.096955,-0.32172
30.855,0.41855,0.65012,0.0055851,0.00017634,1.685,-24.671,0,0.33,0.19415,-0.32172
30.734,0.13003,0.70976,0.0054796,0.00020855,0.53946,-19.847,0,0.33,0.29146,-0.32172
30.654,-0.07176,0.56011,0.0054665,0.00027446,0.38249,-16.22,0,0.33,0.3887,-0.32172
30.979,0.57683,-0.28045,0.0074312,0.00015777,9.9407,-29.615,0,0.33,0.096949,0.30798
30.868,0.44594,-0.69861,0.0055952,0.00016077,1.803,-25.336,0,0.33,0.19414,0.30798
30.739,0.1339,-0.75643,0.005481,0.00019098,0.56129,-20.214,0,0.33,0.29145,0.30798
30.658,-0.082484,-0.59149,0.0054672,0.00025433,0.39257,-16.457,0,0.33,0.38874,0.30798
22.4,-0.27607,4.2247,6.2812,0.0066027,919.69,-12.619,0,0.33,0.19422,-0.074354
24.497,-1.1399,4.9508,3.3756,0.0039811,767.5,-1.5522,0,0.33,0.21859,-0.074382
27.92,-2.434,4.1301,0.3764,0.00080207,439.94,9.141,0,0.33,0.26738,-0.074455
25.24,-7.0633,0.0025539,0.81867,0.0010403,775.79,37.448,0,0.33,0.26737,-2.173e-08
25.498,-6.1662,2.6241,0.80514,0.0010429,762.42,31.62,0,0.33,0.26738,-0.024754
25.498,-6.1826,-2.6319,0.80744,0.0010445,763.44,31.499,0,0.33,0.26737,0.024755
27.917,-2.4313,-4.1632,0.38038,0.00080777,441.87,8.9792,0,0.33,0.26738,0.074452
11.642,-1.0962,4.1406,16.074,0.016427,978.33,-80.668,0,0.33,0.096837,-0.074361
19.797,-0.7629,4.687,9.3439,0.0095783,951.05,-60.353,0,0.33,0.12115,-0.074331
22.876,0.017712,4.0173,5.96,0.0060092,946.86,-23.868,0,0.33,0.16987,-0.07438
10.271,-14.338,-0.049807,5.606,0.0059638,941.66,-54.228,0,0.33,0.096826,5.1295e-08
11.887,-13.813,-0.031491,5.1409,0.0052737,976.22,-33.801,0,0.33,0.12112,1.23e-07
10.449,-10.296,1.3354,8.5482,0.0087454,973.3,-61.093,0,0.33,0.096826,-0.024751
13.202,-9.4974,1.8313,7.3323,0.0069508,1043.5,-39.191,0,0.33,0.12112,-0.024749
14.451,-13.098,0.074312,3.95,0.0039888,991.36,-5.2536,0,0.33,0.16986,1.0559e-08
16.866,-12.513,0.11153,3.139,0.0031401,1000.5,10.919,0,0.33,0.19421,5.3293e-08
13.974,-8.7981,2.0017,6.5252,0.0062104,1032.7,-9.2587,0,0.33,0.16986,-0.024752
16.194,-9.1441,2.7347,4.9229,0.0048319,1012.9,4.9614,0,0.33,0.1942,-0.02475
13.222,-9.5871,-1.8676,7.4039,0.0070154,1044.4,-38.454,0,0.33,0.12112,0.024752
10.477,-10.347,-1.4041,8.5908,0.0087905,973.72,-60.863,0,0.33,0.096826,0.024751
16.026,-9.2381,-2.5242,5.2406,0.0051297,1014.8,5.0082,0,0.33,0.1942,0.02475
13.881,-8.8963,-1.8542,6.8149,0.006462,1035.5,-8.3736,0,0.33,0.16986,0.024752
11.687,-1.1259,-4.1564,16.059,0.016406,978.51,-80.584,0,0.33,0.096834,0.074376
14.55,1.0846,-4.5587,15.822,0.015742,987.4,-81.446,0,0.33,0.096838,0.099167
19.839,-0.80458,-4.6893,9.3192,0.0095613,949.86,-59.893,0,0.33,0.12113,0.074396
27.649,0.58556,-4.1888,2.7123,0.0034387,549.66,-20.813,0,0.33,0.19423,0.099233
21.881,-0.259,-4.0424,7.3051,0.0074604,956.57,-12.392,0,0.33,0.19423,0.074357
22.646,0.021976,-3.9112,6.4951,0.006431,966.02,-23.019,0,0.33,0.16988,0.074402
19.69,-8.7107,3.2959,2.939,0.0029461,986.34,21.519,0,0.33,0.21856,-0.024751
19.859,-11.142,0.088066,2.1691,0.0021896,986.64,28.79,0,0.33,0.21857,1.7887e-08
19.556,-8.7824,-3.1469,3.1777,0.0031749,989.45,21.117,0,0.33,0.21856,0.024751
24.109,-1.1251,-4.8592,4.1313,0.0047224,801.32,-1.8944,0,0.33,0.21861,0.074366
-0.57318,-1.9682,-6.5373,8.9771,0.0082517,850.05,-86.72,0,0.33,0.024149,-0.074283
4.1836,-1.0099,2.7031,16.216,0.018707,858.04,-93.413,0,0.33,0.072597,-0.074349
4.6887,-9.1212,-0.00015335,6.0155,0.004222,875.73,-13.191,0,0.33,0.02415,6.4818e-08
3.6446,-7.0667,-4.2863,6.8696,0.0053363,871.77,-30.986,0,0.33,0.024149,-0.024748
3.7354,-7.6912,0.018208,5.9886,0.0016981,900.55,10.182,0,0.33,0.0016455,4.8737e-08
8.4417,-14.042,-0.048215,5.777,0.0064632,894.71,-62.997,0,0.33,0.072593,5.3829e-08
7.5672,-10.298,0.24388,8.7432,0.0098065,892.52,-71.793,0,0.33,0.072591,-0.02475
3.585,-7.0383,4.278,6.9537,0.0053955,874.78,-31.56,0,0.33,0.02415,0.024748
7.5699,-10.304,-0.31839,8.807,0.0098815,892.7,-71.906,0,0.33,0.072593,0.02475
-0.6512,-1.9541,6.4921,9.0389,0.008317,851.88,-87.006,0,0.33,0.024149,0.074282
4.1988,-1.0192,-2.7334,16.237,0.01871,859.07,-93.54,0,0.33,0.072596,0.074351
26.705,-1.9461,4.9201,0.93357,0.0014338,575.48,6.5976,0,0.33,0.24302,-0.074432
17.124,-3.3803,3.59,7.5741,0.007318,1029.6,-4.558,0,0.33,0.19422,-0.049521
20.73,-4.2352,4.6177,4.1734,0.0042861,947.98,9.0847,0,0.33,0.21857,-0.049526
24.215,-4.4224,4.6792,1.4513,0.0017212,814.07,18.576,0,0.33,0.24302,-0.049547
26.411,-4.202,3.8765,0.678,0.001002,667.87,20.24,0,0.33,0.26738,-0.049554
22.812,-9.1444,0.03339,1.3287,0.001434,916.5,38.917,0,0.33,0.24301,-7.3355e-08
23.007,-7.5589,3.2337,1.4247,0.001552,903.35,31.776,0,0.33,0.24301,-0.024754
26.408,-4.215,-3.9045,0.6819,0.001006,669.12,20.085,0,0.33,0.26737,0.049554
22.964,-7.598,-3.1939,1.5066,0.0016322,906.04,31.51,0,0.33,0.24301,0.024754
24.121,-4.4474,-4.6778,1.6312,0.0019062,821.37,18.268,0,0.33,0.24301,0.049547
26.606,-1.9328,-4.9381,1.129,0.0016825,589.81,6.3112,0,0.33,0.24302,0.074428
23.85,-0.28586,4.5726,4.7686,0.0051491,904.88,-39.024,0,0.33,0.1455,-0.074338
10.742,-4.3538,2.8557,13.369,0.013753,985.43,-73.037,0,0.33,0.096828,-0.049528
16.492,-3.5473,3.5409,9.3538,0.0088472,1058.8,-50.193,0,0.33,0.12113,-0.049516
18.144,-2.4824,3.271,7.6539,0.0069195,1098,-28.989,0,0.33,0.14548,-0.049518
16.384,-2.4187,2.8491,8.7384,0.0080315,1088.4,-16.284,0,0.33,0.16987,-0.049534
13.024,-13.313,0.013113,4.5813,0.0046447,987.01,-16.98,0,0.33,0.14547,7.4083e-08
13.873,-8.67,1.8234,6.9216,0.006403,1061.5,-20.71,0,0.33,0.14547,-0.02475
13.86,-8.7731,-1.7853,7.1038,0.0065514,1064,-19.569,0,0.33,0.14547,0.024752
10.777,-4.4087,-2.8854,13.358,0.013745,985.07,-72.861,0,0.33,0.096827,0.049531
16.512,-3.6238,-3.547,9.3794,0.0088735,1058.3,-49.513,0,0.33,0.12112,0.049536
18.125,-2.5447,-3.2333,7.8524,0.0070711,1101.7,-27.808,0,0.33,0.14548,0.04954
16.684,-3.3971,-3.3723,8.3448,0.0079744,1041.1,-4.3891,0,0.33,0.19422,0.049521
16.168,-2.4326,-2.7055,9.262,0.0084467,1097.5,-15.214,0,0.33,0.16987,0.049539
23.862,-0.32004,-4.5563,4.8377,0.0052085,907.28,-38.204,0,0.33,0.14551,0.074407
3.6657,-7.5867,0.019546,5.9867,0.0015136,902.37,11.889,0,0.33,0,4.7565e-08
20.397,-4.2714,-4.4924,4.7607,0.0048293,960.57,8.6495,0,0.33,0.21857,0.049524
0.039969,-1.0817,-0.96475,12.325,0.016445,737.56,-97.132,0,0.33,0.048369,-0.074319
1.4419,-3.8602,-6.2896,8.2526,0.0072827,860.39,-65.128,0,0.33,0.024149,-0.049505
2.4672,-4.127,-1.9574,11,0.014376,768.04,-85.776,0,0.33,0.048366,-0.049515
5.4473,-4.4918,1.2146,13.674,0.015983,860.58,-86.178,0,0.33,0.072592,-0.049524
6.6266,-12.132,-0.031697,5.9078,0.0067824,859.77,-50.578,0,0.33,0.048367,5.7549e-08
5.3664,-9.0382,-1.6139,7.8835,0.0094869,833.02,-63.58,0,0.33,0.048364,-0.024749
5.3391,-9.0157,1.5581,7.9697,0.0095877,833.25,-63.899,0,0.33,0.048368,0.024749
1.3646,-3.8435,6.2613,8.3219,0.0073415,862.44,-65.642,0,0.33,0.024149,0.049505
2.4246,-4.1101,1.9059,11.062,0.014458,767.82,-86.07,0,0.33,0.048367,0.049515
5.4495,-4.5057,-1.2612,13.698,0.01601,860.51,-86.306,0,0.33,0.072593,0.049524
0.0069874,-1.0704,0.91505,12.376,0.016513,738.07,-97.327,0,0.33,0.048365,0.074319
