"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
-1.5481e+05,-19956,0.35364,0.1477,9.4936,10.075,0.00059129,4708.4,-108.22,1467,-11.168,5066.2,0,0.33,0,0.10204
-71105,-9183.8,-0.37769,0.23656,9.0756,11.094,0.0039741,3226.1,-109.41,672,-18.66,2722.9,0,0.33,0.0057414,0.098987
-1.3836e+05,-19221,0.35116,0.12116,9.6884,10.198,0.0005982,4735.7,-109.17,1497.5,-11.362,5060.6,0,0.33,0,0.098951
-82077,-10269,-0.36821,0.27623,8.9097,10.849,0.0036857,3282.2,-108.41,687.26,-17.756,2816.4,0,0.33,0.0055246,0.10208
-2.6892e+05,-29366,0.33765,0.68242,4.5092,7.9814,0.0011139,3794.1,-82.503,513.65,-3.5746,3906.9,0,0.33,0.0027883,0.14539
-3.6482e+05,-34151,0.83336,0.5418,4.2091,8.2479,0.00050496,4258.7,-80.713,639.31,-3.6628,5009.2,0,0.33,0,0.14846
-2.811e+05,-29966,0.42054,0.69872,4.0631,7.8224,0.0010299,3802.1,-80.673,470.72,-2.5987,3959.9,0,0.33,0.0026371,0.14849
-3.5643e+05,-33951,0.77446,0.51885,4.6792,8.373,0.00051067,4290.9,-82.542,711.48,-4.4439,5019,0,0.33,0,0.14537
-3.6936e+05,-34033,0.89572,0.56317,3.729,8.1237,0.00049927,4226.4,-79.027,565.88,-2.8173,4998.4,0,0.33,0,0.15156
-2.9084e+05,-30267,0.50834,0.71167,3.6063,7.6741,0.00095357,3808.5,-78.985,425.22,-1.6042,4014.5,0,0.33,0.0024792,0.15158
32.428,-314.77,31.756,0.54716,0.79309,0.01129,7.169e-05,36.08,-56.167,11.67,3.6433,-37.283,0,0.33,0.02407,0.24803
-89.54,-444.28,31.78,0.56842,0.9648,0.023793,0.00012182,58.511,-59.177,15.506,8.7516,-38.343,0,0.33,0.024092,0.23559
-79.313,-382.1,31.759,0.49971,0.83524,0.012292,4.8051e-05,37.196,-56.952,24.256,2.9714,-64.789,0,0.33,0,0.24796
