"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
1100.3,-1445.4,31.63,-0.053094,3.4365,0.013863,0.0063268,4.5214e-05,-52.657,15.177,6.8744,5.6166,0,0.33,0.27995,-0.1327
852.61,-1140,31.609,0.11288,3.3487,0.0095955,0.0063364,4.7144e-05,-52.964,26.592,2.1739,11.168,0,0.33,0.2739,-0.13732
873.8,-1190.6,31.604,0.12565,3.4105,0.01101,0.0063468,4.6155e-05,-53.076,26.783,2.6513,9.9965,0,0.33,0.2739,-0.13577
891.07,-1188,31.64,0.018107,3.2874,0.009161,0.00631,4.7757e-05,-52.658,22.502,4.3939,9.2059,0,0.33,0.27692,-0.13733
931.41,-1252,31.632,0.028237,3.3494,0.010561,0.0063194,4.6278e-05,-52.759,23.485,4.9739,8.3719,0,0.33,0.27693,-0.13578
977.26,-1309.7,31.623,0.039109,3.4128,0.012225,0.0063389,4.5267e-05,-52.862,23.629,5.5473,7.6601,0,0.33,0.27694,-0.13423
898.99,-1228.1,31.599,0.13849,3.4731,0.0127,0.0063693,4.5742e-05,-53.191,26.096,3.3415,8.9285,0,0.33,0.2739,-0.13423
987.97,-1329.3,31.551,0.34194,3.5765,0.0164,0.0064719,4.9251e-05,-53.942,3.3712,0.061902,3.9377,0,0.33,0.2678,-0.13271
929.13,-1271.7,31.568,0.24848,3.5829,0.01567,0.0064248,4.7505e-05,-53.647,16.958,1.6469,6.7472,0,0.33,0.27087,-0.13268
917.14,-1234.8,31.552,0.32451,3.5177,0.014413,0.0064475,5.1137e-05,-53.813,2.5311,-1.0636,4.0199,0,0.33,0.2678,-0.13427
884.95,-1202.7,31.571,0.23383,3.5218,0.013632,0.0063977,4.8835e-05,-53.52,16.738,0.70217,7.557,0,0.33,0.27087,-0.13423
931.49,-1282.1,31.592,0.15089,3.536,0.014714,0.0064037,4.5005e-05,-53.312,25.814,4.0306,7.9835,0,0.33,0.2739,-0.13268
1020.8,-1375.9,31.613,0.049769,3.477,0.014214,0.0063737,4.4326e-05,-52.968,23.503,5.9583,7.0846,0,0.33,0.27694,-0.13269
451.51,-635.7,31.555,0.36207,2.9238,0.0039677,0.0062997,7.0146e-05,-53.215,-10.74,2.742,-0.55621,0,0.33,0.26155,-0.14999
400.26,-570.82,31.557,0.42248,2.8844,0.0040092,0.0062972,7.4596e-05,-53.426,-7.8183,3.1749,-1.735,0,0.33,0.25851,-0.14999
490.02,-685.07,31.549,0.367,2.9659,0.0044921,0.0063206,6.8186e-05,-53.313,-10.343,1.9212,-0.49279,0,0.33,0.26155,-0.14845
429.28,-610.15,31.551,0.42868,2.924,0.0045627,0.0063199,7.2718e-05,-53.523,-7.5079,2.3323,-1.4086,0,0.33,0.25851,-0.14844
401.89,-583.49,31.548,0.4948,2.9303,0.0053944,0.0063364,7.5073e-05,-53.823,-3.0049,2.2661,-1.1491,0,0.33,0.25548,-0.14689
460.96,-654.93,31.546,0.43691,2.9645,0.0052102,0.0063493,7.0747e-05,-53.62,-6.9296,1.383,-0.97848,0,0.33,0.25852,-0.1469
371.86,-541.94,31.555,0.48575,2.892,0.0047114,0.0063073,7.7271e-05,-53.726,-3.8451,3.2205,-1.7964,0,0.33,0.25548,-0.14844
529.95,-735.86,31.545,0.37407,3.0091,0.0051064,0.0063468,6.6282e-05,-53.41,-10.032,1.0564,-0.38792,0,0.33,0.26155,-0.1469
664.22,-862.72,31.557,0.23012,3.0899,0.0051883,0.0062968,6.147e-05,-52.921,2.8684,1.8909,7.7602,0,0.33,0.26779,-0.14664
594.28,-806.94,31.545,0.30507,3.0585,0.0051786,0.006326,6.3913e-05,-53.175,-7.5662,1.2762,1.986,0,0.33,0.26462,-0.14686
686.95,-899.57,31.552,0.23692,3.1401,0.0058912,0.0063095,6.0125e-05,-53.025,3.5916,1.0446,7.406,0,0.33,0.26779,-0.14509
628.14,-854.5,31.541,0.31264,3.1057,0.0058919,0.0063421,6.2224e-05,-53.276,-7.1977,0.36535,1.7681,0,0.33,0.26462,-0.14532
608.17,-838.56,31.539,0.39304,3.0984,0.0066984,0.0063905,6.2428e-05,-53.612,-9.7689,-0.80184,-0.31333,0,0.33,0.26155,-0.14381
656.55,-895.18,31.539,0.32201,3.1537,0.0067372,0.006362,6.0783e-05,-53.381,-7.1818,-0.61215,1.5233,0,0.33,0.26462,-0.14377
569.09,-786.03,31.541,0.38279,3.0532,0.0058353,0.0063682,6.4354e-05,-53.509,-9.9188,0.14695,-0.32581,0,0.33,0.26155,-0.14536
434.38,-627.6,31.542,0.50668,2.9697,0.0061851,0.0063566,7.2692e-05,-53.923,-2.2598,1.316,-0.44579,0,0.33,0.25548,-0.14535
500.62,-705.82,31.542,0.44736,3.006,0.005969,0.0063719,6.8463e-05,-53.72,-6.4773,0.42497,-0.57176,0,0.33,0.25852,-0.14535
540.05,-754.96,31.539,0.45938,3.0487,0.0068602,0.0063949,6.6316e-05,-53.822,-6.4085,-0.42342,-0.24548,0,0.33,0.25852,-0.14381
383.51,-540.69,31.526,0.6294,2.9507,0.0076077,0.0063697,7.727e-05,-54.375,-0.27727,3.3908,1.6722,0,0.33,0.24938,-0.1438
363.76,-506.26,31.516,0.67736,2.9151,0.007859,0.006376,7.9293e-05,-54.509,-2.1592,4.2965,1.3844,0,0.33,0.24623,-0.14383
423.29,-584.84,31.517,0.64609,2.9862,0.0087293,0.006397,7.452e-05,-54.465,0.47894,2.9094,2.327,0,0.33,0.24938,-0.14225
396.17,-544.32,31.506,0.6943,2.9477,0.0089969,0.0064078,7.683e-05,-54.593,-1.5302,3.8006,1.7592,0,0.33,0.24623,-0.14229
411.22,-589.87,31.534,0.57663,2.9801,0.0073598,0.0063727,7.4526e-05,-54.211,-0.10088,1.9733,1.1159,0,0.33,0.25244,-0.1438
450.77,-633.29,31.528,0.59213,3.0184,0.0084644,0.0064055,7.2098e-05,-54.307,0.20473,1.5075,1.8749,0,0.33,0.25244,-0.14225
548.67,-765.87,31.531,0.55048,3.0929,0.0093904,0.006441,6.6025e-05,-54.226,-1.5924,-0.21947,1.5293,0,0.33,0.25548,-0.14071
497.17,-703.78,31.534,0.53444,3.051,0.008181,0.0064148,6.8772e-05,-54.125,-2.4155,0.047775,0.84192,0,0.33,0.25548,-0.14226
507.95,-697,31.522,0.60999,3.0576,0.0097039,0.0064249,6.8764e-05,-54.403,1.1286,1.3267,2.6239,0,0.33,0.25245,-0.14071
476.4,-643.51,31.508,0.66574,3.0224,0.0099829,0.0064107,7.1045e-05,-54.555,1.3744,2.7319,2.9797,0,0.33,0.24938,-0.14071
767.06,-1020.2,31.548,0.26618,3.2952,0.0087462,0.0063735,5.6441e-05,-53.347,3.9558,-1.7794,5.9305,0,0.33,0.2678,-0.14045
733.2,-964.99,31.548,0.25514,3.2427,0.0076791,0.0063572,5.8104e-05,-53.238,3.4811,-0.81866,6.4789,0,0.33,0.2678,-0.142
743.37,-1011.7,31.539,0.34497,3.2522,0.008824,0.0064111,5.7324e-05,-53.596,-6.3804,-2.4698,1.1054,0,0.33,0.26462,-0.14068
694.65,-944.71,31.539,0.33252,3.2024,0.0077233,0.0063922,5.9283e-05,-53.488,-7.0159,-1.6112,1.2938,0,0.33,0.26462,-0.14223
650.64,-895.19,31.539,0.40492,3.1446,0.0077009,0.00642,6.06e-05,-53.718,-9.4658,-1.6926,-0.21848,0,0.33,0.26156,-0.14227
695.08,-955.41,31.539,0.41865,3.1918,0.0088266,0.0064384,5.8709e-05,-53.826,-9.0892,-2.3125,-0.053667,0,0.33,0.26156,-0.14072
619.01,-858.87,31.537,0.48723,3.1368,0.0090617,0.0064509,6.2329e-05,-54.032,-5.9564,-1.5202,0.60389,0,0.33,0.25852,-0.14072
678.27,-932.05,31.536,0.50446,3.1824,0.010338,0.0064614,5.9824e-05,-54.141,-5.3142,-1.5248,1.0805,0,0.33,0.25852,-0.13917
738.11,-1014,31.54,0.43436,3.2401,0.010058,0.0064497,5.6869e-05,-53.937,-8.9746,-2.4965,0.14541,0,0.33,0.26156,-0.13918
575.32,-801.41,31.538,0.4725,3.0923,0.0078948,0.0064291,6.4485e-05,-53.926,-6.3993,-1.1095,0.15266,0,0.33,0.25852,-0.14226
1033.9,-1377.8,31.542,0.42879,3.5187,0.016417,0.0065283,4.9147e-05,-54.185,-5.7467,0.054218,2.0164,0,0.33,0.26463,-0.13295
946.96,-1272.2,31.544,0.40915,3.4625,0.014503,0.0064984,5.1005e-05,-54.058,-6.6617,-1.2583,1.5052,0,0.33,0.26463,-0.1345
25.001,-25.068,31.719,-1.2495,1.1623,0.00034598,0.0057756,0.00019533,-43.203,-5.2636,4.7554,5.511,0,0.33,0.3836,-0.14991
13.944,46.428,31.724,-1.2482,1.1772,0.00033788,0.0058233,0.0001948,-43.003,-16.169,5.2687,3.5167,0,0.33,0.38667,-0.14983
20.952,-24.425,31.72,-1.2396,1.1557,0.00034068,0.0057682,0.00020537,-43.13,-4.2472,4.5101,5.5068,0,0.33,0.3836,-0.15145
14.28,38.265,31.725,-1.2387,1.1708,0.00033454,0.0058149,0.00019999,-42.93,-15.457,4.8136,3.3489,0,0.33,0.38666,-0.1514
12.673,61.419,31.722,-1.2261,1.2079,0.00031967,0.0058761,0.00017573,-42.655,-19.85,4.0902,0.93743,0,0.33,0.38969,-0.15295
15.41,44.199,31.726,-1.2292,1.164,0.00033054,0.0058078,0.00019355,-42.859,-16.27,4.3943,3.0713,0,0.33,0.38666,-0.15297
12.484,47.998,31.722,-1.2352,1.2132,0.00032339,0.0058827,0.00018034,-42.725,-18.459,4.486,1.1558,0,0.33,0.3897,-0.1514
24.008,-27.019,31.721,-1.2298,1.1487,0.00033554,0.0057627,0.00019893,-43.058,-4.7225,4.2815,5.2934,0,0.33,0.3836,-0.15299
169.25,-138.01,31.604,-0.71331,1.0497,0.00029223,0.0059426,7.2042e-05,-40.569,-33.029,-0.94121,-1.1375,0,0.33,0.38949,-0.19659
254,-191.28,31.596,-0.71579,1.0473,0.00029674,0.0059888,6.4777e-05,-40.498,-36.874,-3.4452,-1.6059,0,0.33,0.38949,-0.19813
90.798,-88.342,31.616,-0.6972,0.93768,0.00028512,0.0059234,0.00010477,-40.793,-24.079,-0.088897,1.0804,0,0.33,0.38646,-0.19659
149.18,-140.29,31.609,-0.69227,0.91923,0.00029028,0.0059626,9.5172e-05,-40.72,-24.808,-2.4315,0.6528,0,0.33,0.38645,-0.19813
110,-173.73,31.6,-0.65564,0.90136,0.00027197,0.0060591,0.00012185,-40.828,2.5582,-6.4582,3.8022,0,0.33,0.38338,-0.19966
77.834,-126.15,31.61,-0.66414,0.915,0.00027152,0.0059545,0.00013795,-40.906,-0.41358,-2.8014,3.9463,0,0.33,0.38339,-0.19812
180.54,-86.602,31.598,-0.68785,0.89724,0.00028978,0.0060576,8.6498e-05,-40.652,-26.779,-5.7344,0.18412,0,0.33,0.38645,-0.19967
50.102,-92.712,31.616,-0.67466,0.92825,0.00026927,0.0059096,0.00014803,-40.989,-3.8154,-0.35928,4.0131,0,0.33,0.3834,-0.19658
8.9257,91.471,31.719,-1.2694,1.2269,0.000332,0.0059048,0.00019361,-42.939,-21.866,3.7893,1.161,0,0.33,0.38973,-0.14661
8.2617,70.187,31.72,-1.2545,1.2233,0.00032866,0.005898,0.00020362,-42.867,-19.599,4.8897,1.4315,0,0.33,0.38971,-0.14826
20.311,77.991,31.722,-1.2783,1.1891,0.00034561,0.0058441,0.00017746,-43.152,-20.637,3.6901,3.2162,0,0.33,0.38672,-0.14654
16.274,63.511,31.722,-1.2609,1.1836,0.0003414,0.0058338,0.00018964,-43.077,-18.249,4.9942,3.4975,0,0.33,0.38669,-0.14822
38.456,-31.89,31.717,-1.2626,1.1688,0.00035184,0.0057864,0.00017081,-43.274,-7.7693,4.3927,5.4045,0,0.33,0.3836,-0.14837
57.806,-46.709,31.717,-1.2806,1.1749,0.00035822,0.0057998,0.00014692,-43.343,-10.602,3.203,5.2784,0,0.33,0.3836,-0.14681
32.202,-7.5351,31.714,-1.2976,1.255,0.00032598,0.0059753,0.00012519,-42.882,-18.492,1.4582,-2.2784,0,0.33,0.39279,-0.14336
23.416,1.3967,31.711,-1.2742,1.256,0.00032062,0.0059815,0.00015004,-42.811,-16.199,2.4093,-1.6435,0,0.33,0.39277,-0.14498
26.934,112.92,31.726,-1.3142,1.2301,0.00034092,0.0058981,0.00012415,-43.081,-26.167,1.3806,0.17489,0,0.33,0.38976,-0.14335
16.178,107.31,31.721,-1.2896,1.229,0.00033627,0.0059036,0.00015186,-43.01,-24.414,2.2072,0.65756,0,0.33,0.38975,-0.14496
94.085,-129.04,31.63,-1.1985,1.1626,0.0002798,0.006781,0.00012082,-42.127,14.738,2.7206,-8.7487,0,0.33,0.4021,-0.14766
81.734,-109.22,31.624,-1.1927,1.1531,0.00027449,0.0068925,0.00012868,-41.994,14.918,2.5678,-8.2294,0,0.33,0.40208,-0.14932
86.822,-122.98,31.664,-1.2147,1.2123,0.00028469,0.0064002,0.00012547,-42.299,11.759,3.1032,-8.2647,0,0.33,0.39897,-0.14791
73.992,-102.31,31.665,-1.2109,1.2142,0.00028017,0.0063948,0.00013098,-42.219,12.159,2.8219,-8.1683,0,0.33,0.39891,-0.14965
203.62,-305.92,31.661,-1.261,1.2032,0.000305,0.0064437,0.0001019,-42.514,2.6199,1.7398,-8.9922,0,0.33,0.39907,-0.14294
229.86,-325.64,31.62,-1.2391,1.1391,0.00029959,0.006984,0.00010775,-42.281,5.324,1.5234,-8.7197,0,0.33,0.40212,-0.14289
173.59,-260.6,31.661,-1.2394,1.2063,0.00029818,0.0064354,0.00010833,-42.443,4.8496,2.4884,-8.5867,0,0.33,0.39906,-0.14453
203.24,-284.29,31.627,-1.2228,1.1551,0.00029344,0.006826,0.00010887,-42.261,7.5796,2.1543,-8.9267,0,0.33,0.40212,-0.14445
15.175,28.879,31.713,-1.2083,1.2424,0.00029531,0.0059537,0.00020621,-42.379,-15.563,3.2415,-1.2607,0,0.33,0.39273,-0.1545
11.203,50.566,31.712,-1.1942,1.2395,0.00028984,0.0059377,0.00019697,-42.307,-18.197,3.0279,-1.4268,0,0.33,0.39273,-0.15604
11.3,88.618,31.722,-1.2148,1.2026,0.00031455,0.0058648,0.00017431,-42.584,-22.083,3.9075,0.67906,0,0.33,0.38969,-0.15452
10.483,123.31,31.722,-1.2003,1.1977,0.00030849,0.0058506,0.00017919,-42.515,-24.762,3.6696,0.38368,0,0.33,0.38968,-0.15608
93.351,-132.66,31.666,-1.2049,1.2141,0.0002766,0.0064027,0.00013155,-42.135,9.552,2.6317,-8.0614,0,0.33,0.39886,-0.1513
106.2,-140.75,31.633,-1.1934,1.166,0.00027152,0.00679,0.00012647,-41.963,12.728,2.573,-8.5118,0,0.33,0.40205,-0.15096
144.86,-200.56,31.636,-1.169,1.168,0.00026598,0.0068186,0.00012153,-41.801,9.4902,2.7608,-8.1905,0,0.33,0.40196,-0.15427
153.17,-216.64,31.63,-1.1516,1.1576,0.00026255,0.0068971,0.00012337,-41.666,7.8673,2.4363,-7.6948,0,0.33,0.4019,-0.15593
113.22,-168.57,31.668,-1.1823,1.2153,0.0002696,0.0064113,0.00012919,-41.976,6.2001,2.6254,-7.7274,0,0.33,0.39882,-0.15445
119.57,-181.9,31.668,-1.169,1.2163,0.00026601,0.0063679,0.00012712,-41.897,4.2429,2.5109,-7.5296,0,0.33,0.39881,-0.15602
19.272,60.943,31.6,-0.69453,1.1304,0.00025514,0.0058497,0.00012619,-40.49,-25.008,0.86369,-1.0644,0,0.33,0.39253,-0.1935
55.57,-29.346,31.596,-0.68341,1.1349,0.00026116,0.0058965,0.00014565,-40.411,-20.505,0.011742,-0.8637,0,0.33,0.39253,-0.19504
30.359,98.491,31.613,-0.72091,1.052,0.000274,0.0058765,8.5246e-05,-40.719,-33.421,1.2116,-0.86597,0,0.33,0.38949,-0.1935
75.025,-16.672,31.609,-0.71426,1.0511,0.00028332,0.0059082,7.9274e-05,-40.643,-32.499,0.54547,-0.89031,0,0.33,0.38949,-0.19504
53.217,-87.554,31.548,-0.65268,1.1224,0.00021989,0.0064014,0.00018039,-39.707,0.073018,-5.9783,-1.7199,0,0.33,0.39859,-0.19968
45.803,-66.548,31.559,-0.65852,1.1287,0.0002195,0.0062027,0.00020723,-39.788,1.5292,-3.5315,-2.2169,0,0.33,0.39859,-0.19814
40.922,-85.116,31.527,-0.65081,1.0989,0.00021281,0.00676,0.00018008,-39.421,5.421,-4.2124,-2.5653,0,0.33,0.40163,-0.19968
41.041,-68.146,31.542,-0.6561,1.1121,0.00021358,0.0064504,0.00019653,-39.575,5.8619,-2.5189,-3.2509,0,0.33,0.40163,-0.19814
66.248,-107.59,31.551,-0.66859,1.1202,0.00021588,0.0062775,0.00016695,-39.737,3.1609,-0.0064706,-4.1873,0,0.33,0.40163,-0.19505
52.391,-76,31.571,-0.67187,1.1414,0.00022041,0.0060279,0.00019427,-39.948,-2.1428,-0.21471,-3.0282,0,0.33,0.39859,-0.19505
89.882,-139.74,31.547,-0.67993,1.1171,0.00021769,0.0063295,0.00015076,-39.759,2.3147,0.51533,-4.3288,0,0.33,0.40163,-0.1935
56.517,-82.337,31.574,-0.68462,1.1479,0.0002216,0.0059833,0.00017101,-40.029,-4.8169,0.53716,-3.3541,0,0.33,0.3986,-0.1935
274.08,-303.39,31.796,-1.1393,2.0782,0.00048396,0.0059848,9.083e-05,-46.015,-9.6951,1.5833,-13.487,0,0.33,0.34084,-0.15323
276.49,-309.71,31.797,-1.1607,2.103,0.00050131,0.0059961,9.287e-05,-46.068,-7.4424,1.6266,-12.611,0,0.33,0.34084,-0.15168
250.38,-350.54,31.758,-1.1648,2.0533,0.00044466,0.0060101,9.2054e-05,-45.769,-1.8005,-0.24929,-5.2311,0,0.33,0.34392,-0.15329
243.54,-346.1,31.761,-1.1861,2.0747,0.00045926,0.0060219,9.3193e-05,-45.822,0.53183,-0.20537,-4.5532,0,0.33,0.34392,-0.15174
242.96,-371.9,31.758,-1.2252,2.0365,0.00045892,0.0060446,8.6155e-05,-45.641,10.398,-1.1636,2.7416,0,0.33,0.34698,-0.15022
255.43,-387.49,31.753,-1.206,2.0184,0.00044338,0.0060347,8.6519e-05,-45.59,8.2896,-1.3346,2.2236,0,0.33,0.34698,-0.15176
236.69,-341.04,31.765,-1.2055,2.0959,0.00047623,0.006034,9.3925e-05,-45.873,2.7974,0.093462,-3.8064,0,0.33,0.34393,-0.15019
268.4,-404.68,31.748,-1.1849,2.0001,0.00043001,0.0060246,8.6364e-05,-45.537,6.0601,-1.3156,1.7516,0,0.33,0.34697,-0.15331
42.112,183.2,31.7,-0.97286,1.1364,0.0002751,0.005767,0.00012136,-41.789,-30.929,0.64655,-0.8292,0,0.33,0.38968,-0.1715
53.877,148.73,31.695,-0.95528,1.1283,0.00027579,0.0057628,0.00012084,-41.715,-29.494,-0.34634,-1.1469,0,0.33,0.38968,-0.17304
32.419,120.24,31.708,-0.97128,1.0799,0.00028316,0.0057135,0.0001289,-41.999,-25.204,1.2774,1.5166,0,0.33,0.38665,-0.1715
37.962,93.767,31.704,-0.95312,1.0715,0.00028264,0.0057072,0.00013589,-41.926,-23.483,0.36398,1.3032,0,0.33,0.38665,-0.17304
44.621,-41.436,31.699,-0.93457,1.0442,0.00028489,0.0056785,0.00015917,-42.059,-8.5872,-0.74459,4.121,0,0.33,0.38361,-0.1746
46.862,-38.412,31.704,-0.95007,1.0524,0.00028698,0.005685,0.00015012,-42.132,-10.197,0.3185,4.2101,0,0.33,0.38361,-0.17307
44.836,71.714,31.699,-0.9374,1.0628,0.00028244,0.0057013,0.00014214,-41.853,-22.072,-0.70224,1.0394,0,0.33,0.38664,-0.17459
52.285,-36.835,31.707,-0.96823,1.0604,0.00028941,0.0056924,0.00013876,-42.206,-12.109,1.134,4.2785,0,0.33,0.3836,-0.17154
210.01,-185.21,31.789,-0.84423,1.7968,0.0003767,0.0059344,0.0001013,-45.327,-14.902,0.24152,-20.406,0,0.33,0.34086,-0.17181
193.29,-208.5,31.724,-0.86812,1.8032,0.0003464,0.0059607,0.00010788,-45.081,-8.6932,-0.89212,-12.488,0,0.33,0.34392,-0.17185
212.6,-181.36,31.785,-0.8274,1.7747,0.00037095,0.0059239,0.00010162,-45.265,-15.101,-0.038482,-20.617,0,0.33,0.34086,-0.17336
190.35,-200.58,31.719,-0.85126,1.783,0.00034072,0.0059502,0.00010872,-45.02,-9.1556,-1.0342,-12.926,0,0.33,0.34392,-0.17339
160.18,-233.24,31.683,-0.85474,1.745,0.00031974,0.0059576,0.00011121,-44.721,-2.0247,-1.9077,-3.7591,0,0.33,0.34696,-0.17494
185.25,-192.48,31.714,-0.83409,1.7629,0.00033535,0.0059401,0.00010818,-44.96,-10.325,-0.83928,-13.371,0,0.33,0.34392,-0.17494
159.77,-237.48,31.689,-0.87185,1.7629,0.00032526,0.0059668,0.00011085,-44.782,-0.82669,-2.0934,-3.3684,0,0.33,0.34696,-0.1734
165.17,-247.92,31.695,-0.8887,1.7808,0.00033137,0.0059781,0.00010915,-44.844,-0.31336,-1.9424,-3.0406,0,0.33,0.34696,-0.17185
68.341,128.64,31.671,-0.91155,1.1026,0.00027513,0.0057479,0.00011991,-41.49,-29.018,-1.9717,-1.8476,0,0.33,0.38967,-0.17768
51.624,62.283,31.683,-0.90956,1.0453,0.00028044,0.0056901,0.00014354,-41.706,-21.558,-1.9424,0.60257,0,0.33,0.38664,-0.17768
69.18,115.79,31.68,-0.92588,1.1112,0.00027655,0.0057545,0.00012038,-41.566,-28.304,-1.8838,-1.7212,0,0.33,0.38968,-0.17613
49.961,59.952,31.692,-0.92342,1.0541,0.00028191,0.0056957,0.00014505,-41.78,-21.338,-1.5457,0.78208,0,0.33,0.38664,-0.17613
45.768,-45.53,31.692,-0.92081,1.036,0.00028295,0.0056731,0.00016215,-41.987,-7.7053,-1.6913,4.0349,0,0.33,0.38361,-0.17614
48.649,-49.214,31.684,-0.90707,1.0277,0.00028086,0.0056691,0.00015903,-41.914,-7.6986,-2.1902,3.9114,0,0.33,0.3836,-0.17769
160.47,-48.894,31.665,-0.53318,1.5314,0.00028418,0.0065603,0.00012764,-43.942,-7.1786,-12.242,-13.269,0,0.33,0.34385,-0.1996
156.01,-83.398,31.685,-0.53781,1.5377,0.00029166,0.0063264,0.00012679,-44.004,-5.4322,-9.5803,-14.173,0,0.33,0.34386,-0.19806
68.084,-155.83,31.633,-0.52868,1.4851,0.00027117,0.0065875,0.00011767,-43.707,8.2238,-9.1141,-6.0618,0,0.33,0.34689,-0.19961
84.14,-162.06,31.649,-0.53693,1.4955,0.00027591,0.006344,0.00011918,-43.767,7.6419,-6.549,-6.8813,0,0.33,0.34689,-0.19806
156.46,-104.4,31.701,-0.54228,1.5442,0.00029705,0.0061853,0.00012616,-44.069,-5.5796,-6.1714,-15.187,0,0.33,0.34386,-0.19651
123.92,-175.63,31.659,-0.54501,1.5081,0.00027955,0.006201,0.00012315,-43.831,5.4436,-3.5717,-7.7204,0,0.33,0.34689,-0.19652
150.59,-142.85,31.776,-0.77228,1.7091,0.0003537,0.0058931,0.00010014,-45.079,-18.377,1.4935,-21.036,0,0.33,0.34087,-0.17801
183.53,-159.43,31.778,-0.79197,1.7307,0.00035935,0.0059044,0.00010046,-45.142,-17.116,0.60959,-20.898,0,0.33,0.34087,-0.17646
160.57,-171.21,31.707,-0.79567,1.723,0.00032589,0.0059184,0.00010546,-44.836,-13.655,0.52605,-14.338,0,0.33,0.34392,-0.17803
175.37,-182.64,31.71,-0.81571,1.7429,0.00033038,0.0059311,0.00010703,-44.898,-11.915,-0.25678,-13.829,0,0.33,0.34392,-0.17648
164.04,-232.15,31.677,-0.83649,1.7273,0.00031487,0.0059497,0.00011049,-44.659,-3.6683,-1.3921,-4.2194,0,0.33,0.34696,-0.17649
169.34,-233.06,31.672,-0.81651,1.7095,0.00031074,0.0059382,0.00010856,-44.596,-5.5616,-0.76102,-4.7218,0,0.33,0.34696,-0.17803
102.11,-90.721,31.793,-1.6748,1.1968,0.00042798,0.0060892,0.00012325,-44.158,-14.51,4.5167,2.9688,0,0.33,0.38983,-0.12145
86.812,-76.942,31.792,-1.6539,1.2044,0.00041876,0.0060843,0.00013419,-44.075,-13.291,3.9358,2.8632,0,0.33,0.38983,-0.12298
123,-89.637,31.786,-1.7053,1.1943,0.00044768,0.0060296,0.00012189,-44.35,-13.725,5.0242,6.3794,0,0.33,0.38679,-0.12144
101.67,-69.815,31.785,-1.6825,1.1999,0.00043789,0.0060207,0.00013064,-44.269,-13.297,4.7005,6.2823,0,0.33,0.38679,-0.12298
149.05,-159.64,31.768,-1.6807,1.2138,0.00044999,0.0059582,0.00011949,-44.37,-6.9939,4.0056,7.972,0,0.33,0.38372,-0.12455
166.83,-178.33,31.77,-1.7052,1.212,0.00046035,0.0059674,0.00011442,-44.451,-6.8277,4.614,8.0986,0,0.33,0.38372,-0.123
83.553,-54.397,31.783,-1.6605,1.2041,0.00042911,0.0060134,0.000138,-44.184,-13.607,3.7553,6.0178,0,0.33,0.38679,-0.12453
192.59,-206.34,31.77,-1.7304,1.209,0.00047145,0.0059797,0.00010861,-44.529,-6.9723,4.786,8.0459,0,0.33,0.38372,-0.12145
