"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
4728.7,-5925.4,31.817,-3.1865,3.3178,0.91232,0.0063213,7.669e-06,-49.386,6.8746,27.294,3.091,0,0.33,0.33806,-0.090248
5431,-6935.8,31.688,-3.3836,3.6375,1.3899,0.0063545,5.4517e-06,-50.057,10.121,53.161,9.7872,0,0.33,0.33499,-0.08734
5257.5,-6557.3,31.743,-3.2657,3.5979,1.2832,0.0063463,5.8773e-06,-49.766,7.9192,41.026,6.7918,0,0.33,0.33499,-0.088892
4949.6,-6196.5,31.78,-3.1536,3.5563,1.1693,0.0063538,6.4077e-06,-49.499,5.8698,30.802,4.4294,0,0.33,0.335,-0.090404
5804.8,-7737.6,31.597,-2.6908,4.725,2.2023,0.0064223,3.8461e-06,-50.215,7.8605,33.328,-1.7764,0,0.33,0.31967,-0.090274
6760.2,-8520.2,31.481,-3.0302,4.6823,2.2213,0.0064322,3.7383e-06,-50.454,10.8,65.007,-2.2128,0,0.33,0.32273,-0.087255
6281.8,-8061.1,31.563,-2.923,4.5904,2.1733,0.0064189,3.8468e-06,-50.197,8.6217,48.6,-1.6673,0,0.33,0.32273,-0.088778
5799.5,-7574.8,31.623,-2.8184,4.4985,2.0805,0.0064204,4.0374e-06,-49.98,7.3374,35.006,-0.80575,0,0.33,0.32273,-0.090324
14165,-9646.1,29.979,-3.8577,5.3038,2.179,0.0065287,3.2923e-06,-53.346,32.745,237.31,-13.848,0,0.33,0.32279,-0.076209
14524,-10099,30.294,-3.5535,5.5489,2.2201,0.006525,3.3731e-06,-52.865,28.744,197.76,-26.821,0,0.33,0.3197,-0.07773
12441,-9873,30.305,-3.7349,5.2279,2.1791,0.0065176,3.39e-06,-52.839,28.7,204.72,-10.823,0,0.33,0.32277,-0.077742
4617.1,-6677.9,31.685,-3.6625,3.1426,1.1025,0.0063447,6.3636e-06,-50.565,11.848,68.583,14.558,0,0.33,0.34111,-0.084022
4324.5,-7077.9,31.604,-3.664,3.4274,1.3368,0.0063619,5.462e-06,-50.675,13.902,78.404,16.84,0,0.33,0.33806,-0.084041
5270.8,-7299.2,31.614,-3.5077,3.6778,1.4868,0.0063715,5.1021e-06,-50.389,12.254,68.033,13.359,0,0.33,0.33499,-0.085744
4485,-7558.6,31.514,-3.6362,3.7169,1.5741,0.0063968,4.8083e-06,-50.772,14.691,86.755,17.222,0,0.33,0.33499,-0.08412
8380.1,-9339,31.223,-3.0902,5.131,2.3674,0.0064785,3.4848e-06,-51.243,14.757,99.933,-12.649,0,0.33,0.3197,-0.084269
7217.1,-8908.2,31.374,-3.1384,4.7752,2.2373,0.0064492,3.6723e-06,-50.752,14.13,83.705,-2.5276,0,0.33,0.32274,-0.08576
7749.6,-9165.3,31.237,-3.2476,4.8678,2.2328,0.006473,3.6338e-06,-51.097,17.308,104.45,-2.9654,0,0.33,0.32275,-0.084251
1097.5,-1417.6,31.787,-1.0388,3.3914,0.010761,0.0062584,4.7397e-05,-49.41,2.8651,7.0786,-6.2575,0,0.33,0.31049,-0.12653
1113,-1404.8,31.764,-1.0869,3.2701,0.0076846,0.0062197,4.7824e-05,-49.066,7.4037,6.7394,-7.354,0,0.33,0.31354,-0.12787
1014.9,-1310.5,31.796,-1.0101,3.3388,0.0089772,0.0062488,4.9449e-05,-49.368,3.3143,7.286,-6.2549,0,0.33,0.31049,-0.12805
1357.8,-1669.4,31.785,-1.332,3.0154,0.0058403,0.0061564,4.4023e-05,-48.22,8.123,1.5472,12.315,0,0.33,0.32265,-0.12648
15459,-9820.1,20.924,-2.1986,8.14,2.5274,0.00741,2.8231e-06,-51.591,115.21,329.83,-437.91,0,0.33,0.29541,-0.034031
31.734,7042.9,20.113,-2.0812,8.1361,2.3943,0.0073114,2.7802e-06,-54.499,149.28,343.56,-468.5,0,0.33,0.29847,-0.035577
3887.7,4001.9,19.571,-1.9381,7.9742,2.3712,0.0073321,2.7979e-06,-53.383,155.59,340.51,-464.68,0,0.33,0.29847,-0.03403
-21716,40627,12.503,0.10441,5.695,1.592,0.0071292,3.4409e-06,-60.053,350.73,370.17,-324.77,0,0.33,0.3107,-0.026296
-15499,88438,11.555,-0.16488,5.1816,1.5207,0.0070389,3.3654e-06,-70.365,478.38,388.72,-296.46,0,0.33,0.31685,-0.027843
-18453,63488,12.234,-0.18097,5.6248,1.5405,0.0070719,3.4475e-06,-65.711,401.79,386.79,-302.2,0,0.33,0.31377,-0.027843
-21961,46938,12.97,-0.27504,5.9433,1.6,0.0071241,3.3882e-06,-61.332,351.65,376.61,-333.28,0,0.33,0.3107,-0.027843
-16790,60865,15.455,-1.9539,6.8467,1.6454,0.0070682,3.1896e-06,-65.279,318.86,429.69,-354.09,0,0.33,0.3107,-0.035577
-9933.8,1.0156e+05,13.351,-1.9182,5.6816,1.6192,0.0070165,3.0395e-06,-72.36,459.8,456.19,-330.55,0,0.33,0.31686,-0.03403
-14335,79112,14.131,-1.7481,6.2789,1.6001,0.0070415,3.1658e-06,-68.482,386,441.62,-333.8,0,0.33,0.31379,-0.03403
-18481,59176,14.923,-1.6606,6.702,1.6352,0.0070862,3.2323e-06,-64.779,324.26,419.04,-350.15,0,0.33,0.3107,-0.03403
45072,71619,18.057,-4.8682,4.8034,2.0847,0.0067585,2.463e-06,-72.029,326.81,663.81,-180.56,0,0.33,0.32293,-0.047957
33711,73429,17.67,-4.3984,5.519,1.9365,0.0068072,2.6452e-06,-71.143,345.68,610.79,-239.31,0,0.33,0.3199,-0.046406
41874,80185,17.229,-4.7503,4.718,2.0631,0.006771,2.4699e-06,-73.283,355.31,662.01,-202.33,0,0.33,0.32293,-0.046406
-1.8563e+05,1.4412e+05,12.879,-5.9215,-1.1302,2.4771,0.0066559,1.883e-06,-89.562,451.03,906.19,155.73,0,0.33,0.34124,-0.040218
-1.2601e+05,1.4382e+05,12.594,-5.6501,-0.29428,2.3698,0.0066724,2.0105e-06,-88.842,486.48,828.21,50.701,0,0.33,0.33821,-0.040218
24385,1.4948e+05,10.983,-4.6048,0.41138,2.1433,0.0067267,2.3673e-06,-90.875,592.96,609.4,-91.537,0,0.33,0.33517,-0.037124
32352,1.4613e+05,11.714,-5.0013,0.49399,2.213,0.006708,2.2398e-06,-89.26,553.42,689.53,-69.544,0,0.33,0.33517,-0.038671
-12873,1.3965e+05,12.56,-5.344,0.61104,2.275,0.006703,2.1394e-06,-87.521,505.34,762.09,-45.911,0,0.33,0.33517,-0.040218
12441,1.031e+05,14.837,-3.5665,5.2298,1.8237,0.006895,2.7624e-06,-74.838,450.96,546.84,-299.21,0,0.33,0.3199,-0.040218
6893.9,1.2402e+05,12.976,-3.2416,4.2604,1.8337,0.0068895,2.725e-06,-79.425,526.53,522.05,-290.83,0,0.33,0.32293,-0.037124
12588,1.1856e+05,13.565,-3.5975,4.3223,1.8828,0.0068703,2.6734e-06,-78.707,503.03,550.4,-282.55,0,0.33,0.32293,-0.038671
19013,1.122e+05,14.204,-3.9126,4.3883,1.929,0.0068591,2.6259e-06,-77.819,475.29,581.3,-270.83,0,0.33,0.32293,-0.040218
-7798,1.1346e+05,10.01,0.25009,3.9066,1.5151,0.0069065,3.5085e-06,-79.5,594.04,355.92,-241.79,0,0.33,0.32293,-0.026296
-12072,1.0848e+05,10.909,-0.22586,4.6093,1.5264,0.0069811,3.3016e-06,-75.235,545.66,381.94,-281.77,0,0.33,0.3199,-0.027843
-8325.1,1.2076e+05,10.351,-0.35641,3.9855,1.5464,0.0069038,3.3393e-06,-80.149,597.58,367.06,-255.5,0,0.33,0.32293,-0.027843
-31095,1.3544e+05,9.4949,-4.17,-1.5058,2.3351,0.0067009,2.4227e-06,-97.162,631.2,444.16,-20.961,0,0.33,0.34124,-0.03403
8239.2,1.4005e+05,9.6375,-3.9355,-0.56998,2.1443,0.0067195,2.6045e-06,-95.761,638.72,436.57,-66.69,0,0.33,0.33821,-0.03403
14647,1.4837e+05,10.371,-4.1596,0.37824,2.0737,0.0067401,2.5288e-06,-92.365,621.65,525.01,-109.74,0,0.33,0.33517,-0.035577
7358.4,1.4177e+05,9.8813,-3.6812,0.39533,1.9995,0.0067476,2.7777e-06,-93.711,636.87,440.82,-120.77,0,0.33,0.33517,-0.03403
-5634.8,1.1663e+05,12.608,-2.1465,4.9532,1.6691,0.0069758,2.941e-06,-76.367,514.41,460.34,-313.62,0,0.33,0.3199,-0.03403
2057.4,1.2728e+05,12.431,-2.8479,4.2069,1.7835,0.0069037,2.7871e-06,-79.983,544.56,492.45,-293.29,0,0.33,0.32293,-0.035577
-1786.1,1.2702e+05,11.934,-2.4212,4.1633,1.731,0.0069245,2.8727e-06,-80.385,555.74,459.65,-290.02,0,0.33,0.32293,-0.03403
9239,-10853,31.067,1.3974,5.2822,0.28427,0.0069299,1.391e-05,-59.739,8.5088,17.292,12.517,0,0.33,0.26158,-0.10142
7423.1,-8716,31.16,1.0849,5.2241,0.23171,0.0068807,1.5819e-05,-58.765,5.6856,14.872,11.696,0,0.33,0.26469,-0.1029
8112.5,-9521.3,31.105,1.3293,5.1264,0.24986,0.0069332,1.5154e-05,-59.241,8.1133,16.505,12.043,0,0.33,0.26159,-0.103
6418.6,-6825.7,30.98,1.8625,3.8473,0.22551,0.0069111,1.7825e-05,-58.323,7.3586,16.063,8.2753,0,0.33,0.24631,-0.10907
4310.2,-4822.3,31.103,1.5366,3.8788,0.1498,0.006807,2.2177e-05,-57.659,4.9611,13.142,8.1716,0,0.33,0.24936,-0.11249
5150.4,-5724.6,31.07,1.6323,3.953,0.17559,0.0068313,2.0024e-05,-58.021,5.6429,13.873,8.0522,0,0.33,0.24936,-0.11092
6040.9,-6691.1,31.035,1.7334,4.0329,0.20571,0.0068798,1.8255e-05,-58.406,4.407,14.91,8.4504,0,0.33,0.24936,-0.10935
4399,-5236.6,31.276,0.90584,4.7107,0.13711,0.0068243,2.1719e-05,-57.273,-2.2723,11.698,8.4942,0,0.33,0.26472,-0.10915
3872.7,-4526.5,31.287,0.9878,4.4123,0.11019,0.0068043,2.4182e-05,-57.033,-0.91392,12.079,8.728,0,0.33,0.26163,-0.11222
4333.5,-5076.4,31.26,1.0384,4.5126,0.12725,0.0068295,2.2472e-05,-57.311,-0.20071,12.724,8.8376,0,0.33,0.26163,-0.11067
4848.7,-5638.3,31.232,1.0897,4.6191,0.14658,0.0068779,2.1065e-05,-57.63,-0.028522,12.637,9.4779,0,0.33,0.26162,-0.10913
1948.4,-2604.1,31.522,-0.43049,4.2343,0.065313,0.006433,3.0815e-05,-52.686,-3.3727,5.8706,2.2517,0,0.33,0.28917,-0.1154
2344.7,-3075.5,31.512,-0.30124,4.3301,0.082032,0.0064573,2.7686e-05,-53.22,1.3797,6.6314,3.4397,0,0.33,0.28608,-0.11405
2171.6,-2859.1,31.523,-0.29192,4.2401,0.07101,0.0064465,2.9289e-05,-53.089,1.4086,6.4509,2.9746,0,0.33,0.28609,-0.11555
1389.3,-1874.5,31.535,0.22321,3.8843,0.031245,0.0064409,3.7291e-05,-53.974,23.944,7.9031,4.2613,0,0.33,0.2739,-0.12491
1527.5,-2054.2,31.52,0.23965,3.9629,0.036378,0.0064513,3.5519e-05,-54.129,23.395,8.2461,3.9601,0,0.33,0.2739,-0.12334
1795.6,-2232.3,31.476,0.50325,4.043,0.042226,0.0065698,3.6368e-05,-54.951,1.14,8.3916,3.657,0,0.33,0.26776,-0.12169
1656.7,-2150.8,31.49,0.38271,4.0739,0.04267,0.006514,3.5782e-05,-54.67,11.726,8.0326,3.3511,0,0.33,0.27082,-0.12163
1673.1,-2219.2,31.505,0.25586,4.0446,0.042469,0.0064764,3.417e-05,-54.294,21.864,8.3594,3.8864,0,0.33,0.27389,-0.12175
2684.9,-3402.6,31.421,0.32858,4.4985,0.091363,0.0065759,2.6234e-05,-55.167,17.73,8.8714,4.1477,0,0.33,0.27389,-0.11377
2596.9,-3234.1,31.4,0.60814,4.3767,0.075695,0.0066484,2.8727e-05,-55.721,1.0151,9.8993,5.455,0,0.33,0.26777,-0.11542
2425,-3074.9,31.42,0.46368,4.4148,0.077516,0.0065937,2.8561e-05,-55.337,10.448,9.3446,4.3249,0,0.33,0.27082,-0.11538
2429.5,-3101.2,31.438,0.31444,4.4013,0.079133,0.0065691,2.7896e-05,-54.992,18.501,8.708,4.0827,0,0.33,0.27387,-0.11534
3145.4,-3509.7,31.126,1.4481,3.5941,0.11296,0.006779,2.672e-05,-56.913,2.0524,13.769,7.1841,0,0.33,0.24624,-0.11591
3606.7,-4053.2,31.135,1.4508,3.8084,0.12698,0.0067868,2.456e-05,-57.31,2.687,12.858,8.5998,0,0.33,0.24935,-0.1141
3148.7,-3521.5,31.166,1.3746,3.7431,0.10752,0.0067707,2.6885e-05,-56.998,1.7789,12.693,8.8136,0,0.33,0.24935,-0.11567
1643.8,-2041.4,31.476,0.65488,3.7433,0.032267,0.0066238,3.955e-05,-55.137,-4.1062,8.4135,5.507,0,0.33,0.26156,-0.12526
1804.3,-2234.3,31.457,0.6899,3.81,0.037043,0.0066359,3.7461e-05,-55.301,-3.1278,9.5369,6.2643,0,0.33,0.26156,-0.12371
1911.8,-2346,31.46,0.61749,3.9664,0.041645,0.0066218,3.6045e-05,-55.188,-3.0405,9.4064,5.1612,0,0.33,0.26464,-0.12202
1965.6,-2419,31.437,0.72633,3.8804,0.04266,0.0066643,3.5686e-05,-55.48,-3.0868,10.486,7.2138,0,0.33,0.26157,-0.12216
3454.1,-4035,31.313,0.94018,4.3174,0.094778,0.0067864,2.603e-05,-56.774,-1.905,11.15,8.9834,0,0.33,0.26163,-0.11379
2841.9,-3476,31.373,0.75143,4.3062,0.076231,0.0067134,2.8284e-05,-56.137,-1.5144,10.681,7.6755,0,0.33,0.26471,-0.11544
3097,-3673.9,31.338,0.89349,4.2235,0.080646,0.0067734,2.7775e-05,-56.503,-1.8691,10.998,9.2822,0,0.33,0.26162,-0.11544
364.18,-477.97,31.475,0.7914,2.88,0.010787,0.0064879,8.2366e-05,-54.824,-1.733,3.4319,1.8306,0,0.33,0.24013,-0.14074
408.59,-549.67,31.484,0.75583,2.9312,0.010544,0.0064712,7.6737e-05,-54.759,-2.4265,3.7629,1.4137,0,0.33,0.24317,-0.14074
623.95,-778.06,31.431,0.86152,3.0496,0.017975,0.0065636,6.3987e-05,-55.077,-1.8748,6.4457,1.6785,0,0.33,0.24317,-0.13456
563.4,-685.67,31.419,0.89588,2.9827,0.018448,0.0065854,6.8018e-05,-55.087,-0.73704,6.6177,1.4431,0,0.33,0.24013,-0.13456
1268.7,-1714.2,31.549,0.20806,3.8095,0.026847,0.0064354,3.9094e-05,-53.827,24.246,7.3504,4.8097,0,0.33,0.2739,-0.12648
1258.5,-1633.6,31.531,0.40628,3.7646,0.024502,0.0064922,4.3733e-05,-54.368,3.4553,4.3983,3.4825,0,0.33,0.26777,-0.12795
1167.2,-1570,31.545,0.30246,3.7793,0.023995,0.0064533,4.2536e-05,-54.055,15.847,5.2632,4.5798,0,0.33,0.27086,-0.12799
1157.5,-1578.9,31.562,0.19339,3.7374,0.023071,0.0064371,4.0787e-05,-53.689,24.787,6.64,5.4718,0,0.33,0.27391,-0.12804
441.13,-597.58,31.495,0.71447,2.9806,0.010275,0.0064264,7.3498e-05,-54.676,-0.47441,3.583,2.2036,0,0.33,0.24623,-0.14074
533.33,-705.66,31.499,0.68839,3.0596,0.011381,0.0064199,6.7678e-05,-54.648,1.823,2.9183,3.6004,0,0.33,0.24938,-0.13916
590.36,-768.45,31.49,0.71308,3.0976,0.012978,0.0064473,6.4797e-05,-54.745,1.949,3.5124,4.2549,0,0.33,0.24939,-0.13762
1491.3,-1865.5,31.492,0.62299,3.68,0.02812,0.0066174,4.1685e-05,-54.982,-5.2871,7.0849,4.9305,0,0.33,0.26156,-0.12681
1330.9,-1706.9,31.52,0.50143,3.698,0.02426,0.0065593,4.3591e-05,-54.597,-3.9328,4.6553,3.3058,0,0.33,0.26462,-0.12829
1368,-1733.6,31.507,0.59311,3.6189,0.02451,0.0066134,4.3611e-05,-54.833,-5.7633,5.6846,4.3815,0,0.33,0.26156,-0.12835
676.91,-842.94,31.445,0.82053,3.1162,0.017481,0.006511,6.1391e-05,-55.034,-0.3276,6.2233,3.4374,0,0.33,0.24623,-0.13456
659.77,-842.06,31.479,0.74015,3.1364,0.014814,0.0064694,6.1784e-05,-54.846,2.1126,4.4625,4.8363,0,0.33,0.24938,-0.13606
735.18,-918.48,31.465,0.76985,3.1761,0.016963,0.0064896,5.8937e-05,-54.955,1.8574,5.6261,5.4175,0,0.33,0.24938,-0.1345
866.09,-1178,31.544,0.39177,3.4081,0.012829,0.0064659,5.2789e-05,-53.938,-7.1793,-2.252,1.1024,0,0.33,0.26462,-0.13604
866,-1174.2,31.541,0.46981,3.34,0.012922,0.0065046,5.3152e-05,-54.167,-8.3233,-1.5115,1.0118,0,0.33,0.26156,-0.13608
952.63,-1271.2,31.539,0.49049,3.3925,0.014603,0.0065313,5.1258e-05,-54.287,-7.8587,-0.38428,1.6938,0,0.33,0.26156,-0.13454
3.5093e+06,-3.0496e+05,4.9498,-3.0228,-1.76,337.83,1.1684,5.9354e-05,-129.85,305.37,421.63,-9235.4,0,0.33,0,-0.0030937
3.6256e+05,-2.1093e+05,4.8085,-0.82956,-3.2575,64.625,0.38696,1.9283e-05,-138.75,615.02,73.256,-9049.2,0,0.33,0,-0.046404
6.5666e+05,-2.4784e+05,5.4452,-1.2783,-4.3792,229.08,0.89768,4.3809e-05,-144.32,1236.9,73.829,-9088.2,0,0.33,0,-0.021656
4.6437e+05,-2.9512e+05,5.1923,-1.0059,-4.2799,179.3,0.76632,3.7616e-05,-145.7,1187.7,92.144,-9026.2,0,0.33,0,-0.027843
1.8377e+06,-2.5651e+05,5.5763,-2.1674,-3.4398,411.21,1.3316,6.5463e-05,-135.64,917.97,118.29,-9174.1,0,0.33,0,-0.009281
3.8457e+05,-3.5106e+05,4.9019,-0.82006,-3.599,94.849,0.50107,2.4893e-05,-142.6,878.94,68.449,-9006.8,0,0.33,0,-0.040217
1.0312e+06,-2.3353e+05,5.6424,-1.673,-4.1605,500.51,1.5192,7.3151e-05,-140.92,1170.1,77.305,-9162.4,0,0.33,0,-0.015468
4.2907e+05,-3.6625e+05,5.0186,-0.85891,-3.964,107.55,0.54158,2.6877e-05,-145.01,1052.3,80.026,-8978.1,0,0.33,0,-0.03403
11581,-3160.1,27.214,-2.8197,8.6037,2.721,0.0069907,2.9055e-06,-59.522,35.728,277.28,-301.03,0,0.33,0.29844,-0.055891
10162,-1593.9,26.727,-2.8251,8.6702,2.7032,0.0070063,2.859e-06,-59.592,43.907,290.6,-327.14,0,0.33,0.29845,-0.05429
10770,11728,24.074,-3.182,8.3141,2.2162,0.0069592,2.888e-06,-60.527,113.4,392.02,-375.67,0,0.33,0.3046,-0.052691
8939.4,5330.3,25.153,-2.9701,8.5621,2.5029,0.0069928,2.7811e-06,-59.888,78.458,351.87,-381.12,0,0.33,0.3015,-0.05269
3182.6,-4215.1,31.646,-1.412,4.6898,0.39498,0.0065025,1.4287e-05,-51.189,7.4275,7.0752,9.7675,0,0.33,0.30443,-0.10302
3178.1,-4214.2,31.604,-1.2752,4.8127,0.36294,0.0065215,1.4993e-05,-51.684,3.7025,5.701,11.917,0,0.33,0.30139,-0.10293
2956.4,-3880.9,31.581,-1.0404,4.6966,0.19087,0.006514,2.014e-05,-51.95,-8.7026,3.4822,12.393,0,0.33,0.29836,-0.10606
3062.6,-4069.7,31.573,-1.0846,4.7991,0.24737,0.0065266,1.8011e-05,-52.077,-7.7321,3.8386,11.541,0,0.33,0.29835,-0.10445
1.0044e+05,-90750,10.204,2.2724,1.962,2.0867,0.0077146,2.9738e-06,-22.264,295.46,536.35,-194.76,0,0.33,0.29847,-0.0061877
1.0201e+05,-94451,9.2905,2.6575,1.4762,2.2883,0.0073165,2.5264e-06,-21.008,321.35,704.99,-161.05,0,0.33,0.29847,-0.0046411
66223,-50765,6.9734,4.8962,0.77521,2.5765,0.0062284,1.7909e-06,-27.901,336.09,940.7,-141.42,0,0.33,0.30462,-0.0030961
82610,-69410,7.518,4.0507,0.87556,2.6726,0.0063923,1.7791e-06,-23.658,350.15,1001.3,-138.35,0,0.33,0.30157,-0.003096
4159.1,-5824.2,31.478,-1.4221,5.5573,1.0852,0.0065964,7.2542e-06,-53.171,-1.359,8.8932,7.9238,0,0.33,0.29834,-0.093581
3944,-5474,31.496,-1.3694,5.4423,0.94194,0.0065863,8.0841e-06,-52.983,-2.0568,7.8852,8.349,0,0.33,0.29835,-0.095126
3941.1,-5362,31.588,-1.6285,5.0936,0.98007,0.0065224,7.761e-06,-51.695,5.0094,9.1548,8.3753,0,0.33,0.30442,-0.096677
3808.5,-5233,31.548,-1.4758,5.2232,0.8934,0.0065486,8.3705e-06,-52.231,4.6283,8.3143,9.9667,0,0.33,0.30139,-0.096673
-3675.3,7122.5,22.892,-2.6283,8.6673,2.5181,0.0071902,2.7406e-06,-58.267,100.83,352.59,-446.45,0,0.33,0.29847,-0.043311
-1171.8,5525.8,23.464,-2.6884,8.7199,2.545,0.0071567,2.7372e-06,-58.695,89.137,351.54,-435.62,0,0.33,0.29847,-0.044858
-1200.4,25092,21.583,-2.9535,8.2802,2.0747,0.0070329,2.8961e-06,-61.26,162.94,415.37,-419.77,0,0.33,0.30462,-0.046406
-2058.3,14755,22.782,-2.8092,8.564,2.3532,0.0070741,2.7685e-06,-59.948,120.08,380.8,-436.25,0,0.33,0.30156,-0.046407
5064.1,-6419.1,31.354,-0.043156,5.2306,0.21636,0.006656,1.694e-05,-55.557,11.997,6.0466,10.254,0,0.33,0.27998,-0.10292
4691.8,-6032.6,31.399,-0.24972,5.1598,0.21769,0.0066339,1.7163e-05,-54.977,10.735,5.4493,10.59,0,0.33,0.28302,-0.10292
3524.3,-4636.2,31.455,-0.39296,4.8478,0.16475,0.0065769,2.0344e-05,-54.018,-0.30298,4.4356,5.0549,0,0.33,0.28607,-0.10616
3845.3,-5067.5,31.444,-0.41828,4.9666,0.18948,0.0065974,1.894e-05,-54.212,0.67688,4.6261,5.3984,0,0.33,0.28606,-0.10453
7029,-9175.9,30.114,-2.4557,7.7375,2.7066,0.0067946,3.2952e-06,-57.54,0.049434,133.37,-103.72,0,0.33,0.29837,-0.068556
7387.1,-9287.5,30.333,-2.389,7.6009,2.6746,0.0067691,3.362e-06,-57.218,0.27826,113.17,-82.417,0,0.33,0.29835,-0.070132
11982,-9804.9,30.01,-2.7438,7.1938,2.7987,0.0066775,2.9886e-06,-55.65,5.4001,176.15,-114.51,0,0.33,0.30445,-0.071733
9248.4,-9654.7,30.302,-2.5208,7.3347,2.7995,0.0067094,3.1264e-06,-56.213,1.7712,133.84,-93.02,0,0.33,0.30139,-0.071728
-17060,47339,20.574,-5.5634,3.6288,2.3137,0.006662,2.2497e-06,-70.57,210.54,714.93,-8.1901,0,0.33,0.32906,-0.052686
-95083,47603,20.798,-5.7653,2.9347,2.3459,0.006632,2.155e-06,-71.514,183.26,756.41,52.461,0,0.33,0.33213,-0.052688
-76518,30517,23.147,-5.7135,2.692,2.3079,0.0065966,2.2349e-06,-68.58,110.39,683.78,143.13,0,0.33,0.33515,-0.055888
-87458,38045,22.216,-5.8185,2.5008,2.3255,0.0065972,2.1579e-06,-70.376,126.89,733.95,136.54,0,0.33,0.33516,-0.054292
-17614,-3783.1,29.035,-4.5163,4.6435,2.2139,0.0065427,3.0094e-06,-55.434,68.073,325.77,43.619,0,0.33,0.32891,-0.071682
-18127,-2639.8,29.274,-4.6069,4.21,2.16,0.0065225,3.0713e-06,-55.555,67.863,316.2,63.859,0,0.33,0.332,-0.071658
-27525,3565.5,28.648,-4.8533,3.698,2.1292,0.0065493,2.9421e-06,-57.534,82.573,376.9,107.45,0,0.33,0.33505,-0.068527
-22364,917.88,29.135,-4.7576,3.7521,2.0942,0.0065274,3.071e-06,-56.535,75.615,337.37,94.103,0,0.33,0.33505,-0.070106
2773.4,-3612.4,31.799,-2.2925,3.5388,0.31174,0.0062986,1.6226e-05,-48.533,3.5308,5.7097,3.0691,0,0.33,0.32884,-0.10269
2532.9,-3277.6,31.816,-2.3542,3.3793,0.2347,0.006297,1.9076e-05,-48.311,1.3199,5.3128,1.9082,0,0.33,0.33191,-0.10276
1864.8,-2444.5,31.827,-2.252,3.1421,0.075947,0.0062745,2.9957e-05,-47.962,1.9115,5.1968,0.91688,0,0.33,0.335,-0.10606
2068.7,-2698.3,31.827,-2.3227,3.1821,0.1106,0.0062795,2.6335e-05,-48.04,1.8929,4.874,0.9189,0,0.33,0.335,-0.10449
1927,-2390,31.652,-0.76586,3.9799,0.038134,0.0063716,3.3978e-05,-51.161,-1.4295,6.3458,17.445,0,0.33,0.29836,-0.11854
1785,-2209.2,31.662,-0.74316,3.9025,0.031461,0.00636,3.5844e-05,-51.093,0.089594,6.3368,17.579,0,0.33,0.29836,-0.12008
1607.3,-2065.2,31.762,-0.94911,3.7133,0.024105,0.0063438,3.8285e-05,-50.327,4.3494,4.908,9.952,0,0.33,0.30441,-0.12155
1700,-2117.5,31.721,-0.83902,3.7818,0.02534,0.0063458,3.7388e-05,-50.69,4.0371,5.5891,15.427,0,0.33,0.30138,-0.12151
905.91,-1278.4,31.836,-1.8061,2.8375,0.0073936,0.0062433,5.0532e-05,-47.486,-3.2484,3.7605,-0.87656,0,0.33,0.33488,-0.11846
856.78,-1200.6,31.835,-1.7535,2.7968,0.0056734,0.0062134,5.2195e-05,-47.43,-4.7754,3.3419,-1.5297,0,0.33,0.33487,-0.12019
1312.2,-1695.7,31.838,-1.5948,2.9322,0.0073542,0.0061762,4.4028e-05,-47.813,5.3801,2.8742,4.9864,0,0.33,0.32875,-0.12193
1053.7,-1411.9,31.842,-1.6523,2.8337,0.00581,0.0061755,4.8437e-05,-47.585,-1.1962,3.5015,0.31607,0,0.33,0.33177,-0.12202
53087,-39596,14.632,0.016122,5.3481,2.0329,0.0075561,3.1353e-06,-36.53,214.08,309.83,-374.57,0,0.33,0.29847,-0.018562
47315,-34534,15.125,-0.19665,5.6929,2.0618,0.0075098,3.1021e-06,-38.504,203.3,310.24,-383.63,0,0.33,0.29847,-0.020109
5721.8,4720.9,13.182,0.58868,5.4981,1.7987,0.0073335,3.1357e-06,-47.098,303.48,332.87,-407.72,0,0.33,0.30462,-0.021656
25399,-12262,14.394,0.1278,5.794,1.9447,0.0073972,3.0668e-06,-43.56,250.87,316.28,-414.29,0,0.33,0.30157,-0.021656
4603,12034,3.9272,8.7918,0.27276,2.1904,0.0056997,2.1503e-06,-71.129,212.13,642.89,-85.94,0,0.33,0.32907,-0.0030961
2943.9,14276,3.7896,9.0309,0.22941,2.2176,0.0056466,2.1194e-06,-76.088,207.19,635.25,-82.512,0,0.33,0.33213,-0.0030961
2981.8,22947,4.8853,8.5547,0.36505,1.8594,0.0065977,3.6473e-06,-82.202,280.99,356.43,-69.596,0,0.33,0.33517,-0.0061872
2086.6,19059,4.386,8.906,0.26996,1.989,0.0062061,2.9988e-06,-81.201,242.76,426.31,-75.813,0,0.33,0.33517,-0.004641
1153.9,1.0627e+05,8.3984,2.2039,2.5871,1.4807,0.0068832,3.7672e-06,-87.395,656.88,312.08,-152.23,0,0.33,0.32907,-0.021655
1406.5,1.2551e+05,8.1471,2.1348,2.0466,1.5029,0.0067812,3.3699e-06,-92.644,729.83,281.29,-137.78,0,0.33,0.33213,-0.021655
3994.1,1.1329e+05,7.5301,3.757,1.4229,1.4881,0.0068809,3.4505e-06,-95.013,710.16,277.43,-96.915,0,0.33,0.33517,-0.018562
