"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
30456,-27569,32.113,-2.0014,-0.86587,0.14362,0.0061559,5.6334e-06,-38.8,143.16,613.27,-250.43,0,0.495,0.17599,-0.099362
52970,-29261,30.822,-1.7162,-1.296,0.23307,0.0061833,2.8701e-06,-38.195,375.21,1132,-485.12,0,0.495,0.17598,-0.097752
15939,-18782,15.825,0.46008,-7.2495,1.0856,0.0070644,5.0319e-06,-48.237,-375.93,35.63,60.953,0,0.495,0.17599,-0.080729
20657,-26039,15.776,1.0503,-7.0505,1.0816,0.0069188,4.9422e-06,-46.445,-341.35,50.019,45.966,0,0.495,0.17599,-0.082276
-2963,14043,15.926,2.1633,-6.7129,0.75207,0.0063346,4.8053e-06,-57.277,-462.76,82.646,6.0685,0,0.495,0.18207,-0.083876
9911.6,-8024,15.861,1.9136,-6.8483,0.89165,0.0064558,4.8198e-06,-50.949,-389.81,74.817,23.962,0,0.495,0.17904,-0.083881
22939,-33279,15.771,1.5995,-6.8196,1.0686,0.0067995,4.9017e-06,-44.704,-290.98,84.848,23.339,0,0.495,0.17598,-0.083823
39307,-60690,15.695,1.2027,-6.5924,1.2813,0.0075421,5.1329e-06,-38.634,-164.81,106.85,-10.467,0,0.495,0.17294,-0.083807
16393,-41830,15.847,2.0836,-6.552,1.0504,0.0066618,4.8115e-06,-43.056,-219.7,149.25,-15.989,0,0.495,0.17598,-0.085367
-14724,27060,16.227,-0.40076,-7.2745,0.7669,0.0064689,4.5943e-06,-65.444,-515.11,76.862,-10.006,0,0.495,0.18208,-0.077724
-47208,41599,16.179,-0.17268,-6.964,0.67437,0.0063332,4.3844e-06,-72.039,-549.23,100.56,-61.711,0,0.495,0.18511,-0.07771
-66007,52833,15.932,1.4156,-6.3146,0.58757,0.0062567,4.3763e-06,-73.926,-566.94,115.86,-82.256,0,0.495,0.18815,-0.080812
-69932,55363,15.97,0.76758,-6.4364,0.59638,0.0062592,4.2491e-06,-76.15,-574.13,121.3,-98.091,0,0.495,0.18815,-0.079271
-72696,58579,15.996,0.11105,-6.5553,0.60562,0.0062794,4.1423e-06,-78.309,-581.97,132.05,-114.05,0,0.495,0.18815,-0.077731
-76660,63364,16.002,-0.55866,-6.668,0.61421,0.0062973,4.0149e-06,-80.344,-592.23,147.71,-129.63,0,0.495,0.18815,-0.076189
-1.0364e+05,95062,15.186,0.74688,-5.4309,0.51272,0.0062045,3.7373e-06,-89.518,-637.32,213.47,-204.87,0,0.495,0.19428,-0.077603
-86469,74898,15.656,0.41024,-6.0457,0.54945,0.0062379,3.9504e-06,-84.222,-608.85,168.01,-163.21,0,0.495,0.1912,-0.077713
4676.4,10767,16.144,-0.59593,-7.4878,0.89496,0.0067784,4.9044e-06,-58.685,-473.25,54.616,38.373,0,0.495,0.17904,-0.077709
12365,-12835,15.895,-0.15325,-7.4248,1.0797,0.0072522,5.2102e-06,-50.069,-399.35,34.011,69.692,0,0.495,0.17599,-0.079183
10320,-7273.6,15.963,-0.78198,-7.5836,1.0624,0.0074055,5.3773e-06,-51.979,-416.89,39.591,75.216,0,0.495,0.17599,-0.077637
8453.9,-2457.5,16.026,-1.4217,-7.7283,1.0382,0.0075126,5.5335e-06,-53.875,-429.18,44.049,77.18,0,0.495,0.17599,-0.07609
20005,-27313,15.7,-0.96358,-7.537,1.2715,0.0085337,6.208e-06,-45.361,-347.59,24.329,93.86,0,0.495,0.17294,-0.077619
-27579,31652,15.93,2.4126,-6.4426,0.6482,0.0062946,4.7697e-06,-63.396,-512.77,94.316,-22.224,0,0.495,0.18509,-0.083845
-62485,50812,15.892,2.0545,-6.19,0.57851,0.0062703,4.5211e-06,-71.598,-558.52,113.65,-67.63,0,0.495,0.18815,-0.082354
-58417,48371,15.852,2.6831,-6.0583,0.56534,0.0062737,4.6873e-06,-69.173,-547.59,117.47,-54.342,0,0.495,0.18815,-0.083892
-55027,46160,15.827,3.2965,-5.9173,0.54656,0.0062666,4.8844e-06,-66.7,-530.28,132.99,-45.112,0,0.495,0.18814,-0.085426
-88614,79048,15.406,3.2163,-4.9722,0.43884,0.0062195,4.425e-06,-79.513,-598.32,181.52,-110.8,0,0.495,0.19428,-0.083773
-76598,64121,15.672,2.9375,-5.5646,0.49493,0.0062502,4.5642e-06,-74.616,-577.53,145.11,-87.308,0,0.495,0.19121,-0.083839
1.0277e+05,-97546,29.977,-5.9141,-1.2948,0.56223,0.0097153,5.453e-06,-24.699,180.34,926.38,-468.05,0,0.495,0.15765,-0.090104
1.0916e+05,-99211,28.574,-4.9662,-1.7536,0.7307,0.0092581,3.4337e-06,-24.76,330.96,1273.1,-644.48,0,0.495,0.1607,-0.090103
63711,-71074,30.668,-4.3845,-1.4539,0.36734,0.0080567,4.9953e-06,-28.653,193.82,858.92,-420.4,0,0.495,0.16377,-0.093169
74737,-76504,28.946,-4.1712,-1.8297,0.60006,0.0083961,3.1774e-06,-27.139,347.97,1259.8,-626.84,0,0.495,0.16377,-0.091611
1.1079e+05,-94522,26.596,-3.7435,-2.2627,1.0135,0.0088794,2.3569e-06,-25.798,519.05,1609.9,-829.72,0,0.495,0.16377,-0.090061
1.4446e+05,-1.1187e+05,23.787,-3.125,-2.7512,1.5648,0.0093328,2.0793e-06,-24.835,656.37,1760,-942.11,0,0.495,0.16377,-0.088518
1.3509e+05,-1.05e+05,24.143,-2.267,-2.8871,1.3657,0.0080988,1.7252e-06,-27.776,731.52,1824.6,-976.67,0,0.495,0.16684,-0.090016
40107,-61454,32.469,-6.7525,0.082308,0.32978,0.0098111,1.1738e-05,-32.29,-27.962,119.63,-61.855,0,0.495,0.15157,-0.093153
41302,-54390,32.701,-6.4759,0.32378,0.29269,0.0095346,1.2189e-05,-34.652,-34.277,60.119,-34.204,0,0.495,0.15155,-0.094732
34432,-48833,32.725,-5.3122,-0.16807,0.21996,0.0084143,1.1618e-05,-33.033,-30.139,88.484,-56.246,0,0.495,0.15765,-0.096294
39412,-48959,32.807,-5.7613,0.18809,0.23836,0.0089716,1.2313e-05,-34.634,-36.946,53.026,-35.099,0,0.495,0.15461,-0.096294
41978,-48495,32.861,-6.2106,0.5638,0.26259,0.0092382,1.2465e-05,-36.942,-30.815,34.409,-22.233,0,0.495,0.15155,-0.096288
42845,-47251,32.891,-6.6459,0.97632,0.28992,0.009112,1.2118e-05,-40.035,-21.074,20.339,-3.2176,0,0.495,0.14852,-0.096162
37158,-40298,33.09,-5.7346,1.0131,0.2138,0.008341,1.2161e-05,-41.318,-27.295,9.6805,-9.4839,0,0.495,0.15155,-0.099386
39508,-43549,32.99,-5.9695,0.79081,0.23641,0.0087608,1.2347e-05,-39.168,-26.649,20.801,-15.56,0,0.495,0.15155,-0.097836
45722,-69402,32.102,-7.0223,-0.1519,0.37906,0.010105,1.1032e-05,-29.972,-11.889,225.51,-114.43,0,0.495,0.15157,-0.091568
86828,-89712,30.911,-6.6664,-0.85284,0.48591,0.010222,7.8868e-06,-25.723,81.124,627.68,-320.78,0,0.495,0.15462,-0.090076
68261,-83340,31.524,-7.2714,-0.38311,0.45516,0.010358,9.8293e-06,-27.654,19.295,394.16,-209.62,0,0.495,0.15157,-0.089984
43100,-76936,31.911,-7.7667,0.098151,0.45492,0.010372,1.0612e-05,-30.524,-20.601,236.6,-115.89,0,0.495,0.14853,-0.089943
91614,-94834,30.625,-7.4626,-0.60164,0.5852,0.010639,7.8551e-06,-25.517,77.345,629.74,-345.43,0,0.495,0.15156,-0.088426
41808,-55418,31.772,-4.4171,-1.1114,0.25758,0.0077868,7.4277e-06,-30.372,81.024,516.14,-247.21,0,0.495,0.16377,-0.094733
34184,-48927,32.597,-4.8392,-0.49505,0.20734,0.007958,1.0751e-05,-32.234,-15.439,153.72,-84.682,0,0.495,0.1607,-0.096296
36958,-48556,32.4,-4.3297,-0.79655,0.20129,0.0074624,9.4349e-06,-32.104,15.804,275.18,-136.72,0,0.495,0.16377,-0.096294
37870,-48183,32.038,-3.7542,-1.0578,0.20731,0.0069544,7.1772e-06,-32.647,75.35,472.99,-216.56,0,0.495,0.16684,-0.096268
29109,-36861,32.917,-4.0238,-0.2379,0.14951,0.0068742,1.0928e-05,-35.567,-24.34,64.323,-43.879,0,0.495,0.16377,-0.099395
31662,-40763,32.738,-4.1871,-0.51198,0.17007,0.0071288,1.043e-05,-33.859,-12.99,135.66,-72.1,0,0.495,0.16377,-0.097846
-46428,689,22.346,-7.7954,7.4203,1.6106,0.0060835,2.1394e-06,-62.741,-470.1,-180.97,662.48,0,0.495,0.23088,-0.065256
-94181,40821,20.17,-7.4985,7.0308,1.6175,0.0060914,1.9542e-06,-70.656,-633.01,-243.47,754.98,0,0.495,0.22782,-0.065227
-1.6982e+05,1.3437e+05,16.72,-5.3333,6.468,1.5079,0.0060766,1.8048e-06,-82.314,-870.8,-247.8,902.86,0,0.495,0.22467,-0.06819
-1.6531e+05,1.1669e+05,17.255,-6.2008,6.4358,1.5782,0.0060832,1.7994e-06,-80.95,-839.03,-282.21,855.58,0,0.495,0.22471,-0.066672
-1.6146e+05,1.0076e+05,17.827,-7.0344,6.3552,1.621,0.0061001,1.8213e-06,-79.216,-815.81,-314.38,799.47,0,0.495,0.22477,-0.065224
-1.3392e+05,56532,19.077,-8.6261,6.0566,1.6564,0.0061306,1.94e-06,-74.916,-708.04,-343.11,667.21,0,0.495,0.22482,-0.062151
-1.5237e+05,81034,18.442,-7.8576,6.2244,1.6438,0.0061125,1.8683e-06,-77.208,-772.97,-338.62,735.26,0,0.495,0.2248,-0.063723
-3.1061e+05,2.2288e+05,13.203,-5.8643,4.1417,1.6072,0.0061137,1.682e-06,-95.931,-1136.5,-388.02,738.79,0,0.495,0.21862,-0.06511
-2.3954e+05,1.6418e+05,15.461,-6.4767,5.3809,1.6198,0.0061006,1.7187e-06,-87.831,-993.95,-357.95,806.63,0,0.495,0.22172,-0.065219
-2662.9,-32963,25.718,-7.0702,7.8337,1.5508,0.0060458,2.5093e-06,-51.082,-255.87,-60.643,506.44,0,0.495,0.23697,-0.068334
-619.95,-29612,25.688,-6.5853,7.9707,1.4873,0.0060311,2.4981e-06,-51.62,-266.89,-54.117,539.94,0,0.495,0.23697,-0.069876
-71502,53667,21.367,-5.1074,7.9087,1.3471,0.0060356,2.013e-06,-66.527,-581.77,-109.48,886.67,0,0.495,0.23083,-0.071588
-26114,2166.7,23.737,-5.7082,8.1359,1.3725,0.0060253,2.2334e-06,-58.864,-409.28,-73.043,734.92,0,0.495,0.23391,-0.071471
6447.1,-27293,25.678,-6.0913,8.0789,1.3932,0.0060212,2.5051e-06,-52.059,-271.33,-37.012,574.44,0,0.495,0.23697,-0.071413
35835,-40578,28.307,-6.3391,7.4585,1.3984,0.005987,3.1453e-06,-41.916,-110.26,7.4035,298.83,0,0.495,0.24305,-0.071405
26201,-39017,27.196,-6.2836,7.826,1.4068,0.0060036,2.7972e-06,-46.47,-172.37,-3.1146,430.02,0,0.495,0.24001,-0.071406
22637,-22614,25.763,-5.0742,8.2111,1.1055,0.0059966,2.5891e-06,-52.638,-290.32,7.7316,636.93,0,0.495,0.23697,-0.07451
13951,-24666,25.705,-5.5928,8.1578,1.2666,0.006005,2.5302e-06,-52.411,-280.22,-15.501,607.12,0,0.495,0.23697,-0.072963
-20487,-24642,24.242,-7.944,7.5559,1.6075,0.0060801,2.3518e-06,-55.742,-339.63,-123.45,555.51,0,0.495,0.23392,-0.065256
-3346.6,-35157,25.762,-7.5315,7.6728,1.588,0.0060615,2.5433e-06,-50.376,-244.46,-70.595,475.1,0,0.495,0.23697,-0.066779
-3380,-37262,25.84,-7.9768,7.4935,1.6056,0.0060697,2.5902e-06,-49.525,-237.39,-89.009,443.98,0,0.495,0.23697,-0.065233
-3719.8,-39332,26.072,-8.8064,7.0916,1.6002,0.0060882,2.7335e-06,-47.562,-207.38,-101.06,379.81,0,0.495,0.23697,-0.062133
-4046.1,-38248,25.95,-8.4069,7.2997,1.6072,0.0060755,2.6516e-06,-48.587,-225.47,-99.477,413.12,0,0.495,0.23697,-0.06369
14793,-41569,28.107,-7.7672,6.967,1.5853,0.0060367,3.1086e-06,-39.91,-103.48,-28.341,243.55,0,0.495,0.24305,-0.065218
6032,-42635,27.126,-7.9088,7.2801,1.5998,0.0060499,2.8386e-06,-44.276,-159.38,-54.91,340.17,0,0.495,0.24001,-0.065222
-1.7905e+05,1.5918e+05,16.271,-4.4013,6.4697,1.3982,0.0060733,1.8442e-06,-83.243,-904.32,-187.04,940.86,0,0.495,0.22469,-0.069814
-1.3487e+05,1.1954e+05,18.66,-4.3322,7.3334,1.3105,0.0060494,1.8883e-06,-74.991,-763.95,-121.59,981.67,0,0.495,0.22778,-0.071585
-1.863e+05,1.7779e+05,15.943,-3.4487,6.4431,1.2528,0.0060588,1.9137e-06,-83.746,-915.9,-110.55,960.34,0,0.495,0.22472,-0.071482
-88991,2.927e+05,11.399,-1.5989,3.9564,1.0409,0.006095,2.2912e-06,-99.922,-1111.6,95.082,694.67,0,0.495,0.21859,-0.071252
-1.6015e+05,2.3697e+05,13.479,-2.5078,5.3108,1.1633,0.0060715,2.0332e-06,-92.273,-1033,-33.71,862.23,0,0.495,0.22164,-0.071303
-47994,1.9061e+05,15.62,-1.667,6.3032,0.91265,0.0060317,2.1275e-06,-83.605,-898.41,38.321,951.47,0,0.495,0.22475,-0.074678
-1.3976e+05,1.8642e+05,15.734,-2.5344,6.3857,1.0882,0.0060384,2.0105e-06,-83.878,-909.33,-36.887,961.62,0,0.495,0.22474,-0.073092
-2.1349e+05,67069,16.879,-10.959,1.2072,1.7149,0.0062699,1.9799e-06,-85.312,-851.55,-542.75,170.14,0,0.495,0.21251,-0.055779
-2.6111e+05,1.0141e+05,15.748,-10.201,1.2402,1.721,0.0062508,1.8541e-06,-89.718,-958.74,-586.69,195.08,0,0.495,0.21251,-0.057346
1.135e+05,1.3803e+05,14.138,-9.062,-1.501,1.6754,0.0062424,1.794e-06,-98.421,-1066.5,-561.74,-111.92,0,0.495,0.20645,-0.058925
-1.1564e+05,1.4598e+05,14.094,-9.1568,-0.13902,1.7193,0.0062338,1.748e-06,-97.049,-1098,-607.49,41.768,0,0.495,0.20947,-0.058912
-3.078e+05,1.4048e+05,14.558,-9.3077,1.2629,1.7315,0.0062357,1.7548e-06,-93.99,-1065.1,-610.96,221.5,0,0.495,0.2125,-0.058901
-2.0527e+05,84737,16.981,-9.7164,3.8227,1.7044,0.0061959,1.8776e-06,-83.293,-857.96,-494.98,484.35,0,0.495,0.21868,-0.058943
-2.6013e+05,1.1457e+05,15.58,-9.5153,2.6066,1.72,0.0062165,1.8027e-06,-89.241,-978.88,-564.22,382.6,0,0.495,0.21556,-0.058886
-3.8992e+05,2.2298e+05,12.115,-7.1649,1.2627,1.7146,0.0061804,1.6254e-06,-101.78,-1240,-596.55,283.56,0,0.495,0.2125,-0.061996
-3.5407e+05,1.8275e+05,13.341,-8.2909,1.27,1.7309,0.0062042,1.6717e-06,-98.047,-1161.3,-618.67,255.14,0,0.495,0.2125,-0.060448
15167,23684,18.333,-12.002,-1.1413,1.6485,0.0063151,2.3277e-06,-80.812,-667.08,-407.61,-5.5814,0,0.495,0.20645,-0.052647
94724,23087,18.365,-11.877,-2.1888,1.5834,0.0063289,2.4475e-06,-81.352,-633.28,-367.49,-39.922,0,0.495,0.20341,-0.052647
97530,46751,16.932,-10.572,-3.4574,1.5052,0.0063186,2.3136e-06,-89.124,-741.54,-375.98,-135.16,0,0.495,0.20037,-0.05578
89409,29718,17.736,-11.194,-3.2927,1.501,0.0063338,2.4589e-06,-85.011,-665.49,-345.62,-87.856,0,0.495,0.20038,-0.054215
79224,15291,18.476,-11.709,-3.132,1.5048,0.0063592,2.6248e-06,-80.88,-587.93,-308.4,-50.425,0,0.495,0.20038,-0.052647
30777,2785.1,19.146,-12.114,-2.9755,1.5064,0.0063879,2.8036e-06,-76.8,-514.37,-266.22,-12.925,0,0.495,0.20039,-0.051075
50714,12143,18.622,-11.496,-3.9677,1.4101,0.0063885,2.8591e-06,-79.596,-539.15,-246.12,-43.117,0,0.495,0.19738,-0.052648
-1.0574e+05,22672,18.482,-12.077,-0.012159,1.6917,0.0063208,2.2766e-06,-79.229,-676.62,-432.46,57.351,0,0.495,0.20948,-0.052648
-1.7212e+05,40709,17.92,-11.589,1.1686,1.7133,0.0062981,2.1214e-06,-80.891,-749.47,-491,153.2,0,0.495,0.21252,-0.054217
-1.3491e+05,18267,18.871,-12.1,1.1264,1.7082,0.0063186,2.2721e-06,-76.586,-653.1,-439.43,135.71,0,0.495,0.21252,-0.052648
-1.0434e+05,2451.3,19.728,-12.498,1.0824,1.7019,0.0063368,2.4316e-06,-72.452,-565.18,-383.94,125.8,0,0.495,0.21252,-0.051076
-91984,-678.87,20.458,-12.008,3.1875,1.7006,0.0062792,2.37e-06,-68.442,-536.01,-373.69,272.49,0,0.495,0.2187,-0.052641
-1.1483e+05,8168.8,19.549,-12.077,2.2066,1.7084,0.0062981,2.3096e-06,-72.882,-602.34,-412.75,213.43,0,0.495,0.21557,-0.052647
1.0369e+05,66534,16.077,-9.8405,-3.6222,1.5128,0.0063082,2.1867e-06,-93.095,-818.89,-391.4,-185.12,0,0.495,0.20036,-0.057359
1.2768e+05,1.2121e+05,14.577,-9.0212,-2.72,1.6033,0.0062692,1.9191e-06,-98.28,-986.19,-482.87,-212.12,0,0.495,0.2034,-0.058931
1.0225e+05,92873,15.207,-8.9986,-3.7777,1.5088,0.0062878,2.0861e-06,-96.771,-893.42,-380.24,-246.87,0,0.495,0.20036,-0.058933
75564,76635,15.891,-8.9521,-4.6834,1.3984,0.0063083,2.3027e-06,-94.18,-804.55,-291.43,-243.04,0,0.495,0.19733,-0.05894
82338,1.4323e+05,13.616,-7.0519,-4.0543,1.4429,0.0062615,2.0055e-06,-102.8,-990.95,-274.88,-373.63,0,0.495,0.20039,-0.062034
96847,1.1743e+05,14.377,-8.061,-3.9239,1.4852,0.0062661,2.0232e-06,-100.03,-953.37,-343.3,-307.36,0,0.495,0.20038,-0.060485
-32166,-24545,23.682,-9.8813,6.5246,1.6189,0.006129,2.4613e-06,-56.234,-349.73,-210.41,455.31,0,0.495,0.23091,-0.059013
-61518,-8096.7,22.073,-9.9578,6.1944,1.6404,0.0061454,2.2645e-06,-62.747,-463.74,-274.24,512.89,0,0.495,0.22787,-0.059005
-71014,-6162.7,21.615,-10.973,5.171,1.6593,0.0061956,2.3239e-06,-64.053,-480.49,-317.06,423.83,0,0.495,0.22486,-0.055816
-87871,6487.6,20.999,-10.496,5.4103,1.6608,0.0061787,2.2079e-06,-66.869,-535.95,-338.91,481.34,0,0.495,0.22485,-0.0574
-1.0191e+05,20050,20.353,-9.941,5.6421,1.6638,0.0061712,2.1139e-06,-69.658,-592.83,-348.01,537.96,0,0.495,0.22484,-0.059002
-1.1834e+05,37609,19.708,-9.315,5.8591,1.6634,0.0061546,2.025e-06,-72.364,-647.59,-345.11,601.95,0,0.495,0.22483,-0.060582
-1.5038e+05,48857,18.62,-9.8561,4.8491,1.687,0.0061874,1.9865e-06,-76.651,-725.51,-412.4,533.81,0,0.495,0.22179,-0.058993
-11060,-33448,24.945,-11.199,5.4863,1.5892,0.006185,2.9795e-06,-48.8,-222.11,-130.59,270.21,0,0.495,0.23093,-0.052657
-2169.7,-35852,25.9,-10.876,5.646,1.5522,0.0061589,3.2142e-06,-44.388,-159.72,-71.029,222.69,0,0.495,0.23396,-0.052658
614.02,-38665,26.566,-10.085,6.1556,1.544,0.0061171,3.1679e-06,-42.849,-144.09,-68.259,237.27,0,0.495,0.23699,-0.055806
7019.9,-36647,26.649,-10.322,5.9129,1.5284,0.0061268,3.3112e-06,-41.625,-126.77,-45.19,201.99,0,0.495,0.23699,-0.054231
16920,-34719,26.694,-10.523,5.6757,1.5164,0.0061449,3.4713e-06,-40.402,-107.14,-16.481,166.24,0,0.495,0.23699,-0.05266
28252,-31873,26.693,-10.684,5.4429,1.5044,0.006161,3.6359e-06,-39.181,-87.411,18.124,130.77,0,0.495,0.23699,-0.051089
31685,-29847,27.703,-9.7611,5.4332,1.4506,0.0061094,3.8837e-06,-33.666,-29.039,106.17,35.402,0,0.495,0.24307,-0.052661
34181,-33083,27.302,-10.149,5.5972,1.481,0.0061242,3.7116e-06,-36.85,-63.64,44.188,103.7,0,0.495,0.24003,-0.052661
-24327,-30012,23.862,-11.48,5.1761,1.6259,0.0062198,2.7764e-06,-53.578,-295.1,-188.76,306.37,0,0.495,0.2279,-0.052657
-57208,-13936,22.186,-11.377,4.9315,1.6597,0.0062249,2.4592e-06,-61.261,-428.09,-288.22,371.52,0,0.495,0.22486,-0.054237
-43825,-20780,22.706,-11.71,4.6967,1.6584,0.006248,2.6042e-06,-58.534,-377.44,-257.36,320.83,0,0.495,0.22486,-0.052657
-33957,-24303,23.174,-11.976,4.4675,1.655,0.0062673,2.7586e-06,-55.897,-329.32,-223.57,276.71,0,0.495,0.22486,-0.051081
-66917,-12660,21.543,-11.887,4.0311,1.6849,0.0062682,2.4636e-06,-63.565,-460.35,-318.1,312.76,0,0.495,0.22181,-0.052653
-13678,-36081,25.108,-9.7247,6.6623,1.5995,0.0061221,2.684e-06,-50.391,-253.88,-148.07,386.12,0,0.495,0.23394,-0.059015
-1602.4,-39116,26.455,-9.8128,6.3999,1.5617,0.0061158,3.0438e-06,-44.072,-159.41,-84.759,274.14,0,0.495,0.23698,-0.057402
-2205.1,-39829,26.329,-9.5076,6.6399,1.5769,0.0061116,2.9308e-06,-45.276,-174.93,-95.1,310.1,0,0.495,0.23698,-0.059006
-3377.1,-39419,26.198,-9.1709,6.871,1.5899,0.0061036,2.8279e-06,-46.447,-190.33,-99.536,346.46,0,0.495,0.23697,-0.060579
24613,-37952,28.064,-8.9552,6.2458,1.5268,0.0060791,3.4487e-06,-37.064,-69.507,-6.0214,158.69,0,0.495,0.24305,-0.058913
8497.9,-40693,27.315,-9.2471,6.489,1.5522,0.0060926,3.1871e-06,-40.893,-113.81,-45.22,233.38,0,0.495,0.24001,-0.058973
-1.3392e+05,3.3826e+05,8.8727,-2.3676,1.0743,1.2063,0.0061432,2.186e-06,-110.22,-1231.4,51.787,264.27,0,0.495,0.21251,-0.068164
-3.1421e+05,3.2108e+05,9.2605,-3.5186,1.1468,1.3881,0.0061498,1.8948e-06,-109.28,-1279.6,-172.05,300.51,0,0.495,0.21251,-0.066621
25366,2.87e+05,10.103,-4.3924,-1.8694,1.4411,0.0061969,1.8339e-06,-110.26,-1239.8,-177.75,-300.85,0,0.495,0.20643,-0.065095
-1.8886e+05,3.0614e+05,9.5912,-4.4158,-0.37329,1.5007,0.0061771,1.786e-06,-109.91,-1309.7,-282.95,-16.985,0,0.495,0.20947,-0.065089
-3.904e+05,2.9531e+05,9.9687,-4.7274,1.2003,1.5458,0.0061649,1.7385e-06,-107.52,-1299.4,-367.69,313.62,0,0.495,0.21251,-0.06508
-3.6539e+05,2.6432e+05,11.292,-5.2463,2.7302,1.5794,0.0061406,1.7033e-06,-102.75,-1235.4,-391.52,580.93,0,0.495,0.21556,-0.065087
-4.0923e+05,2.6203e+05,10.955,-5.9584,1.2388,1.6588,0.0061741,1.6435e-06,-104.98,-1288.2,-515.59,306.49,0,0.495,0.2125,-0.06354
-2.2177e+05,2.1237e+05,12.355,-2.9348,-4.3115,1.0213,0.0062173,2.3279e-06,-107.2,-922.28,246.54,-492.22,0,0.495,0.20039,-0.068317
-2.1705e+05,2.1274e+05,12.556,-2.0451,-4.2722,0.89638,0.0061956,2.4841e-06,-106.71,-880.37,337.69,-460.1,0,0.495,0.20038,-0.069849
-2.7953e+05,2.7463e+05,10.462,-0.34179,-1.97,0.87189,0.006129,2.6621e-06,-110.67,-921.56,534.17,-372.52,0,0.495,0.20644,-0.071267
-2.4196e+05,2.372e+05,11.67,-0.7606,-3.1708,0.83255,0.0061507,2.5972e-06,-108.81,-873.7,449.13,-446.82,0,0.495,0.2034,-0.071328
-2.0361e+05,1.9976e+05,12.855,-1.2147,-4.208,0.78944,0.0061823,2.6556e-06,-105.62,-837.37,372.53,-414.29,0,0.495,0.20037,-0.071377
-1.6475e+05,1.5799e+05,13.891,-1.6681,-5.0938,0.74369,0.0062156,2.8216e-06,-101.47,-787.51,296.24,-358.67,0,0.495,0.19733,-0.071408
-1.6259e+05,1.5845e+05,13.427,0.25004,-4.0349,0.60666,0.0061609,3.0863e-06,-102.25,-736.96,340.14,-332.35,0,0.495,0.20036,-0.074485
-1.8461e+05,1.8042e+05,13.163,-0.44294,-4.1241,0.68991,0.0061656,2.8568e-06,-104.09,-786.51,359.07,-375.17,0,0.495,0.20037,-0.072924
-2.2714e+05,2.0459e+05,12.338,-3.9009,-4.3029,1.1555,0.0062433,2.2063e-06,-107.09,-962.58,119.05,-502.83,0,0.495,0.20041,-0.066753
-29248,2.4581e+05,11.221,-4.6171,-3.1686,1.3687,0.0062317,1.9418e-06,-109.01,-1117.1,-91.748,-469.78,0,0.495,0.20341,-0.065124
-91445,1.888e+05,12.538,-4.9342,-4.2492,1.2776,0.0062569,2.1001e-06,-106.35,-993.09,-25.693,-480.75,0,0.495,0.20041,-0.065174
-91956,1.4541e+05,13.789,-5.2214,-5.1477,1.1701,0.0062755,2.3202e-06,-102.57,-881.76,1.6158,-426.11,0,0.495,0.19736,-0.065167
62210,1.6561e+05,12.982,-5.9987,-4.1647,1.377,0.0062632,2.0357e-06,-104.92,-1004.2,-167.5,-434.7,0,0.495,0.2004,-0.063597
-51077,3.4208e+05,8.8561,-1.3115,0.98665,1.033,0.0061403,2.5951e-06,-110.3,-1161.4,280.88,202.12,0,0.495,0.21251,-0.069706
-2.8429e+05,3.1103e+05,9.4902,-0.16737,-0.6098,0.88633,0.006127,2.6962e-06,-111.04,-995.39,562.08,-182.96,0,0.495,0.20948,-0.071253
-1.2764e+05,3.3414e+05,9.1772,-0.36392,0.88845,0.88491,0.0061292,2.6735e-06,-109.58,-1077.8,465.69,134.86,0,0.495,0.21251,-0.071247
-23119,3.317e+05,9.9005,-0.85404,2.4465,0.92897,0.0061203,2.58e-06,-105.87,-1126.7,281.82,452.77,0,0.495,0.21555,-0.07125
-1.2016e+05,2.6022e+05,10.359,1.1606,0.73175,0.6197,0.0061001,2.8211e-06,-106.39,-888.98,564.04,31.78,0,0.495,0.21251,-0.074336
-1.4129e+05,3.0143e+05,9.7379,0.46226,0.79717,0.74656,0.0061099,2.6393e-06,-108.23,-980.35,557.27,71.166,0,0.495,0.21251,-0.07279
24914,-26355,29.765,-6.9337,5.3872,1.3312,0.0060138,4.2727e-06,-28.614,-10.426,52.109,6.2808,0,0.495,0.25521,-0.065074
22349,-23366,29.807,-6.6894,5.0024,1.2042,0.0060004,4.6242e-06,-26.672,-3.8669,82.678,-28.466,0,0.495,0.25831,-0.065202
19299,-20708,30.092,-6.0615,4.8189,0.93939,0.0059755,5.5195e-06,-25.869,-10.482,64.328,-21.331,0,0.495,0.26139,-0.068394
19944,-20777,29.94,-6.2559,4.7314,1.0022,0.0059793,5.2588e-06,-25.491,-5.3531,91.004,-38.449,0,0.495,0.26139,-0.066848
21073,-21124,29.74,-6.4446,4.6368,1.0557,0.0059907,5.0238e-06,-25.1,-0.7228,126.55,-62.364,0,0.495,0.26139,-0.065293
23454,-20064,29.147,-6.7947,4.4257,1.1467,0.0060059,4.6454e-06,-24.301,15.524,221.31,-127.54,0,0.495,0.26137,-0.062149
22426,-20711,29.48,-6.6271,4.5346,1.1044,0.0059967,4.8146e-06,-24.701,6.1514,170.64,-92.161,0,0.495,0.26138,-0.063722
