"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
1856.9,-4612.6,28.512,-2.8196,-0.059393,1.3197,0.0058455,4.5954e-06,-17.354,12.005,45.143,123.14,0,0.495,0.36479,-0.023203
1661.6,-7092.6,27.909,-2.9197,-0.14351,1.3619,0.005814,4.067e-06,-17.536,23.625,88.074,169.49,0,0.495,0.36175,-0.021656
1643.6,-6412.2,28.044,-2.9564,-0.074398,1.3632,0.0058315,4.2115e-06,-17.545,16.8,68.563,150.07,0,0.495,0.36175,-0.023203
1630.8,-7514.8,27.647,-3.1329,-0.0018527,1.3979,0.0058137,4.0078e-06,-17.746,18.094,78.798,159.27,0,0.495,0.35872,-0.02475
1476.8,-8402.9,27.484,-3.1081,-0.077661,1.3993,0.005827,3.8918e-06,-17.734,25.213,103.36,177.22,0,0.495,0.35872,-0.023203
1578.4,-5845.2,28.158,-2.981,-0.0089312,1.36,0.0058178,4.301e-06,-17.554,15.068,57.461,136.95,0,0.495,0.36175,-0.02475
1565.6,-7672,27.739,-2.863,-0.21121,1.3632,0.0057307,3.816e-06,-17.533,34.708,121.16,195.86,0,0.495,0.36175,-0.020109
1983.1,-5343.9,28.319,-2.7417,-0.17333,1.3217,0.0057189,4.2262e-06,-17.337,22.696,75.124,153.21,0,0.495,0.36479,-0.020109
851.34,-10858,26.846,-3.269,-0.058279,1.4408,0.0058086,3.5864e-06,-18.054,35.825,147.16,201.74,0,0.495,0.35568,-0.023203
1423.9,-9478.6,27.07,-3.2941,0.023446,1.4282,0.005797,3.7545e-06,-18.037,21.514,104.54,180.03,0,0.495,0.35568,-0.02475
851.15,-1237.7,29.391,-2.0877,-0.10078,1.4168,0.0054782,4.4555e-06,-17.417,8.0784,25.339,84.743,0,0.495,0.37693,-0.009282
1052.7,-1974.8,29.047,-2.0982,-0.16149,1.4466,0.0055169,4.0752e-06,-17.306,12.1,50.729,142.2,0,0.495,0.37389,-0.009282
663.17,-1243.4,29.347,-2.0498,-0.096629,1.508,0.0055065,4.2246e-06,-17.415,10.237,28.691,95.229,0,0.495,0.37693,-0.0077351
640.73,-1958.8,28.963,-2.046,-0.15433,1.5416,0.0055496,3.8255e-06,-17.296,14.85,58.205,165.11,0,0.495,0.37389,-0.0077351
-2884.3,-3965.1,28.108,-1.8962,-0.2088,1.721,0.0055518,2.9441e-06,-17.163,43.798,145.47,318.05,0,0.495,0.37086,-0.0061882
195.81,-2330,28.868,-1.9843,-0.13967,1.6495,0.0055689,3.5568e-06,-17.274,23.104,70.332,190.68,0,0.495,0.37389,-0.0061882
-1176.2,-3180.9,28.307,-1.9928,-0.23014,1.5978,0.0055422,3.2281e-06,-17.204,32.628,120.98,274.46,0,0.495,0.37086,-0.0077351
-95.644,-3270.8,28.481,-2.0785,-0.2399,1.4955,0.0055116,3.5038e-06,-17.22,28.113,107.37,232.13,0,0.495,0.37086,-0.009282
1560,-3063,28.755,-2.2448,-0.22594,1.358,0.0055012,4.0379e-06,-17.233,21.927,68.371,162.5,0,0.495,0.37086,-0.012375
1827.3,-4676.5,28.128,-2.2559,-0.31203,1.4095,0.005469,3.4346e-06,-17.237,38.777,129.17,247.89,0,0.495,0.36782,-0.012375
1048.7,-3182.3,28.637,-2.1649,-0.23866,1.4154,0.0054983,3.7893e-06,-17.229,26.397,88.936,191.91,0,0.495,0.37086,-0.010829
1091.3,-4843.9,27.901,-2.1386,-0.32722,1.4875,0.0054902,3.1423e-06,-17.234,51.541,173.27,302.92,0,0.495,0.36782,-0.010829
-8703.9,-3739,26.228,-1.8223,-0.43109,1.8809,0.0055117,2.1531e-06,-17.156,110.47,343.31,547.12,0,0.495,0.36479,-0.009282
-519.97,-4882.9,27.596,-1.999,-0.32841,1.592,0.0055098,2.8348e-06,-17.231,59.285,203.58,369.77,0,0.495,0.36782,-0.009282
-3128.6,-5431.1,26.761,-2.0439,-0.43005,1.6638,0.0054719,2.4415e-06,-17.193,99.051,312.16,454.42,0,0.495,0.36479,-0.010829
1051.8,-1302.9,29.426,-2.1278,-0.10037,1.3551,0.0054766,4.6428e-06,-17.417,10.013,18.731,75.586,0,0.495,0.37693,-0.010829
1427.6,-2036.3,29.119,-2.1543,-0.1611,1.3765,0.0055104,4.3134e-06,-17.311,14.061,41.841,121.07,0,0.495,0.37389,-0.010829
1514.8,-2029.8,29.175,-2.2122,-0.15178,1.331,0.0055217,4.5172e-06,-17.315,13.578,33.268,104.73,0,0.495,0.37389,-0.012375
-5648.3,-5492.9,26.921,-1.705,-0.2812,1.9067,0.0055562,2.3093e-06,-17.204,82.953,263.12,497.11,0,0.495,0.36782,-0.0061882
-2454,-4591.2,27.275,-1.8577,-0.31387,1.7272,0.0055437,2.5755e-06,-17.228,65.375,218.95,433.56,0,0.495,0.36782,-0.0077351
-15871,-1642.4,25.699,-1.604,-0.41009,2.2117,0.0055614,1.9145e-06,-17.14,115.23,355.2,634.84,0,0.495,0.36479,-0.0077351
422.48,-508.05,29.74,-1.9717,-0.02774,1.57,0.0055109,4.4052e-06,-17.64,12.938,8.8357,43.715,0,0.495,0.383,-0.0061882
678.9,-823.84,29.566,-1.9946,-0.05141,1.5888,0.0055187,4.2321e-06,-17.544,13.298,15.451,65.312,0,0.495,0.37996,-0.0061882
344.5,-476.04,29.723,-1.9431,-0.024462,1.6905,0.0055624,4.2015e-06,-17.637,9.1643,11.484,45.756,0,0.495,0.383,-0.0046411
546.68,-800,29.539,-1.9586,-0.044511,1.7038,0.0055806,4.0499e-06,-17.535,12.366,18.821,71.685,0,0.495,0.37996,-0.0046411
614.89,-1322.9,29.17,-1.9123,-0.053582,1.8057,0.0056378,3.5831e-06,-17.362,8.3488,50.298,145.9,0,0.495,0.37693,-0.0030936
720.69,-725.12,29.506,-1.9307,-0.031623,1.7846,0.0056391,3.9244e-06,-17.521,3.7235,26.471,81.493,0,0.495,0.37996,-0.0030936
98.375,-1439.5,29.245,-1.9567,-0.074646,1.725,0.005592,3.7696e-06,-17.387,18.599,41.788,123.22,0,0.495,0.37693,-0.0046411
361.76,-422.41,29.703,-1.9259,-0.017109,1.7749,0.0056379,4.117e-06,-17.628,1.5757,17.113,48.852,0,0.495,0.383,-0.0030936
130.75,-185.34,29.947,-1.8889,0.0010703,1.7436,0.0056777,4.3523e-06,-17.766,2.664,8.4116,31.23,0,0.495,0.38906,-0.0030936
221.87,-263.32,29.838,-1.9088,-0.0063114,1.7666,0.005663,4.2465e-06,-17.701,1.152,12.886,35.326,0,0.495,0.38603,-0.0030936
136.45,-204.11,29.932,-1.8853,0.0020436,1.677,0.0056958,4.5133e-06,-17.777,-0.6814,7.8105,34.322,0,0.495,0.38907,-0.0015458
238.23,-275.41,29.813,-1.9081,-0.0014984,1.6974,0.0056995,4.4382e-06,-17.712,-2.9285,13.482,38.185,0,0.495,0.38603,-0.0015459
494.17,-446.3,29.647,-1.9326,0.0042164,1.603,0.0056505,4.4742e-06,-17.664,-5.4541,14.617,-54.351,0,0.495,0.383,0
257.45,-290.81,29.797,-1.9133,0.0022567,1.6053,0.0056873,4.6202e-06,-17.736,-3.913,10.715,-40.151,0,0.495,0.38603,0
472.87,-430.46,29.67,-1.9253,-0.0068,1.7014,0.005668,4.296e-06,-17.638,-4.1976,18.291,52.466,0,0.495,0.383,-0.0015459
299.39,-328.58,29.867,-1.9459,-0.011447,1.5625,0.0055612,4.5829e-06,-17.711,12.772,6.4288,33.043,0,0.495,0.38603,-0.0061882
265.91,-301.71,29.853,-1.921,-0.010156,1.6856,0.0055967,4.3382e-06,-17.708,8.0503,8.8694,33.851,0,0.495,0.38603,-0.0046411
169.97,-203.41,29.958,-1.8995,-0.0004889,1.6744,0.0056265,4.4436e-06,-17.774,8.3047,7.3279,30.168,0,0.495,0.38907,-0.0046411
2063.8,-1395,29.09,-1.906,-0.025267,1.7291,0.0056581,3.6723e-06,-17.368,-6.6573,37.385,159.01,0,0.495,0.37693,-0.0015459
1025,-741.71,29.457,-1.9285,-0.013726,1.7088,0.0056544,4.0483e-06,-17.529,-5.7227,25.54,88.652,0,0.495,0.37996,-0.0015459
1015.9,-770.57,29.428,-1.939,0.0067404,1.6088,0.0056392,4.2125e-06,-17.56,-8.1036,18.966,-90.245,0,0.495,0.37996,0
733.64,-802.89,29.61,-2.0614,-0.057523,1.3951,0.005446,4.6879e-06,-17.547,7.7971,13.243,53.359,0,0.495,0.37996,-0.009282
716.92,-811.43,29.588,-2.0305,-0.056006,1.4812,0.0054715,4.4575e-06,-17.55,10.572,14.063,59.385,0,0.495,0.37996,-0.0077351
448.85,-522.15,29.752,-2.0035,-0.029714,1.4625,0.0054759,4.6442e-06,-17.643,11.785,6.2032,40.966,0,0.495,0.383,-0.0077351
452.13,-529.34,29.761,-2.0306,-0.028263,1.3821,0.0054638,4.885e-06,-17.639,8.6084,6.5336,37.637,0,0.495,0.383,-0.009282
519.16,-603,29.786,-2.0868,-0.018703,1.298,0.0054478,5.1088e-06,-17.636,12.667,4.6742,35.243,0,0.495,0.383,-0.012375
481.77,-566.04,29.774,-2.055,-0.024965,1.3306,0.0054658,5.0511e-06,-17.636,9.4874,7.0755,35.832,0,0.495,0.383,-0.010829
364.39,-426.33,29.897,-2.0478,0.0037667,1.2935,0.0054733,5.2363e-06,-17.717,14.779,3.6329,29.93,0,0.495,0.38603,-0.012375
331.6,-398.7,29.888,-2.0172,-0.0035583,1.3245,0.0055091,5.213e-06,-17.713,10.894,5.5031,30.053,0,0.495,0.38603,-0.010829
197.95,-234.8,29.979,-1.9659,0.0030742,1.3599,0.0055413,5.2152e-06,-17.795,7.8325,4.1128,28.52,0,0.495,0.38907,-0.009282
228.73,-273.51,29.99,-1.9819,0.009003,1.3072,0.0055357,5.3608e-06,-17.804,12.09,6.027,29.138,0,0.495,0.38907,-0.010829
301.25,-356.66,29.879,-1.9968,-0.008829,1.374,0.0055076,5.0593e-06,-17.712,8.7427,3.9196,30.497,0,0.495,0.38603,-0.009282
745.39,-846.58,29.63,-2.0916,-0.05628,1.3398,0.0054364,4.8375e-06,-17.544,9.076,10.465,49.578,0,0.495,0.37996,-0.010829
747.4,-889.17,29.644,-2.1279,-0.049959,1.3062,0.0054309,4.9233e-06,-17.543,11.629,7.5357,47.394,0,0.495,0.37996,-0.012375
300.87,-339.58,29.874,-1.9742,-0.012081,1.4532,0.0055222,4.8277e-06,-17.713,11.689,3.5187,31.758,0,0.495,0.38603,-0.0077351
198.23,-218.74,29.975,-1.9486,-0.00078698,1.4407,0.0055605,4.978e-06,-17.789,11.2,2.389,28.921,0,0.495,0.38907,-0.0077351
-5587.3,-5063.3,27.857,-1.7852,-0.16972,1.8602,0.0055752,2.667e-06,-17.121,51.703,173.01,373.68,0,0.495,0.37086,-0.0046411
-445.38,-2685.9,28.746,-1.9129,-0.11528,1.7665,0.0055914,3.2757e-06,-17.25,30.148,91.885,223.28,0,0.495,0.37389,-0.0046411
-458.5,-2472.8,28.583,-1.8425,-0.080317,1.855,0.0056208,3.059e-06,-17.223,19.159,95.958,259.75,0,0.495,0.37389,-0.0030936
-7587.4,-4740.5,27.572,-1.6797,-0.11228,1.9688,0.0056105,2.4949e-06,-17.078,32.875,148.53,422.66,0,0.495,0.37086,-0.0030936
-15439,5346.7,23.771,-0.88506,-0.20105,4.0633,0.005636,1.291e-06,-17.318,62.01,267.68,862.42,0,0.495,0.36479,-0.0030936
-15849,5732.6,23.573,-0.8553,-0.10055,4.4289,0.0056287,1.2436e-06,-17.471,-18.112,49.85,872.14,0,0.495,0.36479,-0.0015459
-14714,-5110,26.022,-1.3653,-0.14979,2.3552,0.0056223,1.9278e-06,-17.218,47.447,200.28,640.73,0,0.495,0.36782,-0.0030936
-8751.1,-4061.1,25.844,-1.3317,-0.069077,2.4415,0.0056075,1.9267e-06,-17.293,-6.8095,53.669,644.53,0,0.495,0.36782,-0.0015459
5984.9,-3851.3,27.37,-1.6651,0.023649,1.7992,0.0055375,2.6102e-06,-17.149,-13.261,17.609,-423.03,0,0.495,0.37086,0
-1046.5,-4142.4,27.398,-1.648,-0.051063,1.9022,0.0055774,2.5301e-06,-17.089,-0.31883,65.62,430.79,0,0.495,0.37086,-0.0015459
-2695.3,-3762.3,25.854,-1.3611,0.031931,2.4239,0.0055711,1.9466e-06,-17.396,-23.116,-8.0066,-632.67,0,0.495,0.36782,0
-10930,-6464,26.464,-1.5238,-0.22607,2.1306,0.0055739,2.0553e-06,-17.205,90.252,291.22,577.74,0,0.495,0.36782,-0.0046411
-34640,437.03,24.403,-1.1043,-0.28823,3.3976,0.0055935,1.4129e-06,-17.201,138.67,438.17,803.23,0,0.495,0.36479,-0.0046411
2558.9,-2487.2,28.451,-1.8237,-0.038519,1.7771,0.005609,3.1061e-06,-17.235,-3.1792,55.662,275.18,0,0.495,0.37389,-0.0015459
5100,-2602,28.413,-1.8392,0.018579,1.6713,0.0055892,3.233e-06,-17.282,-11.931,24.463,-273.6,0,0.495,0.37389,0
1663,-2777.5,29.056,-2.4847,-0.12294,1.2643,0.0055388,4.6789e-06,-17.277,13.031,39.001,93.63,0,0.495,0.37086,-0.018562
1728,-2855.2,28.988,-2.4354,-0.15552,1.2742,0.0054414,4.4343e-06,-17.26,14.858,41.142,106.44,0,0.495,0.37086,-0.017015
1301.2,-1960.6,29.332,-2.3996,-0.073103,1.2521,0.0055682,5.0239e-06,-17.369,9.817,25.284,67.767,0,0.495,0.37389,-0.018562
1351,-1989.3,29.29,-2.359,-0.098843,1.2645,0.0054573,4.761e-06,-17.347,10.759,22.809,74.349,0,0.495,0.37389,-0.017015
1013.3,-1301.7,29.491,-2.2532,-0.070359,1.2677,0.0054234,4.8944e-06,-17.43,9.3239,10.979,57.493,0,0.495,0.37693,-0.015469
1004.4,-1347.8,29.51,-2.2892,-0.052128,1.2564,0.0054613,5.0009e-06,-17.444,9.0805,14.557,55.018,0,0.495,0.37693,-0.017015
1393.4,-2002.5,29.258,-2.3136,-0.12118,1.2767,0.0054582,4.6829e-06,-17.332,12.116,21.355,82.282,0,0.495,0.37389,-0.015469
1844.5,-3002.8,28.923,-2.3786,-0.18327,1.292,0.0054402,4.3041e-06,-17.25,17.225,43.653,122.35,0,0.495,0.37086,-0.015469
1828.6,-4469.7,28.438,-2.4383,-0.25401,1.32,0.0054177,3.821e-06,-17.257,26.966,84.697,179.17,0,0.495,0.36782,-0.015469
1744.3,-4517.5,28.297,-2.3529,-0.28602,1.3564,0.0054411,3.6504e-06,-17.246,30.852,99.731,208.99,0,0.495,0.36782,-0.013922
1746,-3011.5,28.848,-2.3144,-0.20667,1.3192,0.0054826,4.2039e-06,-17.24,18.983,53.384,140.84,0,0.495,0.37086,-0.013922
1759.5,-4106.8,28.681,-2.5769,-0.17432,1.2885,0.0055564,4.3124e-06,-17.282,20.428,64.601,129.84,0,0.495,0.36782,-0.018562
1698.6,-4230.9,28.564,-2.513,-0.21684,1.2975,0.0054511,4.0351e-06,-17.266,23.938,76.326,152.06,0,0.495,0.36782,-0.017015
1056.2,-1293.2,29.473,-2.2142,-0.083499,1.2878,0.0054595,4.871e-06,-17.419,10.243,12.172,62.255,0,0.495,0.37693,-0.013922
1420.5,-1981.1,29.221,-2.264,-0.13878,1.2979,0.0055056,4.6465e-06,-17.32,12.494,26.252,92.487,0,0.495,0.37389,-0.013922
885.47,-1277.3,29.591,-2.385,0.019916,1.1999,0.0060127,6.2888e-06,-17.471,6.2559,11.592,45.131,0,0.495,0.37693,-0.021656
928.16,-1314.5,29.569,-2.3573,-0.0063887,1.2243,0.0058467,5.8513e-06,-17.47,8.5296,14.225,48.207,0,0.495,0.37693,-0.020109
612.65,-916.28,29.74,-2.3109,0.046379,1.1849,0.0060853,6.695e-06,-17.588,6.9276,7.9266,35.251,0,0.495,0.37996,-0.021656
637.77,-930.54,29.727,-2.2863,0.023626,1.2109,0.0059349,6.2441e-06,-17.586,9.2774,8.0749,38.205,0,0.495,0.37996,-0.020109
484.36,-642.72,29.841,-2.197,0.027489,1.2196,0.0058712,6.2302e-06,-17.657,9.9958,9.3338,32.259,0,0.495,0.383,-0.018562
475.22,-639.23,29.851,-2.2239,0.044825,1.1986,0.0060688,6.7337e-06,-17.665,9.9424,3.1576,30.3,0,0.495,0.383,-0.020109
670.49,-955.99,29.709,-2.2561,0.0032469,1.2315,0.0057161,5.7183e-06,-17.579,9.8229,12.525,41.365,0,0.495,0.37996,-0.018562
453.86,-643.74,29.857,-2.2458,0.064955,1.1748,0.0061697,7.0853e-06,-17.669,8.019,4.194,28.315,0,0.495,0.383,-0.021656
466.51,-615.64,29.885,-2.2874,0.10911,1.1107,0.0060587,7.202e-06,-17.669,12.992,3.5321,26.455,0,0.495,0.383,-0.02475
447.48,-646.42,29.871,-2.2641,0.086826,1.145,0.0061471,7.2018e-06,-17.668,9.509,6.8268,27.256,0,0.495,0.383,-0.023203
341.65,-433.02,29.976,-2.2291,0.11493,1.1084,0.0060421,7.2787e-06,-17.753,15.278,2.2534,23.689,0,0.495,0.38603,-0.02475
315.73,-467.34,29.965,-2.2047,0.095641,1.1392,0.0061263,7.2932e-06,-17.75,11.791,5.2795,24.124,0,0.495,0.38603,-0.023203
216.75,-313.08,30.041,-2.1382,0.079944,1.1453,0.0062302,7.5793e-06,-17.843,10.109,2.8906,24.428,0,0.495,0.38907,-0.021656
221.29,-321.25,30.053,-2.154,0.096768,1.12,0.0061126,7.4257e-06,-17.846,14.432,5.409,24.715,0,0.495,0.38907,-0.023203
312.54,-458.83,29.954,-2.1876,0.076476,1.1665,0.0062074,7.3311e-06,-17.748,9.0963,2.6098,24.487,0,0.495,0.38603,-0.021656
866.02,-1264.7,29.613,-2.4071,0.049263,1.1724,0.0060477,6.4887e-06,-17.469,6.3375,10.83,43.616,0,0.495,0.37693,-0.023203
602.41,-916.18,29.758,-2.3307,0.071624,1.1549,0.0061041,6.8892e-06,-17.586,7.7111,8.9474,34.145,0,0.495,0.37996,-0.023203
600.89,-889.39,29.775,-2.3539,0.097888,1.1198,0.0060313,6.9242e-06,-17.586,11.352,5.9573,33.17,0,0.495,0.37996,-0.02475
318.79,-429.93,29.945,-2.1455,0.044451,1.2116,0.00603,6.7247e-06,-17.737,10.17,7.1049,26.337,0,0.495,0.38603,-0.018562
322.28,-438.01,29.951,-2.1689,0.058956,1.1895,0.0061886,7.1684e-06,-17.742,10.282,1.2694,25.194,0,0.495,0.38603,-0.020109
230.12,-283.67,30.039,-2.1232,0.06484,1.1672,0.0062696,7.5626e-06,-17.839,10.634,0.44061,24.465,0,0.495,0.38907,-0.020109
1617.1,-2647.3,29.117,-2.5273,-0.087811,1.2565,0.0057213,5.0403e-06,-17.288,10.548,29.687,85.219,0,0.495,0.37086,-0.020109
1221.9,-1882.9,29.374,-2.4367,-0.044527,1.2376,0.0057696,5.451e-06,-17.381,8.6032,20.853,62.668,0,0.495,0.37389,-0.020109
1153.6,-1818.8,29.405,-2.4678,-0.013189,1.2197,0.0059529,5.8637e-06,-17.385,6.7329,16.086,59.222,0,0.495,0.37389,-0.021656
1537.1,-2528.6,29.16,-2.5617,-0.049202,1.2467,0.0058879,5.3808e-06,-17.292,8.1314,22.001,79.481,0,0.495,0.37086,-0.021656
1670.6,-3643.7,28.84,-2.6682,-0.085088,1.2812,0.005846,4.9078e-06,-17.301,10.809,33.816,104.94,0,0.495,0.36782,-0.021656
1569.5,-3412,28.896,-2.6974,-0.036274,1.2725,0.0058779,5.0443e-06,-17.308,9.4966,30.274,97.478,0,0.495,0.36782,-0.023203
1338,-2331.1,29.24,-2.6148,0.031924,1.2029,0.0059154,5.6683e-06,-17.296,9.5148,20.364,70.748,0,0.495,0.37086,-0.02475
1425.9,-3227.5,28.954,-2.7234,0.010796,1.2523,0.0058606,5.139e-06,-17.315,11.039,29.465,91.444,0,0.495,0.36782,-0.02475
1442.6,-2416,29.198,-2.5891,-0.0088184,1.2302,0.005939,5.5621e-06,-17.292,7.7729,20.894,75.219,0,0.495,0.37086,-0.023203
1708.1,-3846.5,28.774,-2.629,-0.13153,1.2849,0.0057127,4.6327e-06,-17.294,15.409,46.715,115.48,0,0.495,0.36782,-0.020109
1104.8,-1776.1,29.434,-2.4927,0.020721,1.1966,0.0060103,6.0799e-06,-17.386,6.4087,14.826,56.651,0,0.495,0.37389,-0.023203
1045.2,-1732.7,29.463,-2.5172,0.0566,1.1655,0.0059739,6.1772e-06,-17.39,8.9311,13.944,53.627,0,0.495,0.37389,-0.02475
681.72,-883.35,29.665,-2.1977,-0.030586,1.2608,0.005395,5.0415e-06,-17.553,8.2483,7.9606,42.38,0,0.495,0.37996,-0.015469
679.77,-929.46,29.683,-2.2265,-0.01526,1.2468,0.0055069,5.2804e-06,-17.564,8.2515,12.834,42.478,0,0.495,0.37996,-0.017015
482.05,-621.81,29.818,-2.172,0.012184,1.2395,0.0056196,5.6643e-06,-17.646,7.8312,12.517,33.2,0,0.495,0.383,-0.017015
477.72,-596.31,29.798,-2.1488,-0.00072384,1.2574,0.0054299,5.245e-06,-17.641,7.8617,7.4815,33.045,0,0.495,0.383,-0.015469
503.9,-597.2,29.791,-2.1215,-0.011067,1.2745,0.0053993,5.1126e-06,-17.634,11.302,3.0598,33.853,0,0.495,0.383,-0.013922
349.19,-418.04,29.901,-2.0812,0.01129,1.2694,0.005442,5.2795e-06,-17.717,12.587,2.3024,29.155,0,0.495,0.38603,-0.013922
233.32,-272.75,30.003,-2.0677,0.033564,1.234,0.0057199,6.0433e-06,-17.827,10.226,4.419,27.281,0,0.495,0.38907,-0.015469
321.92,-411.5,29.907,-2.1049,0.02073,1.2528,0.0055261,5.5311e-06,-17.725,8.3416,6.9446,28.11,0,0.495,0.38603,-0.015469
261.08,-278.69,30.001,-2.0457,0.024504,1.2487,0.005537,5.5722e-06,-17.818,15.011,0.27558,28.798,0,0.495,0.38907,-0.013922
715.84,-876.62,29.655,-2.1654,-0.04181,1.2798,0.0053964,4.9664e-06,-17.543,10.639,5.87,44.407,0,0.495,0.37996,-0.013922
316.89,-419.05,29.925,-2.1245,0.031681,1.2339,0.0057689,6.0955e-06,-17.728,8.0802,11.049,27.366,0,0.495,0.38603,-0.017015
208.53,-267.51,30.018,-2.0857,0.042856,1.2152,0.0059843,6.7057e-06,-17.83,9.4588,8.9153,26.136,0,0.495,0.38907,-0.017015
-33966,24732,17.79,-0.40177,-0.51368,4.2479,0.005533,1.1296e-06,-20.092,328.45,676.44,637.19,0,0.495,0.35265,-0.009282
-34598,25176,16.799,0.047276,-0.47164,4.1515,0.0055737,1.1871e-06,-20.091,293.86,624.06,615.71,0,0.495,0.35265,-0.0077351
-38320,21690,19.732,-0.81357,-0.55447,4.9954,0.0055521,9.8329e-07,-19.584,292.61,710.03,754.4,0,0.495,0.35568,-0.009282
-43682,25189,18.664,-0.38873,-0.50748,5.288,0.0055823,9.6716e-07,-19.725,277.75,677.77,759.42,0,0.495,0.35568,-0.0077351
-52255,25273,19.983,-0.45095,-0.44757,6.1288,0.0055483,8.439e-07,-19.755,233.87,659.2,893.76,0,0.495,0.35872,-0.0061882
-43090,21945,21.007,-0.81904,-0.51545,5.4898,0.0055603,9.2185e-07,-19.442,238.59,660.67,851.53,0,0.495,0.35872,-0.0077351
-48366,25788,17.615,0.023445,-0.44394,5.2196,0.0055628,9.8123e-07,-19.793,264.9,655.57,754.54,0,0.495,0.35568,-0.0061882
-31934,14454,22.031,-1.1975,-0.55751,4.5659,0.0055341,1.051e-06,-19.046,244.01,668.48,796.54,0,0.495,0.35872,-0.009282
-21984,7721.4,23.075,-1.591,-0.5788,3.6078,0.0054827,1.2334e-06,-18.657,237.54,657.46,732.4,0,0.495,0.35872,-0.010829
-11318,-1086.3,25.155,-1.8597,-0.52533,2.3389,0.0054663,1.7584e-06,-17.901,167.27,493.06,623.25,0,0.495,0.36175,-0.010829
-20965,4464,24.338,-1.543,-0.52091,3.0012,0.0055144,1.4965e-06,-18.083,180.76,525.12,718.1,0,0.495,0.36175,-0.009282
-32928,21583,18.914,-0.91723,-0.54333,4.1839,0.0054947,1.0879e-06,-20.01,364.87,764.65,645.48,0,0.495,0.35265,-0.010829
-31868,16555,20.875,-1.2716,-0.58641,4.4199,0.0055028,1.042e-06,-19.374,305.51,752.45,729.61,0,0.495,0.35568,-0.010829
-46137,14550,22.692,-0.93261,-0.42673,4.8578,0.0055667,1.067e-06,-18.488,191.03,574.23,891.81,0,0.495,0.36175,-0.0061882
-33601,11295,23.529,-1.2361,-0.49106,3.8668,0.0055559,1.2761e-06,-18.306,179.94,530.74,811.06,0,0.495,0.36175,-0.0077351
-21557,15956,13.631,1.1033,-0.33877,2.7327,0.0056305,1.6766e-06,-20.373,262.99,543.16,338.22,0,0.495,0.34657,-0.0061882
-20599,16036,12.729,1.473,-0.30143,2.8971,0.0056834,1.5888e-06,-20.283,244.17,608.74,339.73,0,0.495,0.34657,-0.0046411
-27616,20401,14.528,0.82679,-0.37662,3.1932,0.0056088,1.4778e-06,-20.117,267.63,566.79,451.04,0,0.495,0.34961,-0.0061882
-27887,20462,13.616,1.2092,-0.32724,3.2207,0.0056658,1.483e-06,-20.045,243.38,581.6,444.19,0,0.495,0.34961,-0.0046411
-41704,26000,14.053,1.1805,-0.2876,3.6101,0.0056298,1.3695e-06,-19.965,178.9,487.91,600.38,0,0.495,0.35265,-0.0030936
-36001,24732,14.882,0.86014,-0.35351,3.8134,0.0056195,1.2972e-06,-19.978,239.14,566.87,578.75,0,0.495,0.35265,-0.0046411
-33019,22121,12.703,1.5534,-0.26875,3.2425,0.005629,1.4414e-06,-19.991,212.91,598.83,470.27,0,0.495,0.34961,-0.0030936
-23626,18208,11.722,1.8288,-0.24642,3.1027,0.0056066,1.4274e-06,-20.205,231.92,697.57,364.67,0,0.495,0.34657,-0.0030936
-18335,13179,11.039,2.0182,-0.22304,3.0547,0.0055784,1.3984e-06,-20.414,248.7,769.05,271.1,0,0.495,0.34354,-0.0030936
-19955,14075,9.7394,2.3867,-0.1284,2.6644,0.0054659,1.6315e-06,-20.372,186.91,648.73,294.01,0,0.495,0.34354,-0.0015459
-35814,21820,9.9276,2.332,0.088301,2.0905,0.0054205,1.9598e-06,-20.259,115.11,408.79,-446.27,0,0.495,0.34658,0
-30501,20619,10.558,2.1674,-0.1493,2.6472,0.0054643,1.6433e-06,-20.176,170.75,580.53,412.48,0,0.495,0.34658,-0.0015459
-21880,14276,9.0363,2.5735,0.068054,2.0891,0.0054505,1.9922e-06,-20.435,126.46,456.98,-311.98,0,0.495,0.34354,0
-18318,11632,13.05,1.2856,-0.28825,2.4616,0.0056494,1.8177e-06,-20.547,266.17,539.26,244.05,0,0.495,0.34354,-0.0061882
-17783,11806,12.13,1.6528,-0.26818,2.7136,0.0056776,1.6391e-06,-20.48,253.02,641.78,252.71,0,0.495,0.34354,-0.0046411
-53007,24196,13.352,1.3965,-0.19666,2.9811,0.0055577,1.596e-06,-20,102.02,330.66,671.13,0,0.495,0.35265,-0.0015459
-44952,22507,11.747,1.8471,-0.17762,2.7032,0.0055219,1.6721e-06,-19.989,147.09,471.05,537.93,0,0.495,0.34961,-0.0015459
-53048,22364,11.242,1.9844,0.12058,2.1637,0.0054824,1.9431e-06,-20.085,97.4,325.85,-587.66,0,0.495,0.34961,0
-23388,17079,14.44,0.70435,-0.3701,2.6646,0.0055758,1.7115e-06,-20.487,298.94,503.11,348.17,0,0.495,0.34657,-0.0077351
-28381,20838,15.398,0.42016,-0.42251,3.2273,0.0055683,1.4592e-06,-20.201,296.33,555.5,471.12,0,0.495,0.34961,-0.0077351
-30667,21957,16.279,-0.038221,-0.45323,3.3478,0.0055212,1.3796e-06,-20.257,344.94,600.41,497.69,0,0.495,0.34961,-0.009282
