"U:0","U:1","U:2","k","nut","omega","p","yPlus","Points:0","Points:1","Points:2"
30.657,-0.20116,-1.5496,0.0054934,7.3397e-05,0.89068,-19.187,0,0.33,0.31583,0.22327
30.731,-0.17177,-1.0953,0.0054807,0.00011434,0.62451,-19.007,0,0.33,0.34012,0.24801
30.741,-0.21784,-1.1866,0.0054855,9.1104e-05,0.72475,-18.395,0,0.33,0.34013,0.23561
30.693,-0.29554,-1.2736,0.0054887,7.3091e-05,0.81525,-17.968,0,0.33,0.34014,0.22323
30.69,-0.42211,-1.0197,0.0054774,0.00010755,0.60427,-16.248,0,0.33,0.3887,0.22324
30.749,-0.37694,-1.045,0.0054849,8.7359e-05,0.73676,-16.968,0,0.33,0.36442,0.22323
30.625,-0.46266,-0.97938,0.0054708,0.00010608,0.50146,-15.793,0,0.33,0.41301,0.22325
30.68,-0.3183,-0.68426,0.0054672,0.00017298,0.42303,-15.741,0,0.33,0.43733,0.24807
30.704,-0.34581,-0.72643,0.0054692,0.00013173,0.45982,-15.545,0,0.33,0.43734,0.23567
30.689,-0.42218,-0.75355,0.0054698,0.00010381,0.479,-15.521,0,0.33,0.43735,0.22328
0.80692,5.1013,-0.91876,18.372,0.01274,1444.6,-67.721,0,0.33,0.030243,-0.14856
1.1603,5.3415,-0.50375,17.027,0.011271,1513.8,-61.376,0,0.33,0.030243,-0.15166
0.5201,4.2622,-3.1123,18.425,0.012052,1534.6,-63.693,0,0.33,0.024193,-0.14854
0.78957,4.4793,-2.6223,17.161,0.010761,1600.8,-57.27,0,0.33,0.024193,-0.15164
9.1924,7.0499,3.6342,21.525,0.0099714,2158.1,-59.841,0,0.33,0.048413,-0.15791
11.153,6.9678,3.2322,21.923,0.0095287,2301.3,-54.996,0,0.33,0.048415,-0.16101
6.002,6.8888,2.9898,18.325,0.0092454,1981.5,-56.821,0,0.33,0.042348,-0.15788
7.6463,6.8981,2.8063,19.094,0.0087587,2175.2,-51.69,0,0.33,0.042348,-0.16098
2.1153,5.7514,0.28216,14.477,0.0086006,1688,-49.176,0,0.33,0.030243,-0.15785
2.8366,5.9094,0.6089,13.611,0.0075137,1816.8,-43.524,0,0.33,0.030244,-0.16094
1.4366,4.8696,-1.6215,14.333,0.0082573,1741.9,-44.849,0,0.33,0.024193,-0.15783
1.8651,5.0401,-1.1297,12.938,0.0071199,1823.5,-39.048,0,0.33,0.024194,-0.16092
2.5004,1.5315,-7.1343,10.158,0.0022748,3654.4,-28.79,0,0.33,0.0060443,-0.16086
2.7091,1.6124,-6.3208,9.602,0.0020959,3638.1,-22.99,0,0.33,0.0060444,-0.16395
2.789,1.5085,-6.4771,9.5436,0.0018674,3768.8,-22.961,0,0.33,0.0051142,-0.16395
2.5577,1.4641,-7.2446,10.093,0.0021052,3747.4,-28.772,0,0.33,0.0054235,-0.16086
4.7949,5.3405,-0.093401,11.625,0.0046313,2367.4,-24.434,0,0.33,0.024194,-0.1702
7.2036,5.2633,-0.19264,12.479,0.0039413,2713.6,-20.646,0,0.33,0.024195,-0.1733
3.2557,4.3775,-1.3797,9.5787,0.0041054,2317.1,-19.516,0,0.33,0.018143,-0.17018
4.7767,4.406,-1.0792,9.7745,0.0034942,2591.3,-15.634,0,0.33,0.018143,-0.17328
2.4536,5.188,-0.67213,11.816,0.006138,1931.8,-33.661,0,0.33,0.024194,-0.16401
1.9537,4.1499,-2.4634,11.266,0.0054447,2083.8,-29.048,0,0.33,0.018143,-0.16399
1.5924,4.006,-3.0607,12.569,0.0062851,2016,-34.585,0,0.33,0.018143,-0.1609
9.6698,6.8221,2.4763,19.911,0.0083515,2369,-46.975,0,0.33,0.042349,-0.16407
13.394,6.805,2.7171,21.702,0.0090175,2408.2,-50.539,0,0.33,0.048416,-0.16411
10.581,5.7873,0.31051,15.497,0.0048096,2811.9,-25.826,0,0.33,0.030245,-0.17332
7.5424,5.9921,0.7577,14.95,0.0053126,2557.1,-29.452,0,0.33,0.030245,-0.17022
3.8663,6.0192,0.83972,13.355,0.0066587,1999.4,-38.314,0,0.33,0.030244,-0.16403
16.697,6.5199,4.818,23.766,0.011762,2019.1,-73.626,0,0.33,0.066579,-0.15171
15.02,6.5959,5.3156,25.13,0.012572,1999.1,-78.1,0,0.33,0.066578,-0.14861
20.314,6.0369,4.5539,20.074,0.010858,1840.4,-73.448,0,0.33,0.072647,-0.15173
18.709,6.1486,5.0806,22.427,0.011903,1879.7,-77.537,0,0.33,0.072641,-0.14863
12.847,6.9545,3.8896,23.383,0.010508,2226.6,-62.256,0,0.33,0.054469,-0.15788
14.925,6.7996,3.3504,22.561,0.0098615,2288.5,-57.714,0,0.33,0.05447,-0.16098
22.094,5.9903,3.1051,16.045,0.0085932,1849.5,-61.294,0,0.33,0.066585,-0.161
20.28,6.2115,3.6956,19.201,0.0097755,1954.5,-65.187,0,0.33,0.066584,-0.1579
25.026,5.4802,2.9184,10.898,0.0072109,1481.1,-62.149,0,0.33,0.072666,-0.16104
23.525,5.6949,3.4539,14.141,0.0084789,1646,-65.722,0,0.33,0.072663,-0.15794
30.718,3.6624,2.4322,0.47479,0.0018961,241.17,-58.718,0,0.33,0.096913,-0.1642
30.272,3.9949,2.3971,0.98423,0.002582,363.49,-59.347,0,0.33,0.090849,-0.16418
30.54,3.7273,2.6304,0.726,0.0022785,304.63,-60.986,0,0.33,0.096912,-0.16111
29.934,4.093,2.6411,1.57,0.0031613,472.43,-61.866,0,0.33,0.090848,-0.16109
29.568,4.4272,1.7427,1.6002,0.002988,511.15,-53.934,0,0.33,0.078732,-0.17034
29.979,4.2555,1.5088,0.94976,0.0023875,377.21,-51.506,0,0.33,0.078732,-0.17344
28.457,4.7863,1.6065,3.2063,0.0038307,800.46,-52.838,0,0.33,0.072668,-0.17032
29.154,4.5674,1.3058,1.8813,0.0030456,590.47,-50.241,0,0.33,0.072668,-0.17342
28.251,4.786,2.3704,4.271,0.0046407,883.31,-59.428,0,0.33,0.078731,-0.16416
26.381,5.2493,2.4206,7.8281,0.0059686,1274.1,-58.798,0,0.33,0.072667,-0.16414
27.303,4.975,2.7714,6.4124,0.0057042,1087.7,-62.49,0,0.33,0.07873,-0.16106
17.157,6.577,2.7427,20.785,0.0090501,2294,-53.519,0,0.33,0.054471,-0.16408
27.906,4.9031,1.1088,3.6102,0.0038027,910.24,-48.46,0,0.33,0.066587,-0.17337
26.806,5.1788,1.5044,5.9559,0.0048279,1190.5,-51.222,0,0.33,0.066586,-0.17028
23.839,5.7356,2.5255,12.544,0.0073245,1684.8,-57.652,0,0.33,0.066585,-0.16409
11.204,1.7116,-2.7938,5.8332,0.00093665,3297.7,-2.2542,0,0.33,0.0060455,-0.18252
15.57,1.4721,-3.1713,4.3355,0.00077544,2833.6,-2.457,0,0.33,0.0060455,-0.18562
15.364,1.0737,-3.2187,3.6028,0.0004727,2745.7,-2.2087,0,0.33,0.0016511,-0.18561
11.062,1.5006,-2.8434,5.4942,0.00075864,3295.4,-2.1264,0,0.33,0.0039211,-0.18251
10.57,5.0434,-0.6354,12.634,0.0034883,2957.1,-17.651,0,0.33,0.024195,-0.17639
7.4309,4.3164,-1.1457,10.276,0.0028736,2932.6,-12.506,0,0.33,0.018143,-0.17637
15.076,3.7378,-2.1589,8.4033,0.0021326,2945.5,-9.2148,0,0.33,0.018144,-0.18256
17.788,4.3103,-1.8497,8.7603,0.002828,2622.4,-14.184,0,0.33,0.024196,-0.18258
18.646,3.3535,-2.6523,6.2705,0.0018372,2530.3,-8.7873,0,0.33,0.018147,-0.18566
20.77,3.9016,-2.3099,6.1612,0.0023465,2174.5,-13.362,0,0.33,0.024199,-0.18568
27.439,3.1897,-2.4853,1.2808,0.0010532,702.71,-16.834,0,0.33,0.03027,-0.19504
28.275,2.8879,-2.4848,0.82989,0.00080612,510.21,-16.957,0,0.33,0.03027,-0.19814
26.517,2.8342,-2.8792,1.5822,0.0010454,906.31,-13.107,0,0.33,0.024214,-0.19502
27.809,2.437,-2.839,0.91362,0.0007679,607.33,-13.79,0,0.33,0.024213,-0.19812
28.48,4.1073,-1.1264,1.2049,0.0015821,539.57,-29.635,0,0.33,0.048428,-0.18889
27.502,4.1372,-1.4978,1.8111,0.0018458,759.33,-25.886,0,0.33,0.042359,-0.18885
27.691,4.4129,-0.94112,2.0022,0.0023101,758.56,-31.002,0,0.33,0.048425,-0.18579
26.384,4.4752,-1.2823,3.0541,0.0026415,1062.1,-27.086,0,0.33,0.042354,-0.18573
22.85,4.2449,-1.9599,5.4479,0.0027297,1797.5,-18.1,0,0.33,0.030248,-0.1857
24.796,3.8615,-2.2396,3.4048,0.0020219,1357.9,-17.373,0,0.33,0.030253,-0.18881
23.193,3.5121,-2.6208,4.0319,0.0018345,1690.9,-12.966,0,0.33,0.024206,-0.1888
14.133,5.4568,-0.34721,14.276,0.0044851,2849.2,-22.953,0,0.33,0.030246,-0.17641
24.939,4.8324,-0.97577,5.0734,0.0034515,1435.4,-28.622,0,0.33,0.042353,-0.18264
26.65,4.7373,-0.68377,3.3864,0.0030937,1054.7,-32.662,0,0.33,0.048424,-0.18269
20.43,4.6502,-1.5492,8.2313,0.0034495,2246.5,-19.228,0,0.33,0.030246,-0.1826
31.008,3.3496,1.3948,0.095253,0.0005933,100.82,-47.212,0,0.33,0.090852,-0.18274
31.104,3.1353,1.53,0.06607,0.00052737,85.608,-47.519,0,0.33,0.096917,-0.18276
31.033,3.2614,1.2737,0.071516,0.00047051,87.075,-45.641,0,0.33,0.090855,-0.18584
31.114,3.0613,1.4173,0.051468,0.00043393,76.049,-46.017,0,0.33,0.09692,-0.18586
30.276,4.0841,1.3127,0.57551,0.0017987,281.04,-49.285,0,0.33,0.078733,-0.17653
29.661,4.3578,1.0659,1.0931,0.0023799,427.74,-47.887,0,0.33,0.072669,-0.17651
30.278,3.9771,0.71334,0.40985,0.001203,233.65,-43.85,0,0.33,0.072671,-0.1827
30.63,3.7722,1.0026,0.24037,0.00091807,166.9,-45.412,0,0.33,0.078734,-0.18272
30.454,3.8173,0.58396,0.27402,0.00087687,181.44,-42.118,0,0.33,0.072674,-0.18581
30.729,3.6435,0.88015,0.16736,0.00069069,134.57,-43.72,0,0.33,0.078736,-0.18582
30.593,3.3671,-0.0898,0.12599,0.00039307,115.93,-34.835,0,0.33,0.066626,-0.19819
30.533,3.5246,-0.031303,0.16329,0.00049785,132.95,-35.909,0,0.33,0.066624,-0.19509
30.74,3.2257,0.21232,0.082456,0.00030998,93.314,-36.477,0,0.33,0.072714,-0.19829
30.735,3.44,0.32252,0.10541,0.00040011,104.52,-37.908,0,0.33,0.07271,-0.19519
28.703,4.2866,-0.57116,1.2562,0.0018926,528.4,-34.456,0,0.33,0.054484,-0.1858
29.237,4.024,-0.72565,0.78645,0.0013069,383.14,-32.993,0,0.33,0.05449,-0.18891
30.264,3.8057,0.11518,0.31171,0.00083646,197.76,-38.502,0,0.33,0.06661,-0.18887
30.05,3.9803,0.22608,0.45894,0.0011317,254.84,-40.058,0,0.33,0.066597,-0.18576
30.58,3.6766,0.47993,0.19168,0.00066404,145.37,-40.555,0,0.33,0.072684,-0.18894
28.731,4.6429,0.79831,2.08,0.0030037,662.11,-45.986,0,0.33,0.066588,-0.17647
27.985,4.5719,-0.35912,2.1041,0.0026392,739.91,-36.178,0,0.33,0.054481,-0.1827
29.75,4.1791,0.37154,0.71686,0.0016133,340.97,-41.809,0,0.33,0.06659,-0.18265
10.8,1.1111,-2.9356,4.8689,0.00042989,3291.2,-1.8926,0,0.33,0,-0.1825
15.286,0.92399,-3.2365,3.3276,0.00035893,2712.7,-2.1158,0,0.33,0,-0.18561
30.95,1.6047,3.1991,0.011245,0.00031286,35.902,-44.259,0,0.33,0.16377,-0.15189
30.932,1.585,3.2831,0.011954,0.00031197,38.251,-44.75,0,0.33,0.16377,-0.14879
30.89,1.4805,3.2021,0.0095826,0.00030318,31.202,-42.187,0,0.33,0.16986,-0.15208
30.87,1.4624,3.2847,0.01002,0.00030256,33.11,-42.591,0,0.33,0.16986,-0.14894
31.089,1.8829,2.9012,0.013366,0.00033908,39.316,-46.335,0,0.33,0.1516,-0.16132
31.115,2.0315,2.8979,0.016892,0.0003718,45.223,-48.175,0,0.33,0.1455,-0.16124
31.069,1.8908,2.9917,0.014746,0.00034488,42.609,-47.055,0,0.33,0.1516,-0.15821
31.098,2.037,2.9904,0.019059,0.00038551,49.165,-49.014,0,0.33,0.1455,-0.15815
31.013,1.6109,2.9447,0.0093829,0.00027124,29.005,-42.726,0,0.33,0.16379,-0.16135
30.988,1.6197,3.03,0.009991,0.00030262,31.423,-43.245,0,0.33,0.16378,-0.15815
30.961,1.4841,2.9559,0.0083392,0.00022772,25.307,-40.944,0,0.33,0.16986,-0.16139
30.934,1.4925,3.038,0.0087582,0.00026456,27.408,-41.367,0,0.33,0.16986,-0.15828
30.8,0.98775,2.8335,0.0066485,0.00014337,16.929,-34.062,0,0.33,0.1942,-0.16447
30.823,1.1102,2.8392,0.0068207,0.00014819,17.989,-35.643,0,0.33,0.18814,-0.16442
30.765,0.99466,2.9111,0.0067966,0.0001623,18.415,-34.195,0,0.33,0.19421,-0.16137
30.79,1.1189,2.9189,0.0069969,0.00017078,19.55,-35.843,0,0.33,0.18814,-0.16133
30.991,1.3631,2.6462,0.006839,0.00011914,16.898,-37.806,0,0.33,0.17595,-0.17385
31.045,1.4784,2.6421,0.007151,0.00013567,18.512,-39.235,0,0.33,0.16986,-0.17377
30.977,1.3476,2.7238,0.0069473,0.00012999,17.653,-38.162,0,0.33,0.17595,-0.17076
31.032,1.4629,2.7186,0.0073131,0.00014895,19.498,-39.664,0,0.33,0.16986,-0.17068
30.931,1.3504,2.8795,0.0073796,0.00016925,20.674,-38.865,0,0.33,0.17595,-0.16458
30.988,1.4709,2.8751,0.0079363,0.00019504,23.144,-40.519,0,0.33,0.16986,-0.16449
30.902,1.3613,2.9587,0.0076679,0.00019687,22.559,-39.209,0,0.33,0.17595,-0.16148
31.136,2.0101,2.8048,0.014961,0.00035943,41.278,-47.345,0,0.33,0.1455,-0.16433
31.112,1.8619,2.8112,0.012095,0.00032273,35.939,-45.622,0,0.33,0.1516,-0.16441
31.082,1.5784,2.7017,0.0078664,0.00017597,22.018,-41.187,0,0.33,0.16379,-0.17067
31.095,1.5924,2.6255,0.0076127,0.00015982,20.7,-40.68,0,0.33,0.16379,-0.17376
31.039,1.5949,2.8611,0.0088003,0.00023148,26.495,-42.207,0,0.33,0.16379,-0.16448
31.143,2.459,3.3149,0.10861,0.00088486,120.11,-58.877,0,0.33,0.12728,-0.14884
31.161,2.4737,3.202,0.084855,0.00079854,104.35,-57.519,0,0.33,0.12728,-0.15194
31.094,2.6658,3.3216,0.19446,0.0011802,160.17,-61.395,0,0.33,0.1212,-0.14878
31.134,2.6702,3.19,0.1452,0.0010399,136.36,-59.816,0,0.33,0.12121,-0.15191
31.143,2.1841,2.9092,0.02247,0.00042806,52.124,-50.004,0,0.33,0.13941,-0.16124
31.13,2.1861,3.0036,0.025934,0.00045156,56.973,-50.977,0,0.33,0.13941,-0.15815
31.18,2.5075,2.9874,0.05631,0.00066951,82.979,-54.866,0,0.33,0.12728,-0.15813
31.191,2.51,2.8831,0.046965,0.00061874,74.995,-53.578,0,0.33,0.12729,-0.16123
31.175,2.6918,2.9471,0.088914,0.0008374,104.4,-56.764,0,0.33,0.12122,-0.15812
31.19,2.6924,2.8326,0.072093,0.00076251,93.191,-55.295,0,0.33,0.12122,-0.16121
30.97,3.3653,2.482,0.25194,0.0014141,173.63,-57.796,0,0.33,0.103,-0.16423
30.88,3.4065,2.6484,0.35693,0.0016518,208.94,-59.831,0,0.33,0.103,-0.16114
31.233,2.7221,2.2828,0.047345,0.00059669,73.171,-50.852,0,0.33,0.11516,-0.17356
31.219,2.7841,2.398,0.060994,0.00070465,84.09,-52.279,0,0.33,0.11516,-0.17046
31.245,2.5439,2.3917,0.031187,0.0004726,58.176,-49.873,0,0.33,0.12122,-0.17358
31.235,2.5911,2.4972,0.039741,0.00056462,66.836,-51.152,0,0.33,0.12122,-0.17049
31.206,2.6775,2.7204,0.059754,0.00070103,84.136,-53.866,0,0.33,0.12122,-0.16431
31.18,2.879,2.6412,0.092642,0.00086625,105.37,-55.329,0,0.33,0.11515,-0.16428
31.156,2.8968,2.7658,0.1153,0.00095746,118.29,-56.944,0,0.33,0.11515,-0.16118
31.161,2.1647,2.8134,0.01946,0.00040782,47.419,-49.045,0,0.33,0.13942,-0.16434
31.232,2.4161,2.5704,0.026546,0.0004533,53.667,-49.916,0,0.33,0.12729,-0.1705
31.241,2.3818,2.4718,0.021428,0.00037925,47.075,-48.774,0,0.33,0.12729,-0.1736
31.204,2.495,2.7789,0.03954,0.00057482,67.999,-52.321,0,0.33,0.12729,-0.16432
31.169,2.9457,1.6735,0.047795,0.00049541,74.048,-47.548,0,0.33,0.10301,-0.18281
31.171,2.8909,1.5745,0.038318,0.00042177,66.906,-46.14,0,0.33,0.10301,-0.1859
31.25,2.5196,2.2944,0.025219,0.00040956,51.517,-48.645,0,0.33,0.12122,-0.17668
31.239,2.6803,2.1768,0.036894,0.00050342,63.897,-49.488,0,0.33,0.11516,-0.17665
31.238,2.6388,1.9896,0.025059,0.0003815,52.412,-46.93,0,0.33,0.11516,-0.18285
31.246,2.4999,2.1174,0.018429,0.00031645,43.543,-46.323,0,0.33,0.12122,-0.18286
31.231,2.6128,1.9034,0.021126,0.00032347,48.336,-45.731,0,0.33,0.11516,-0.18597
31.238,2.4779,2.033,0.016042,0.00026605,40.628,-45.227,0,0.33,0.12123,-0.18596
31.111,2.0559,1.8565,0.0095714,9.9075e-05,27.4,-41.854,0,0.33,0.12729,-0.19527
31.057,1.9378,1.7688,0.0087735,9.0751e-05,23.921,-41.027,0,0.33,0.12729,-0.19837
31.123,2.197,1.7579,0.011334,0.0001146,32.505,-42.25,0,0.33,0.12123,-0.19534
31.053,2.0522,1.6404,0.010088,0.0001061,27.857,-41.144,0,0.33,0.12123,-0.19845
31.163,1.8718,2.1251,0.0082988,0.00012555,24.285,-41.214,0,0.33,0.14551,-0.18911
31.188,2.0177,2.092,0.0089965,0.00013469,26.439,-42.154,0,0.33,0.13942,-0.18908
31.19,1.9399,2.2098,0.0086706,0.00016048,25.463,-41.926,0,0.33,0.1455,-0.18599
31.21,2.0782,2.1846,0.0094902,0.0001691,27.66,-42.928,0,0.33,0.13942,-0.18598
31.234,2.3472,2.1253,0.012776,0.00022622,34.711,-44.577,0,0.33,0.12729,-0.18597
31.215,2.2995,2.0402,0.01167,0.00017957,32.973,-43.619,0,0.33,0.12729,-0.18906
31.222,2.4341,1.9471,0.014281,0.00021145,38.399,-44.173,0,0.33,0.12123,-0.18907
31.246,2.3712,2.3797,0.018116,0.00033533,42.4,-47.671,0,0.33,0.12729,-0.17669
31.219,2.1014,2.272,0.010058,0.00019847,28.861,-43.731,0,0.33,0.13942,-0.18289
31.202,1.9683,2.2915,0.0090599,0.00019021,26.459,-42.654,0,0.33,0.1455,-0.18289
31.243,2.367,2.2083,0.014222,0.00026698,36.824,-45.572,0,0.33,0.12729,-0.18288
30.885,1.1098,2.3399,0.0063955,8.6444e-05,14.54,-34.309,0,0.33,0.18814,-0.18298
30.862,0.96985,2.3748,0.0062859,8.8374e-05,13.612,-33.074,0,0.33,0.1942,-0.18303
30.856,1.0673,2.2445,0.0063345,7.6261e-05,14.051,-34.079,0,0.33,0.18814,-0.18608
30.832,0.92476,2.2947,0.0062252,7.5923e-05,13.016,-32.886,0,0.33,0.1942,-0.18613
30.997,1.3817,2.567,0.006775,0.00011229,16.539,-37.449,0,0.33,0.17595,-0.17695
31.051,1.4996,2.5646,0.0070562,0.00012667,18.018,-38.806,0,0.33,0.16986,-0.17686
31.03,1.5046,2.4023,0.0068734,0.00010667,17.256,-37.957,0,0.33,0.16986,-0.18305
30.974,1.3792,2.4013,0.0066411,9.7516e-05,15.904,-36.738,0,0.33,0.17595,-0.18313
30.999,1.4666,2.3168,0.006753,9.1458e-05,16.614,-37.543,0,0.33,0.16986,-0.18614
30.942,1.3399,2.3153,0.0065464,8.5743e-05,15.291,-36.389,0,0.33,0.17595,-0.18622
30.861,1.2824,1.9803,0.0063299,6.2401e-05,11.632,-36.944,0,0.33,0.1638,-0.1985
30.889,1.3286,2.0503,0.0064455,6.0728e-05,13.253,-37.366,0,0.33,0.1638,-0.19541
30.812,1.1659,1.9765,0.0062024,5.9606e-05,10.441,-35.871,0,0.33,0.16986,-0.19851
30.836,1.2079,2.0624,0.006293,5.6253e-05,12.037,-36.358,0,0.33,0.16986,-0.19542
31.156,1.8263,2.256,0.0080159,0.00015116,23.04,-40.883,0,0.33,0.1516,-0.18606
31.12,1.7586,2.1795,0.0077142,0.00011774,21.819,-40.25,0,0.33,0.15161,-0.18917
31.009,1.5267,2.2208,0.0068611,8.3309e-05,17.181,-38.239,0,0.33,0.16379,-0.18922
31.055,1.5968,2.3078,0.0070477,0.0001038,18.3,-38.706,0,0.33,0.16379,-0.18613
30.952,1.3944,2.2296,0.0066075,7.4982e-05,15.572,-37.138,0,0.33,0.16986,-0.18923
31.101,1.6154,2.5493,0.0074656,0.00014835,19.999,-40.176,0,0.33,0.16379,-0.17685
31.174,1.8544,2.331,0.0083008,0.00017973,23.936,-41.529,0,0.33,0.1516,-0.18296
31.083,1.6298,2.3913,0.0072055,0.00012298,19.011,-39.186,0,0.33,0.16379,-0.18304
30.491,0.371,3.2631,0.0062609,9.3584e-05,14.729,-25.768,0,0.33,0.22463,-0.14903
30.534,0.39681,3.1852,0.0061989,8.5805e-05,13.709,-26.007,0,0.33,0.22463,-0.15213
30.558,0.49064,3.2789,0.0063674,0.00010736,15.709,-27.424,0,0.33,0.21854,-0.14895
30.598,0.51368,3.2006,0.0062995,9.9073e-05,14.676,-27.606,0,0.33,0.21854,-0.15204
30.539,0.10052,2.8597,0.0059221,5.9292e-05,9.5653,-22.427,0,0.33,0.24284,-0.15835
30.578,0.12524,2.7923,0.005871,5.4163e-05,8.5563,-22.738,0,0.33,0.24284,-0.16145
30.544,0.20833,2.8983,0.0059831,6.2028e-05,10.491,-23.679,0,0.33,0.23677,-0.15834
30.586,0.22904,2.8285,0.0059254,5.5766e-05,9.4252,-23.951,0,0.33,0.23677,-0.16144
30.616,0.43442,3.0341,0.0060631,6.8975e-05,11.465,-26.424,0,0.33,0.22463,-0.15832
30.654,0.44893,2.961,0.0059961,6.1394e-05,10.339,-26.604,0,0.33,0.22463,-0.16141
30.676,0.54482,3.0493,0.0061481,8.0171e-05,12.368,-27.912,0,0.33,0.21854,-0.15824
30.712,0.55569,2.9764,0.0060717,7.1136e-05,11.18,-28.037,0,0.33,0.21854,-0.16135
