"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
764.35,-839.43,29.794,-0.023866,3.7674,0.11309,0.0011701,85.617,-17.077,3.0082,10.843,12.197,0,0.495,0.1586,-0.12805
665.37,-973.25,29.714,0.094636,3.9902,0.42386,0.0021992,174.03,-19.592,6.1037,21.178,31.939,0,0.495,0.15065,-0.12805
746.27,-826.76,29.737,-0.1174,3.8349,0.16014,0.0013856,104.08,-17.056,2.9647,13.604,16.07,0,0.495,0.1586,-0.12405
632.74,-642.34,29.685,-0.37806,3.5157,0.019156,0.0004416,41.257,-12.412,0.52873,8.4693,3.6164,0,0.495,0.17459,-0.12008
679.1,-711.23,29.7,-0.29419,3.6963,0.060715,0.00083753,66.038,-14.608,2.0593,10.278,8.4559,0,0.495,0.16663,-0.12006
650.35,-651.49,29.631,-0.46095,3.5671,0.025116,0.00049559,47.735,-12.12,0.079349,9.906,4.3314,0,0.495,0.17459,-0.11609
680.39,-708.99,29.64,-0.38273,3.7484,0.08359,0.00096765,78.535,-14.402,1.4921,12.107,10.528,0,0.495,0.16662,-0.11607
575.73,-583.43,29.651,-0.45701,3.363,0.0096454,0.00030055,30.842,-10.446,-0.86419,7.2209,1.7788,0,0.495,0.18253,-0.12009
561.53,-568.13,29.696,-0.38147,3.3098,0.0086366,0.00026598,27.591,-10.758,-0.051081,5.7517,1.3572,0,0.495,0.18253,-0.12408
614.25,-626.2,29.732,-0.2982,3.4609,0.014871,0.0003826,35.903,-12.657,1.1142,6.9278,2.9483,0,0.495,0.17459,-0.12407
497.05,-508.37,29.695,-0.40137,3.1116,0.0069796,0.00018116,20.975,-9.3812,0.81397,3.7979,1.3353,0,0.495,0.19051,-0.12816
541.14,-552.62,29.734,-0.30909,3.2543,0.0079203,0.00022146,24.83,-11.049,0.80462,4.4437,1.0132,0,0.495,0.18254,-0.1281
517.22,-524.52,29.659,-0.46834,3.1671,0.007257,0.0002161,23.181,-9.0446,0.11818,4.9284,1.7043,0,0.495,0.19049,-0.12414
534.69,-542.7,29.616,-0.53923,3.2205,0.0076095,0.00025126,25.679,-8.6693,-0.82441,6.3303,2.1626,0,0.495,0.19048,-0.12013
588.48,-608.85,29.771,-0.22226,3.4036,0.011905,0.00031221,31.52,-12.865,1.7248,5.4388,2.3895,0,0.495,0.17459,-0.12806
594.11,-597.04,29.599,-0.53626,3.413,0.011045,0.00031404,34.713,-10.086,-1.4664,8.6168,2.1519,0,0.495,0.18253,-0.11609
557.01,-561.9,29.566,-0.61455,3.2713,0.0080619,0.00027169,28.589,-8.2507,-1.6725,7.7601,2.5549,0,0.495,0.19047,-0.11611
675.39,-710.57,29.752,-0.20923,3.6393,0.043596,0.00071502,55.55,-14.767,2.5587,8.461,6.7022,0,0.495,0.16663,-0.12406
665.89,-707.11,29.795,-0.1279,3.5776,0.031087,0.00057619,46.904,-14.885,2.8076,6.6967,5.2775,0,0.495,0.16663,-0.12805
426.34,-444.67,29.513,-1.1688,2.5415,0.0067402,0.00027765,20.425,0.1308,1.267,6.4373,3.6809,0,0.495,0.23823,-0.10838
457.83,-478.95,29.501,-1.1186,2.6955,0.0068746,0.00027575,21.65,-0.63055,1.2681,6.4753,4.2879,0,0.495,0.23032,-0.10837
454.93,-474.12,29.458,-1.2393,2.5633,0.0070467,0.00029564,23.776,0.79133,1.036,6.9044,3.9599,0,0.495,0.23824,-0.10438
492.79,-511.87,29.443,-1.1913,2.7216,0.007221,0.00028799,25.188,0.041173,0.96913,7.1938,4.4462,0,0.495,0.23033,-0.10437
417.44,-445.12,29.535,-0.98918,2.8106,0.0067765,0.0002416,20.273,-2.1822,-0.60534,5.4374,5.3467,0,0.495,0.22236,-0.11234
451.41,-476.3,29.482,-1.0614,2.8436,0.007061,0.00027917,23.289,-1.5546,-0.91383,6.5937,5.4131,0,0.495,0.22238,-0.10834
424.71,-447.77,29.553,-1.0493,2.6669,0.0066243,0.00022338,18.821,-1.2605,1.4783,5.5425,4.2916,0,0.495,0.2303,-0.11236
488.16,-509.06,29.423,-1.1373,2.8745,0.00746,0.00027652,27.115,-0.88523,-1.2242,7.5298,5.5657,0,0.495,0.22238,-0.10431
397.99,-417.39,29.565,-1.101,2.5175,0.0065147,0.00021992,17.721,-0.49762,1.3853,5.7736,3.542,0,0.495,0.23823,-0.11237
486.86,-507.5,29.4,-1.3132,2.5834,0.00751,0.00026868,28.087,1.483,0.66267,7.2548,4.2701,0,0.495,0.23826,-0.10039
406.59,-436.61,29.428,-1.3519,2.434,0.0072908,0.00027764,26.406,2.0644,-0.574,6.2065,6.2324,0,0.495,0.24619,-0.10041
378.01,-406.26,29.481,-1.2807,2.4186,0.0068957,0.00030534,22.373,1.3868,-0.20992,6.0229,5.8496,0,0.495,0.24617,-0.10439
362.05,-406.74,29.433,-1.4569,2.3104,0.0075774,0.00026176,29.125,3.2,-2.396,5.7304,8.1793,0,0.495,0.25413,-0.096357
330.35,-374.51,29.484,-1.3831,2.3021,0.0070634,0.0002921,24.342,2.513,-1.8669,5.658,8.0392,0,0.495,0.25411,-0.10039
437.45,-469.72,29.373,-1.4273,2.4469,0.00794,0.00025207,31.649,2.7786,-1.0332,6.2388,6.6882,0,0.495,0.2462,-0.096403
520.64,-542.51,29.339,-1.3913,2.6009,0.0083084,0.00024693,33.773,2.2172,0.32052,7.4432,4.7633,0,0.495,0.23827,-0.096384
301.59,-344.8,29.533,-1.3138,2.2912,0.0067313,0.00031021,20.623,1.8528,-1.46,5.4644,7.897,0,0.495,0.2541,-0.1044
530.34,-548.6,29.382,-1.2677,2.7458,0.007754,0.00026166,29.771,0.7456,0.56247,7.7816,4.6136,0,0.495,0.23033,-0.10036
565.14,-584.66,29.29,-1.2992,2.9296,0.009114,0.00023618,38.727,0.57204,-1.7532,8.9793,5.9439,0,0.495,0.22235,-0.096192
568.56,-587.03,29.317,-1.3482,2.768,0.008689,0.00024281,35.907,1.4873,0.1944,8.2808,4.9522,0,0.495,0.23033,-0.096335
526.09,-545.67,29.359,-1.2164,2.9037,0.0080703,0.00025275,32.084,-0.17932,-1.4993,8.2972,5.7133,0,0.495,0.22237,-0.10028
352.62,-379.68,29.532,-1.213,2.4013,0.0066246,0.00028443,19.202,0.73777,0.01663,5.733,5.4697,0,0.495,0.24616,-0.10839
251.54,-293.52,29.625,-1.1861,2.263,0.0063117,0.00021706,15.219,0.611,-0.86462,4.5764,7.4432,0,0.495,0.25409,-0.1124
329.23,-355.69,29.58,-1.1482,2.3815,0.0064206,0.00022355,16.621,0.11794,0.1457,5.2449,5.1528,0,0.495,0.24616,-0.11239
275.36,-318.29,29.581,-1.2483,2.2782,0.0064937,0.00027746,17.656,1.2176,-1.1419,5.1495,7.6827,0,0.495,0.2541,-0.1084
388.38,-416.63,29.599,-0.71,2.9657,0.006748,0.00020325,19.64,-5.6558,-2.9453,4.5167,5.0017,0,0.495,0.20648,-0.1203
416.54,-441.8,29.554,-0.7799,3.0118,0.0069703,0.00024493,22.003,-5.1481,-3.216,5.8889,5.3715,0,0.495,0.20647,-0.11628
358.4,-389.65,29.608,-0.78734,2.8568,0.0065435,0.00018011,17.437,-4.4111,-2.5325,3.6643,5.2292,0,0.495,0.21442,-0.12032
384.89,-415.02,29.566,-0.85563,2.8982,0.0067383,0.00021911,19.662,-3.8777,-2.6768,4.9209,5.4972,0,0.495,0.21444,-0.11633
386.74,-417.15,29.582,-0.92011,2.7761,0.0065606,0.00019473,17.813,-2.7742,-0.41203,4.2521,5.2527,0,0.495,0.22236,-0.11634
415.05,-442,29.517,-0.92721,2.9375,0.0069837,0.00026431,22.287,-3.2983,-2.9246,6.207,5.8094,0,0.495,0.21444,-0.11231
447.22,-469.23,29.501,-0.85365,3.0556,0.0072497,0.00027467,24.817,-4.5895,-3.508,7.181,5.79,0,0.495,0.20643,-0.11221
359.91,-391.89,29.623,-0.8539,2.7394,0.0063883,0.00015856,15.712,-3.3295,-0.29616,3.1283,5.2184,0,0.495,0.22236,-0.12034
364.2,-394.2,29.638,-0.6432,2.9181,0.0065659,0.00016975,17.585,-6.1257,-2.8593,3.4162,4.6184,0,0.495,0.20648,-0.12431
450.18,-473.64,29.638,-0.55854,3.03,0.0068137,0.0001868,20.103,-7.5038,-1.6162,4.0152,3.4035,0,0.495,0.19852,-0.12426
474.54,-494.36,29.597,-0.62869,3.0826,0.0070352,0.00022275,22.308,-7.0746,-2.0664,5.2898,3.8036,0,0.495,0.19849,-0.12023
425.83,-451.32,29.672,-0.49191,2.9762,0.0066287,0.00015737,18.122,-7.8972,-1.2234,3.1124,3.1205,0,0.495,0.19853,-0.12827
344.04,-374.88,29.67,-0.57915,2.8693,0.0064124,0.00014179,15.74,-6.5613,-2.9429,2.7536,4.3389,0,0.495,0.20648,-0.1283
498.2,-513.49,29.549,-0.7018,3.1335,0.0073077,0.0002612,24.862,-6.612,-2.4129,6.7253,4.1943,0,0.495,0.19845,-0.11619
519.16,-530.91,29.494,-0.77755,3.1816,0.0076503,0.0002724,27.913,-6.0985,-2.6055,7.9826,4.664,0,0.495,0.19842,-0.11214
335.46,-366.91,29.644,-0.72149,2.8144,0.0063838,0.00014893,15.492,-4.9109,-2.5405,2.7445,4.9693,0,0.495,0.21442,-0.12432
321.25,-356.46,29.69,-0.7282,2.6615,0.0061285,0.00010611,12.235,-4.3425,-0.4119,2.0702,5.2444,0,0.495,0.22235,-0.12833
316.78,-348.61,29.676,-0.65788,2.7711,0.00625,0.00012326,13.759,-5.3785,-2.633,2.3171,4.801,0,0.495,0.21442,-0.12832
337.29,-371.26,29.658,-0.7901,2.7011,0.0062468,0.00012956,13.869,-3.8517,-0.289,2.3473,5.2048,0,0.495,0.22236,-0.12433
343.4,-367.39,29.655,-0.97369,2.4626,0.0061973,0.00014061,13.518,-1.6547,1.6213,4.1577,3.5308,0,0.495,0.23823,-0.12037
365.51,-393.78,29.641,-0.91893,2.6037,0.0062765,0.00014443,14.462,-2.4154,1.7536,3.535,4.5229,0,0.495,0.23029,-0.12035
369.65,-391.29,29.612,-1.0359,2.4912,0.0063387,0.00017484,15.456,-1.0898,1.5126,4.9874,3.4846,0,0.495,0.23823,-0.11637
393.66,-419.13,29.6,-0.98274,2.6364,0.0064313,0.00017879,16.475,-1.8528,1.643,4.5325,4.3631,0,0.495,0.23029,-0.11636
287.11,-313.63,29.666,-1.0262,2.3353,0.0061305,0.00014184,12.6,-1.0407,0.2262,3.9355,4.5123,0,0.495,0.24616,-0.12038
271.76,-298.57,29.704,-0.96865,2.3088,0.006025,0.00011471,11.006,-1.5809,0.05946,3.456,4.1926,0,0.495,0.24616,-0.12437
323.22,-349.55,29.693,-0.9137,2.4322,0.0060814,0.00011372,11.84,-2.1926,1.563,3.5651,3.6002,0,0.495,0.23823,-0.12436
196.77,-228.93,29.766,-0.96292,2.1811,0.0058787,9.2399e-05,8.5923,-1.5875,-1.5797,2.3318,5.3098,0,0.495,0.2541,-0.12837
262.85,-289.26,29.739,-0.91222,2.2803,0.0059375,9.3681e-05,9.616,-2.0928,-0.30881,3.2796,3.8796,0,0.495,0.24616,-0.12836
203.41,-237.71,29.736,-1.0166,2.2046,0.0059569,0.00011216,9.9043,-1.0768,-1.0025,2.544,5.9815,0,0.495,0.2541,-0.12438
215.12,-251.96,29.703,-1.071,2.226,0.0060517,0.00013814,11.414,-0.53951,-0.69805,3.0849,6.5746,0,0.495,0.2541,-0.12039
310.65,-338.63,29.728,-0.85497,2.4003,0.0059851,9.2514e-05,10.366,-2.7014,1.3231,3.3239,3.7068,0,0.495,0.23823,-0.12835
306.89,-333.86,29.625,-1.0859,2.3596,0.0062599,0.00017688,14.452,-0.4752,0.22401,4.6219,4.8143,0,0.495,0.24616,-0.11638
230.93,-271.59,29.666,-1.1272,2.2455,0.0061677,0.00017188,13.166,0.025302,-0.68092,3.8506,7.0517,0,0.495,0.25409,-0.11639
343.19,-374.25,29.678,-0.85728,2.5694,0.0061493,0.00011711,12.705,-2.9494,1.6618,2.8432,4.6979,0,0.495,0.23029,-0.12435
328.43,-361.6,29.711,-0.79676,2.5339,0.0060432,9.5307e-05,11.153,-3.4536,1.3597,2.598,4.9085,0,0.495,0.23029,-0.12834
192.28,-216,29.852,-1.1668,1.6332,0.0057657,8.4491e-05,6.8417,0.45528,3.9202,4.3128,3.6641,0,0.495,0.29418,-0.12027
203.88,-229.21,29.814,-1.2143,1.64,0.0058228,0.00010108,7.9327,0.9244,2.9468,4.8506,3.5774,0,0.495,0.29413,-0.11613
126.42,-153.34,29.895,-1.1812,1.5306,0.0057204,8.6517e-05,5.8374,0.38273,-0.74189,4.5212,3.9661,0,0.495,0.30219,-0.12051
136.61,-166.08,29.859,-1.2276,1.5388,0.005764,9.7036e-05,6.7222,0.82315,-1.4961,4.9043,4.1572,0,0.495,0.30217,-0.11646
266.14,-279.53,29.745,-1.2562,1.781,0.0059676,0.00013956,10.464,1.4559,4.4709,5.1517,1.657,0,0.495,0.28614,-0.11197
212.17,-238.49,29.774,-1.2644,1.6457,0.005894,0.00012644,9.2018,1.4019,2.0256,5.0641,3.6578,0,0.495,0.2941,-0.11204
250.08,-263.39,29.785,-1.2058,1.7782,0.0058812,0.00011022,8.9916,0.95882,5.3162,4.5949,1.7786,0,0.495,0.28614,-0.11597
144.87,-175.41,29.822,-1.2771,1.5461,0.0058172,0.00011487,7.7323,1.275,-1.954,5.0075,4.3863,0,0.495,0.30214,-0.11235
230.99,-246.24,29.822,-1.158,1.7734,0.0058125,9.0119e-05,7.7428,0.47285,6.0464,3.7082,2.1148,0,0.495,0.28616,-0.12
88.439,-112.36,29.93,-1.1981,1.4694,0.005671,8.7808e-05,4.7471,0.27612,-3.4819,3.4097,3.1736,0,0.495,0.31015,-0.12056
76.318,-97.95,29.958,-1.1569,1.4628,0.0056446,8.9642e-05,4.1428,-0.12681,-3.1937,2.8746,2.6555,0,0.495,0.31015,-0.12455
114.72,-139.99,29.927,-1.1387,1.522,0.0056843,8.1295e-05,5.0662,-0.044639,0.11368,4.0106,3.7423,0,0.495,0.3022,-0.12453
67.176,-84.046,30.002,-1.1277,1.4151,0.0055913,9.4058e-05,2.985,-0.59322,-1.5371,0.55498,2.2916,0,0.495,0.31809,-0.12856
65.14,-83.88,29.983,-1.1191,1.4554,0.0056219,9.5018e-05,3.6153,-0.5192,-2.9053,2.3785,2.1197,0,0.495,0.31015,-0.12855
83.081,-103.26,29.983,-1.1648,1.4157,0.005609,8.5615e-05,3.421,-0.22062,-1.6794,1.2547,2.6757,0,0.495,0.31809,-0.12456
104.13,-128.27,29.957,-1.1,1.5126,0.0056545,7.975e-05,4.4102,-0.45613,0.81852,3.4972,3.5545,0,0.495,0.30221,-0.12853
98.187,-120.59,29.96,-1.2054,1.416,0.0056288,8.0595e-05,3.9023,0.16027,-1.6004,2.0325,2.9632,0,0.495,0.31809,-0.12057
99.981,-126.48,29.899,-1.2425,1.4751,0.0057017,9.0557e-05,5.4214,0.68785,-3.5462,3.8696,3.5742,0,0.495,0.31014,-0.11656
118,-142.57,29.906,-1.2902,1.4134,0.0056765,8.2539e-05,4.9793,0.93813,-0.16279,3.1407,3.2358,0,0.495,0.31808,-0.11259
109.95,-134.25,29.935,-1.2478,1.4155,0.0056509,7.9464e-05,4.418,0.54558,-1.1234,2.7281,3.126,0,0.495,0.31808,-0.11658
109.64,-137.49,29.866,-1.2889,1.4793,0.0057383,9.9085e-05,6.1757,1.1108,-3.1973,4.0856,3.9189,0,0.495,0.31013,-0.11255
176.82,-200.62,29.887,-1.1227,1.6256,0.0057195,7.4382e-05,5.9082,-0.00048737,4.8367,3.6377,3.8289,0,0.495,0.29423,-0.1244
201.38,-220.82,29.884,-1.069,1.7573,0.0057121,6.7495e-05,5.7705,-0.46837,6.7208,1.9775,3.1277,0,0.495,0.28623,-0.12821
212.98,-230.97,29.855,-1.1127,1.7663,0.0057572,7.6448e-05,6.6776,-0.0052205,6.5271,2.7808,2.566,0,0.495,0.28619,-0.12408
163.94,-188,29.918,-1.082,1.6167,0.0056822,6.8702e-05,5.1243,-0.43787,5.5353,2.9773,4.085,0,0.495,0.29425,-0.12847
292.47,-313.49,29.636,-1.3572,2.0573,0.0064337,0.00029725,17.168,2.3932,0.030338,5.2758,2.9455,0,0.495,0.2701,-0.10423
309.79,-319.68,29.649,-1.3645,1.9255,0.0063242,0.00027134,15.776,2.5006,2.4689,5.2302,0.86919,0,0.495,0.27819,-0.10403
265.56,-289.27,29.681,-1.296,2.053,0.0062525,0.00023252,14.64,1.8144,0.1323,4.8786,3.0405,0,0.495,0.27003,-0.1083
292.09,-302.31,29.693,-1.3061,1.9261,0.0061645,0.00020525,13.474,1.9464,2.6633,5.2469,0.81402,0,0.495,0.27817,-0.10805
269.91,-281.23,29.736,-1.2503,1.9242,0.0060389,0.00015883,11.535,1.4109,2.9409,4.7449,0.99617,0,0.495,0.27817,-0.11205
277.59,-291.8,29.703,-1.3096,1.782,0.0060767,0.00018197,12.203,1.9641,3.6806,5.2358,1.6758,0,0.495,0.28615,-0.10797
282.61,-298.63,29.662,-1.3653,1.781,0.0062143,0.00024325,14.256,2.4865,3.043,4.811,1.8905,0,0.495,0.28618,-0.10398
238.99,-264.34,29.723,-1.2378,2.0463,0.0061108,0.00018115,12.529,1.2542,0.22098,4.0677,3.258,0,0.495,0.27002,-0.11233
276.18,-315.25,29.597,-1.3396,2.1748,0.0065673,0.00030959,18.764,2.1743,-1.5773,5.2948,6.6454,0,0.495,0.26206,-0.10438
306.89,-345.65,29.549,-1.407,2.1809,0.0068467,0.00031103,22.17,2.8088,-1.991,5.5818,6.5362,0,0.495,0.26208,-0.10032
320.84,-340.35,29.589,-1.4216,2.0593,0.0066726,0.00032112,20.284,2.9978,-0.20671,5.437,2.9169,0,0.495,0.2702,-0.10014
340.16,-378.62,29.499,-1.479,2.1848,0.007256,0.0002755,26.522,3.4664,-2.4482,5.6931,6.4963,0,0.495,0.26215,-0.096249
347.55,-367.51,29.541,-1.4895,2.0576,0.0070041,0.00029147,24.206,3.6254,-0.53309,5.3236,3.06,0,0.495,0.27024,-0.096061
324.47,-335.75,29.605,-1.4249,1.9225,0.0065301,0.00032064,18.573,3.0746,2.1829,4.9112,1.1115,0,0.495,0.27822,-0.1
286.94,-307.76,29.586,-1.4812,1.7733,0.0066126,0.00033324,19.697,3.5696,1.9636,3.2838,2.6601,0,0.495,0.28631,-0.095983
283.79,-302.42,29.622,-1.4226,1.7779,0.0063886,0.00031471,16.702,3.0229,2.5027,4.1105,2.2261,0,0.495,0.28627,-0.099973
338.01,-351.74,29.562,-1.4876,1.9176,0.0068036,0.00031085,22.055,3.6628,1.7365,4.368,1.5486,0,0.495,0.27824,-0.09601
248.36,-288.91,29.643,-1.276,2.1661,0.0063603,0.00025676,16.017,1.5659,-1.2532,4.8427,6.6716,0,0.495,0.26205,-0.1084
222.9,-263.29,29.685,-1.216,2.1548,0.0061998,0.00020042,13.738,0.98131,-0.96473,4.0561,6.6876,0,0.495,0.26204,-0.1124
186.14,-213.35,29.791,-1.1307,2.0272,0.0059077,0.00011749,9.207,0.19176,0.4339,1.678,3.6887,0,0.495,0.27002,-0.12031
210.01,-237.54,29.76,-1.1827,2.0376,0.0059982,0.00014436,10.736,0.71106,0.35937,2.9335,3.4693,0,0.495,0.27001,-0.11632
216.94,-233.16,29.809,-1.1479,1.9143,0.00586,0.00010334,8.5014,0.39135,3.7149,2.5768,1.7842,0,0.495,0.27817,-0.12002
243.08,-256.53,29.775,-1.1975,1.9203,0.0059393,0.00012632,9.8928,0.89205,3.3399,3.7905,1.3116,0,0.495,0.27817,-0.11603
168.34,-196.18,29.817,-1.0806,2.0152,0.0058339,9.7207e-05,7.8927,-0.31892,0.28759,0.65328,3.8024,0,0.495,0.27005,-0.12431
167.93,-201.51,29.782,-1.0542,2.1097,0.0058859,0.00010507,8.7372,-0.65678,-1.0831,1.2407,5.9148,0,0.495,0.26204,-0.12438
180.18,-216.24,29.755,-1.106,2.1263,0.0059698,0.0001287,10.161,-0.1325,-0.73246,2.0217,6.318,0,0.495,0.26204,-0.12039
161.27,-192.94,29.806,-1.0026,2.0912,0.0058166,8.7573e-05,7.5003,-1.1589,-1.7157,0.82386,5.38,0,0.495,0.26204,-0.12837
157.94,-186.39,29.839,-1.0312,2.001,0.005773,8.2469e-05,6.7524,-0.81252,-0.12744,-0.0026845,3.8177,0,0.495,0.27007,-0.12834
198.25,-238.14,29.722,-1.1595,2.1414,0.0060724,0.00015929,11.809,0.41399,-0.73385,3.0569,6.5602,0,0.495,0.26203,-0.1164
196.69,-215.97,29.837,-1.1005,1.9058,0.0057956,8.6632e-05,7.3107,-0.10331,3.864,1.4725,2.2735,0,0.495,0.27818,-0.12402
